,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid
767,523-0006-0371-00,3803 CAMDEN AVE,1243,510,1952,06-10-2009,"$116,500",5,3,2,0,174111,WD - Warranty Deed (Conv),1,0.113,"$5,058.57",76.133170,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,57530,0,154740,212270,0,0,0,"$5,058.57"
768,523-0006-0575-00,3991 WATTERSON RD,1280,510,1920,06-18-2009,"$110,000",6,3,1,0,23650,WD - Warranty Deed (Conv),1,0.134,"$4,392.33",76.133170,MARIEMONT CSD,52301 - FAIRFAX 01,YES(05),No,No,Yes,No,Yes,61040,0,123190,184230,0,0,0,"$4,392.33"
769,523-0007-0189-00,3763 CHICKADEE CT,1040,510,1964,08-20-2009,"$117,500",6,3,1,0,152670,QE - Quit Claim Deed (EX),1,0.166,"$4,532.04",76.133170,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,63510,0,126990,190500,0,0,0,"$4,532.04"
770,523-0007-0207-00,5755 NIGHTINGALE CT,1040,510,1961,03-24-2009,"$140,000",6,3,1,0,20054,WD - Warranty Deed (Conv),1,0.164,"$4,556.46",76.133170,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,68840,0,122710,191550,0,0,0,"$4,556.46"
771,525-0001-0099-00,7328 JULER AVE,1190,510,1938,05-14-2009,"$166,000",5,3,2,1,239753,WD - Warranty Deed (Conv),1,0.224,"$5,885.28",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,127600,0,161900,289500,0,0,0,"$5,885.28"
772,525-0001-0148-00,7225 RITA LN,1284,510,1949,04-07-2009,"$167,500",6,3,2,0,20649,TR - Trustees Deed (Conv),1,0.186,"$5,353.58",65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(24),No,Yes,Yes,No,Yes,118670,0,171330,290000,0,0,0,"$5,353.58"
773,525-0001-0278-00,7107 THOMAS DR,1239,510,1952,04-13-2009,"$110,000",6,3,2,0,6415,WD - Warranty Deed (Conv),1,0.212,"$7,200.94",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,130150,0,224330,354480,0,0,0,"$7,200.94"
774,525-0002-0207-00,7842 CAMARGO RD,1116,471,1915,03-19-2009,"$147,000",6,0,1,0,342160,LE - Limited Warranty Deed (EX),1,0.364,"$4,316.34",91.257108,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,No,Yes,53750,0,80930,134680,0,0,0,"$4,316.34"
775,525-0003-0045-00,7126 MAPLE AVE,1229,510,1950,07-31-2009,"$192,000",5,2,2,0,71394,WD - Warranty Deed (Conv),1,0.369,"$7,071.53",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,119480,0,228480,347960,0,0,0,"$7,071.53"
786,525-0003-0072-00,7101 MAPLE AVE,936,510,1924,04-03-2009,"$150,000",4,2,1,0,64327,WD - Warranty Deed (Conv),1,0.161,"$4,779.62",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,Yes,Yes,No,Yes,112520,0,149020,261540,0,0,0,"$4,779.62"
787,525-0003-0370-00,7418 DAWSON RD,1075,510,1930,08-28-2009,"$114,900",5,3,1,0,27292,WD - Warranty Deed (Conv),1,0.347,"$5,485.80",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,121800,0,148160,269960,0,0,0,"$5,485.80"
788,525-0003-0379-00,7421 EUCLID AVE,1159,510,1940,06-12-2009,"$195,000",5,2,2,0,23446,WD - Warranty Deed (Conv),1,0.159,"$6,454.12",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,113120,0,204730,317850,0,0,0,"$6,454.12"
789,525-0007-0026-00,8165 CAMARGO RD,1160,471,1930,03-17-2009,"$280,000",7,3,1,0,297815,WD - Warranty Deed (Conv),1,0.333,"$9,312.62",91.257108,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,No,Yes,74850,0,216150,291000,0,0,0,"$9,312.62"
790,525-0007-0045-00,7228 OSCEOLA DR,1258,510,1952,05-08-2009,"$124,500",5,2,1,0,21874,WD - Warranty Deed (Conv),1,0.154,"$5,610.11",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,No,Yes,113680,0,152780,266460,0,0,0,"$5,610.11"
791,525-0007-0061-00,7300 OSCEOLA DR,1232,510,1946,05-13-2009,"$135,000",8,5,1,1,97974,QE - Quit Claim Deed (EX),1,0.167,"$5,169.09",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,113680,0,140530,254210,0,0,0,"$5,169.09"
792,525-0007-0295-00,7245 LONGFIELD DR,1299,510,1958,04-14-2009,"$200,000",6,3,2,1,301955,WD - Warranty Deed (Conv),1,0.221,"$6,240.05",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,131430,0,175570,307000,0,0,0,"$6,240.05"
793,525-0009-0124-00,7341 N MINGO LN,1155,510,1955,04-07-2009,"$175,000",6,3,1,1,20647,WD - Warranty Deed (Conv),1,0.258,"$5,947.94",65.284164,MADEIRA CSD,52502 - MADEIRA 02,No,No,No,Yes,No,Yes,146250,0,146490,292740,0,0,0,"$5,947.94"
794,525-0010-0030-00,7808 TANCES DR,1066,510,1952,04-27-2009,"$172,000",5,3,1,1,241549,TR - Trustees Deed (Conv),1,0.252,"$5,553.06",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,128460,0,144820,273280,0,0,0,"$5,553.06"
795,525-0012-0073-00,7812 GREENBRIAR LN,1149,510,1954,07-22-2009,"$205,000",5,3,1,1,270946,WD - Warranty Deed (Conv),1,0.138,"$6,627.58",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,Yes,No,No,No,Yes,104400,0,210600,315000,0,0,0,"$6,627.58"
806,525-0012-0081-00,7902 GREENBRIAR LN,1258,510,1954,05-14-2009,"$164,500",6,3,1,0,336756,WE - Warranty Deed (EX),1,0.138,"$5,499.14",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,104400,0,166390,270790,0,0,0,"$5,499.14"
807,525-0012-0091-00,7819 GREENBRIAR LN,1258,510,1954,06-16-2009,"$171,500",6,3,1,0,23543,WD - Warranty Deed (Conv),1,0.137,"$5,366.92",65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(24),No,No,Yes,No,Yes,104400,0,159710,264110,0,0,0,"$5,366.92"
808,525-0012-0170-00,7939 MIAMI AVE,1188,510,1964,07-14-2009,"$186,000",5,2,1,1,255055,WD - Warranty Deed (Conv),1,0.276,"$6,213.48",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,152560,0,153440,306000,0,0,0,"$6,213.48"
809,525-0024-0031-00,5709 KENWOOD RD,1152,510,1911,06-29-2009,"$123,000",5,2,1,1,257405,WD - Warranty Deed (Conv),1,0.607,"$5,195.61",65.284164,MADEIRA CSD,52503 - MADEIRA 03,No,No,No,Yes,No,Yes,174970,0,80030,255000,0,0,0,"$5,195.61"
810,525-0024-0068-00,6271 LAKOTA DR,988,510,1968,04-01-2009,"$141,000",5,2,2,0,362337,WD - Warranty Deed (Conv),1,0.348,"$6,093.46",65.284164,MADEIRA CSD,52503 - MADEIRA 03,No,No,No,Yes,No,Yes,110480,0,189420,299900,0,0,0,"$6,093.46"
811,526-0090-0023-00,8072 SAGAMORE DR,1256,510,1949,05-13-2009,"$150,000",5,2,1,0,131983,WD - Warranty Deed (Conv),1,0.419,"$4,520.04",68.017158,CINCINNATI CSD,52602 - AMBERLEY 02,No,No,No,Yes,No,No,57110,0,158790,215900,0,0,0,"$4,520.04"
812,527-0030-0076-00,4202 GROVE AVE,1119,510,1940,05-28-2009,"$110,000",6,3,2,1,329068,WD - Warranty Deed (Conv),1,0.108,"$5,158.36",71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,YES(10),Yes,No,Yes,No,Yes,106390,0,125610,232000,0,0,0,"$5,158.36"
813,527-0030-0110-00,4306 GROVE AVE,1235,510,1942,08-11-2009,"$166,900",6,3,1,0,297629,QE - Quit Claim Deed (EX),1,0.112,"$5,916.57",71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,Yes,No,Yes,115320,0,150340,265660,0,0,0,"$5,916.57"
814,527-0030-0143-00,4108 GROVE AVE,1235,510,1946,08-05-2009,"$165,500",6,3,2,0,314989,QE - Quit Claim Deed (EX),1,0.105,"$6,144.90",71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,Yes,No,Yes,106390,0,170130,276520,0,0,0,"$6,144.90"
815,527-0040-0096-00,3828 SETTLE RD,1236,510,1937,07-31-2009,"$206,500",6,3,2,1,183339,WD - Warranty Deed (Conv),1,0.105,"$8,852.99",71.219499,MARIEMONT CSD,52705 - MARIEMONT 05,No,No,No,Yes,No,Yes,123770,0,274530,398300,0,0,0,"$8,852.99"
826,527-0040-0111-00,3720 SETTLE RD,948,510,1938,06-18-2009,"$163,000",5,2,1,0,325229,TR - Trustees Deed (Conv),1,0.134,"$6,132.84",71.219499,MARIEMONT CSD,52705 - MARIEMONT 05,No,Yes,No,Yes,No,Yes,148330,0,127670,276000,0,0,0,"$6,132.84"
827,527-0040-0156-00,3840 BELMONT ST,1275,510,1938,06-25-2009,"$162,500",7,3,2,0,335435,WD - Warranty Deed (Conv),1,0.093,"$5,640.17",71.219499,MARIEMONT CSD,52705 - MARIEMONT 05,No,No,No,Yes,No,Yes,116120,0,137520,253640,0,0,0,"$5,640.17"
828,530-0160-0093-00,8626 NEW HAVEN RD,984,111,1955,05-08-2009,"$180,000",4,2,1,0,76078,WD - Warranty Deed (Conv),1,9.984,"$2,802.94",47.682988,SOUTHWEST LSD (HAMILTON CO.),53001 - CROSBY 01,No,No,No,No,No,Yes,126250,82200,100030,182230,0,0,0,"$2,802.94"
829,540-0012-0280-00,4477 GLENHAVEN RD,1162,510,1965,04-24-2009,"$126,000",5,2,2,1,334857,WD - Warranty Deed (Conv),1,0.412,"$3,822.45",65.017597,OAK HILLS LSD,54001 - DELHI 01,No,No,No,Yes,No,Yes,24400,0,163270,187670,0,0,0,"$3,822.45"
830,540-0031-0403-00,5051 FRANCISVALLEY CT,1246,510,1977,07-06-2009,"$148,000",6,3,2,0,287638,WD - Warranty Deed (Conv),1,0.177,"$4,529.07",65.017597,OAK HILLS LSD,54002 - DELHI 02,No,No,No,Yes,No,Yes,30290,0,192210,222500,0,0,0,"$4,529.07"
831,540-0032-0249-00,272 JUPITER DR,1147,510,1960,06-23-2009,"$132,000",6,3,2,0,,QE - Quit Claim Deed (EX),1,0.117,"$3,569.73",65.017597,OAK HILLS LSD,54001 - DELHI 01,No,No,No,Yes,No,Yes,17020,0,158160,175180,0,0,0,"$3,569.73"
832,540-0041-0244-00,4564 MT ALVERNO RD,1240,510,1963,05-29-2009,"$112,000",6,3,2,0,129349,WE - Warranty Deed (EX),1,0.218,"$3,268.81",65.017597,OAK HILLS LSD,54021 - DELHI 21,No,Yes,No,No,No,Yes,22220,0,132790,155010,0,0,0,"$3,268.81"
833,540-0042-0092-00,5087 MT ALVERNO RD,1194,510,1950,04-06-2009,"$145,000",6,3,2,1,20599,WD - Warranty Deed (Conv),2,0.235,"$4,284.94",65.017597,OAK HILLS LSD,54002 - DELHI 02,No,No,No,Yes,No,Yes,29170,0,180620,209790,0,0,0,"$4,284.94"
834,540-0042-0111-00,5291 BRIARHILL DR,1064,510,1955,07-30-2009,"$109,900",5,3,1,0,315016,AF - Affidavit (EX),1,0.202,"$2,317.51",65.017597,OAK HILLS LSD,54002 - DELHI 02,No,No,Yes,Yes,No,Yes,33850,0,132590,166440,0,0,0,"$2,317.51"
835,540-0042-0162-00,313 GLEN OAKS DR,1185,510,1955,08-24-2009,"$115,000",8,3,2,1,272959,WD - Warranty Deed (Conv),1,0.200,"$4,214.91",65.017597,OAK HILLS LSD,54002 - DELHI 02,No,No,No,Yes,No,Yes,32200,0,174800,207000,0,0,0,"$4,214.91"
846,540-0043-0144-00,568 PALMERSTON DR,1224,510,1963,06-22-2009,"$131,000",5,2,1,1,23835,WD - Warranty Deed (Conv),1,0.280,"$3,785.35",65.017597,OAK HILLS LSD,54002 - DELHI 02,No,No,No,Yes,No,Yes,32200,0,153620,185820,0,0,0,"$3,785.35"
847,540-0043-0233-00,497 WELLAND DR,1241,510,1965,07-06-2009,"$143,500",7,3,1,1,324823,WD - Warranty Deed (Conv),1,0.222,"$4,072.87",65.017597,OAK HILLS LSD,54002 - DELHI 02,No,No,No,Yes,No,Yes,34580,0,165420,200000,0,0,0,"$4,072.87"
848,540-0051-0407-00,5151 CLEVES WARSAW PK,1280,520,1940,05-06-2009,"$108,000",8,2,2,0,282175,LW - Limited Warrant Deed (Conv),1,0.180,"$3,401.30",65.017597,OAK HILLS LSD,54011 - DELHI 11,No,Yes,No,No,No,Yes,26760,0,134720,161480,0,0,0,"$3,401.30"
849,540-0060-0278-00,5442 LARIAT DR,1026,510,1961,06-19-2009,"$150,000",9,3,1,1,23765,WD - Warranty Deed (Conv),1,0.179,"$3,552.35",65.017597,OAK HILLS LSD,54003 - DELHI 03,No,No,No,Yes,No,Yes,27920,0,146430,174350,0,0,0,"$3,552.35"
850,540-0062-0164-00,5614 VICTORYVIEW LN,1188,510,1967,03-20-2009,"$132,000",6,4,2,0,255146,QE - Quit Claim Deed (EX),1,0.227,"$3,520.45",65.017597,OAK HILLS LSD,54032 - DELHI 32,No,No,No,Yes,No,Yes,32160,0,140590,172750,0,0,0,"$3,520.45"
851,540-0071-0207-00,5332 BRIARHILL DR,1134,510,1957,08-07-2009,"$102,000",6,3,1,0,26322,WD - Warranty Deed (Conv),1,0.181,"$3,257.85",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,26320,0,133510,159830,0,0,0,"$3,257.85"
852,540-0071-0339-00,411 VISCOUNT DR,1189,510,1970,06-11-2009,"$114,000",5,3,1,1,43862,WD - Warranty Deed (Conv),1,0.141,"$3,897.81",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,24560,0,166800,191360,0,0,0,"$3,897.81"
853,540-0071-0432-00,5321 CANNAS DR,1026,510,1966,06-15-2009,"$149,000",5,2,2,0,352226,QU - Quit Claim Deed (Conv),1,0.202,"$3,162.99",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,Yes,Yes,No,Yes,29780,0,151920,181700,0,0,0,"$3,162.99"
854,540-0072-0064-00,5380 PLOVER LN,1068,510,1961,07-09-2009,"$107,500",5,3,1,1,320827,WD - Warranty Deed (Conv),1,0.160,"$3,464.23",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,25330,0,144670,170000,0,0,0,"$3,464.23"
855,540-0072-0116-00,5380 PEMBINA DR,1102,510,1959,06-29-2009,"$117,000",6,3,1,0,24180,WD - Warranty Deed (Conv),1,0.161,"$3,503.65",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,25330,0,146590,171920,0,0,0,"$3,503.65"
866,540-0072-0172-00,5383 ROMANCE LN,975,510,1959,07-02-2009,"$101,000",5,3,1,0,122668,WD - Warranty Deed (Conv),1,0.143,"$2,901.93",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,23030,0,119270,142300,0,0,0,"$2,901.93"
867,540-0072-0238-00,474 MORRVUE DR,1258,510,1957,08-04-2009,"$122,000",6,4,2,0,328408,WD - Warranty Deed (Conv),2,0.158,"$4,236.95",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,24660,0,183420,208080,0,0,0,"$4,236.95"
868,540-0072-0282-00,481 MORRVUE DR,999,510,1959,03-27-2009,"$102,900",6,3,1,0,268230,WD - Warranty Deed (Conv),1,0.166,"$3,355.18",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,25850,0,139150,165000,0,0,0,"$3,355.18"
869,540-0072-0291-00,5454 CANNAS DR,1134,510,1958,06-15-2009,"$106,000",6,3,1,0,287983,QE - Quit Claim Deed (EX),1,0.189,"$3,358.73",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,30000,0,134810,164810,0,0,0,"$3,358.73"
870,540-0072-0297-00,496 HIBERNIA DR,1161,510,1958,08-06-2009,"$118,000",6,3,1,1,26232,WD - Warranty Deed (Conv),1,0.167,"$3,453.23",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,25850,0,143610,169460,0,0,0,"$3,453.23"
871,540-0072-0390-00,560 STARLING CT,972,510,1962,08-07-2009,"$118,000",4,2,1,1,26272,WD - Warranty Deed (Conv),1,0.172,"$3,180.17",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,30000,0,125990,155990,0,0,0,"$3,180.17"
872,540-0073-0073-00,459 SUNAIRE TE,1014,510,1957,06-15-2009,"$115,000",6,3,1,0,44557,WD - Warranty Deed (Conv),1,0.187,"$3,261.33",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,28790,0,131210,160000,0,0,0,"$3,261.33"
873,540-0073-0077-00,460 SUNAIRE TE,912,510,1956,07-02-2009,"$125,000",6,2,2,0,287765,AF - Affidavit (EX),1,0.172,"$3,167.63",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,Yes,Yes,No,Yes,27640,0,154270,181910,0,0,0,"$3,167.63"
874,540-0080-0022-00,4404 HILLSIDE AVE,1004,510,1973,07-07-2009,"$167,500",8,4,2,0,85665,WD - Warranty Deed (Conv),3,1.790,"$4,030.38",75.257607,CINCINNATI CSD,54004 - DELHI 04,YES(14),No,No,Yes,No,Yes,36870,0,133870,170740,0,0,0,"$4,030.38"
875,540-0081-0044-00,5398 WHITMORE DR,1080,510,1960,07-02-2009,"$110,000",6,3,1,1,209791,WD - Warranty Deed (Conv),1,0.368,"$2,917.01",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,Yes,No,Yes,No,Yes,28040,0,115010,143050,0,0,0,"$2,917.01"
886,540-0100-0262-00,598 LIBBEJO DR,1120,510,1961,07-22-2009,"$121,500",6,4,1,1,25436,SV - Survivorship Deed (Conv),1,0.210,"$3,274.09",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,30340,0,130290,160630,0,0,0,"$3,274.09"
887,540-0100-0264-00,589 LIBBEJO DR,1200,510,1961,05-14-2009,"$119,000",6,3,2,0,22093,WD - Warranty Deed (Conv),1,0.165,"$3,549.96",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,28280,0,146300,174580,0,0,0,"$3,549.96"
888,540-0100-0280-00,697 LIBBEJO DR,1240,510,1961,07-06-2009,"$139,900",6,3,1,1,24547,WD - Warranty Deed (Conv),1,0.213,"$3,632.33",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,32070,0,146240,178310,0,0,0,"$3,632.33"
889,540-0100-0281-00,703 LIBBEJO DR,1161,510,1961,03-13-2009,"$135,000",7,3,2,1,302815,SV - Survivorship Deed (Conv),1,0.181,"$5,026.45",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,30020,0,216980,247000,0,0,0,"$5,026.45"
890,540-0111-0068-00,5728 FOURSON DR,1080,510,1960,08-31-2009,"$117,000",5,3,1,1,,WE - Warranty Deed (EX),1,0.161,"$3,275.62",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,No,No,Yes,29100,0,126610,155710,0,0,0,"$3,275.62"
891,540-0111-0104-00,5884 FOURSON DR,1080,510,1963,07-06-2009,"$127,000",5,3,1,1,275214,WD - Warranty Deed (Conv),1,0.196,"$3,972.01",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,29100,0,165900,195000,0,0,0,"$3,972.01"
892,540-0111-0157-00,832 SERBEN DR,1107,510,1962,06-09-2009,"$128,000",6,3,2,0,23206,WD - Warranty Deed (Conv),1,0.273,"$3,390.03",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,33810,0,132550,166360,0,0,0,"$3,390.03"
893,540-0111-0163-00,839 SERBEN DR,1247,510,1963,07-29-2009,"$135,000",6,3,1,1,25801,WD - Warranty Deed (Conv),1,0.306,"$3,928.55",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,29100,0,163760,192860,0,0,0,"$3,928.55"
894,540-0111-0172-00,793 SERBEN DR,1080,510,1963,06-09-2009,"$114,000",5,2,1,1,40011,WD - Warranty Deed (Conv),1,0.174,"$3,386.51",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,31120,0,135060,166180,0,0,0,"$3,386.51"
895,540-0111-0193-00,5889 JUVENE WY,1289,510,1963,05-20-2009,"$143,000",7,3,1,1,22337,WD - Warranty Deed (Conv),1,0.189,"$3,841.01",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,29100,0,159470,188570,0,0,0,"$3,841.01"
906,540-0111-0423-00,835 4 NEEB RD,1215,550,1999,06-18-2009,"$116,000",5,2,2,0,221010,WD - Warranty Deed (Conv),2,0.000,"$2,796.04",65.017597,OAK HILLS LSD,54022 - OAK TREE CONDO,No,No,No,Yes,No,Yes,16500,0,120990,137490,134010,0,0,"$2,796.04"
907,540-0111-0442-00,831 3 NEEB RD,1279,550,1999,07-06-2009,"$104,000",5,2,2,0,24546,EXD - Executors Deed (Conv),2,0.000,"$2,889.36",65.017597,OAK HILLS LSD,54022 - OAK TREE CONDO,No,No,No,Yes,No,Yes,16500,0,125590,142090,142090,0,0,"$2,889.36"
908,540-0111-0487-00,825 1 NEEB RD,1215,550,2000,04-14-2009,"$112,000",4,2,2,0,185117,FD - Fiduciary Deed (Conv),2,0.000,"$2,798.94",65.017597,OAK HILLS LSD,54022 - OAK TREE CONDO,No,No,No,Yes,No,Yes,16500,0,121130,137630,137630,0,0,"$2,798.94"
909,550-0010-0301-00,5737 SPRUCEWOOD DR,1080,510,1956,07-21-2009,"$128,500",6,3,2,1,327311,WD - Warranty Deed (Conv),2,0.162,"$4,830.99",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,32130,0,226970,259100,0,0,0,"$4,830.99"
910,550-0010-0325-00,3116 LOCUST LOG LN,1254,510,1955,05-21-2009,"$124,000",6,3,1,1,22354,EXD - Executors Deed (Conv),1,0.197,"$4,034.84",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,36430,0,180270,216700,0,0,0,"$4,034.84"
911,550-0010-0638-00,5666 PENWAY CT,1274,510,1962,07-02-2009,"$119,900",5,2,2,1,358781,WD - Warranty Deed (Conv),1,0.277,"$3,749.59",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,35600,0,165280,200880,0,0,0,"$3,749.59"
912,550-0021-0100-00,3041 NORTH BEND RD,1050,510,1887,08-04-2009,"$113,500",5,2,1,0,250556,WD - Warranty Deed (Conv),1,0.577,"$2,846.96",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,75170,0,77590,152760,0,0,0,"$2,846.96"
913,550-0041-0170-00,5030 WESTERN HILLS AVE,1127,510,1931,07-29-2009,"$133,000",6,3,1,1,241890,WD - Warranty Deed (Conv),1,0.172,"$3,699.09",67.101077,CINCINNATI CSD,55002 - GREEN 02,No,No,No,Yes,No,Yes,35750,0,139250,175000,0,0,0,"$3,699.09"
914,550-0061-0016-00,4410 NORTH BEND RD,1240,510,1980,07-14-2009,"$119,000",6,3,2,1,296329,WE - Warranty Deed (EX),3,0.229,"$3,383.33",67.101077,CINCINNATI CSD,550139 - GREEN 139,No,Yes,No,No,No,Yes,30630,0,124890,155520,0,0,0,"$3,383.33"
915,550-0061-0035-00,4446 NORTH BEND RD,1240,510,1980,07-20-2009,"$119,500",6,3,2,1,183924,WD - Warranty Deed (Conv),2,0.216,"$3,243.59",67.101077,CINCINNATI CSD,550139 - GREEN 139,No,No,No,Yes,No,Yes,25760,0,128470,154230,0,0,0,"$3,243.59"
926,550-0061-0301-00,3641 GAILYNN DR,1276,510,1965,03-23-2009,"$127,000",6,3,2,1,182539,WD - Warranty Deed (Conv),2,0.147,"$4,848.75",67.101077,CINCINNATI CSD,550139 - GREEN 139,No,No,No,Yes,No,Yes,22190,0,208750,230940,0,0,0,"$4,848.75"
927,550-0062-0099-00,3610 REEMELIN RD,960,510,1951,07-14-2009,"$102,000",4,2,1,0,236163,WD - Warranty Deed (Conv),1,0.465,"$4,031.65",59.031069,NORTHWEST LSD (HAMILTON CO.),55007 - GREEN 07,No,No,No,Yes,No,Yes,39290,0,126420,165710,0,0,0,"$4,031.65"
928,550-0064-0137-00,3182 MARY JANE DR,1260,510,1966,07-30-2009,"$126,900",5,3,1,2,25822,WD - Warranty Deed (Conv),1,0.148,"$3,701.55",67.101077,CINCINNATI CSD,550139 - GREEN 139,No,No,No,Yes,No,Yes,23280,0,152840,176120,0,0,0,"$3,701.55"
929,550-0070-0457-00,5482 48 ASBURY LAKE DR,1295,550,1998,07-30-2009,"$115,000",4,2,2,0,63492,WD - Warranty Deed (Conv),1,0.000,"$2,575.02",59.031069,NORTHWEST LSD (HAMILTON CO.),55069 - ASBURY LAKE CONDO,No,No,No,Yes,No,Yes,19000,0,118840,137840,136640,0,0,"$2,575.02"
930,550-0070-0474-00,5492 63 ASBURY LAKE DR,1259,550,1998,08-18-2009,"$110,000",4,2,2,0,300150,WD - Warranty Deed (Conv),1,0.000,"$3,004.28",59.031069,NORTHWEST LSD (HAMILTON CO.),55069 - ASBURY LAKE CONDO,No,No,No,Yes,No,Yes,19000,0,142000,161000,159750,0,0,"$3,004.28"
931,550-0070-0507-00,5361 NORTH BEND CROSSING,1260,550,2000,03-26-2009,"$138,000",5,2,2,0,20141,WD - Warranty Deed (Conv),1,0.000,"$2,648.94",59.031069,NORTHWEST LSD (HAMILTON CO.),55087 - NORTH BEND CROSSING CONDO,No,No,Yes,Yes,No,Yes,29500,0,139120,168620,0,0,0,"$2,648.94"
932,550-0070-0538-00,5245 NORTH BEND CROSSING,1263,550,2001,05-29-2009,"$124,500",5,2,2,0,243732,WD - Warranty Deed (Conv),1,0.000,"$2,024.46",59.031069,NORTHWEST LSD (HAMILTON CO.),55087 - NORTH BEND CROSSING CONDO,No,No,Yes,Yes,No,Yes,29500,0,105500,135000,0,0,0,"$2,024.46"
933,550-0070-0560-00,5173 NORTH BEND CROSSING,1263,550,2002,08-11-2009,"$115,000",5,2,2,0,323711,WD - Warranty Deed (Conv),1,0.000,"$2,981.72",59.031069,NORTHWEST LSD (HAMILTON CO.),55087 - NORTH BEND CROSSING CONDO,No,No,No,Yes,No,Yes,29500,0,130500,160000,0,0,0,"$2,981.72"
