,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid,st_num,apt_num,street,city,state,new_address,formatted_address,longitude,latitude,num_amount,year,month
53,040-0005-0163-00,3619 Hyde Park Ave,948,510,1922,06-28-2011,"$147,500",6,2,1,0,,QE - Quit Claim Deed (EX),1,0.093,"$6,071.24",69.301606,CINCINNATI CSD,00900 - HYDE PARK,No,No,No,No,No,Yes,175880,0,97580,273460,0,0,0,"$6,071.24",3619,,Hyde Park Ave,Cincinnati,OH,"3619 Hyde Park Ave Cincinnati, OH","3619 Hyde Park Ave, Cincinnati, OH 45208, USA",-84.4379019,39.1431919,147500,2011,6
54,040-0005-0174-00,2840 Hyde Park Pl,1128,510,1927,06-23-2011,"$181,300",5,2,1,0,363852.0,WD - Warranty Deed (Conv),1,0.083,"$5,836.46",69.301606,CINCINNATI CSD,00900 - HYDE PARK,No,No,No,Yes,No,No,167510,0,106080,273590,0,0,0,"$5,836.46",2840,,Hyde Park Pl,Cincinnati,OH,"2840 Hyde Park Pl Cincinnati, OH","2840 Hyde Park Pl, Cincinnati, OH 45208, USA",-84.4380875,39.1434776,181300,2011,6
55,040-0A02-0048-00,3874 Hyde Park Ave,936,510,1908,06-06-2011,"$176,550",5,2,1,0,285062.0,WD - Warranty Deed (Conv),1,0.106,"$4,917.74",69.301606,CINCINNATI CSD,01002 - OAKLEY 02,YES(09),No,No,Yes,No,Yes,122210,0,107790,230000,0,0,0,"$2,463.66",3874,,Hyde Park Ave,Cincinnati,OH,"3874 Hyde Park Ave Cincinnati, OH","3874 Hyde Park Ave, Cincinnati, OH 45209, USA",-84.4383814,39.1503959,176550,2011,6
56,042-0004-0048-00,3576 Vista Ave,1070,510,1925,08-25-2011,"$159,000",5,2,1,0,329240.0,WD - Warranty Deed (Conv),1,0.124,"$6,341.78",69.301606,CINCINNATI CSD,00930 - HYDE PARK 30,No,No,No,No,No,Yes,105420,0,174480,279900,0,0,0,"$6,341.78",3576,,Vista Ave,Cincinnati,OH,"3576 Vista Ave Cincinnati, OH","3576 Vista Ave, Cincinnati, OH 45208, USA",-84.4563704,39.1435396,159000,2011,8
57,042-0010-0022-00,2449 Downing Dr,946,510,1949,02-04-2011,"$167,500",7,3,1,1,89026.0,SV - Survivorship Deed (Conv),1,0.144,"$5,754.87",69.301606,CINCINNATI CSD,00905 - HYDE PARK 05,No,No,No,No,No,Yes,98420,0,160820,259240,0,0,0,"$5,754.87",2449,,Downing Dr,Cincinnati,OH,"2449 Downing Dr Cincinnati, OH","2449 Downing Dr, Cincinnati, OH 45208, USA",-84.4540418,39.1456556,167500,2011,2
58,043-0003-0072-00,1308 Grace Ave,1248,510,1920,04-18-2011,"$220,000",6,3,1,0,96644.0,WD - Warranty Deed (Conv),1,0.129,"$7,004.77",69.301606,CINCINNATI CSD,00900 - HYDE PARK,No,No,No,Yes,No,Yes,196460,0,131520,327980,0,0,0,"$7,004.76",1308,,Grace Ave,Cincinnati,OH,"1308 Grace Ave Cincinnati, OH","1308 Grace Ave, Cincinnati, OH 45208, USA",-84.4319852,39.1349691,220000,2011,4
59,044-0001-0103-00,805 19 Delta Ave,962,550,1969,03-17-2011,"$101,000",3,2,1,0,18134.0,WD - Warranty Deed (Conv),1,0.0,"$3,152.31",69.301606,CINCINNATI CSD,00604 - ALPINE HAUS CONDO,YES(00),No,No,Yes,No,Yes,23000,0,124700,147700,0,0,0,"$3,152.31",805,19,Delta Ave,Cincinnati,OH,"805 Delta Ave 19 Cincinnati, OH","805 Delta Ave #19, Cincinnati, OH 45226, USA",-84.4321604,39.1279624,101000,2011,3
60,044-0003-0152-00,3219 1 Close Ct,1080,550,1980,03-31-2011,"$120,000",5,2,2,1,295635.0,WD - Warranty Deed (Conv),1,0.0,"$5,361.64",69.301606,CINCINNATI CSD,00614 - RAVINIA CONDO,No,No,No,Yes,No,Yes,42000,0,208000,250000,0,0,0,"$5,361.64",3219,1,Close Ct,Cincinnati,OH,"3219 Close Ct 1 Cincinnati, OH","3219 Close Ct #1, Cincinnati, OH 45208, USA",-84.4282904,39.1297065,120000,2011,3
61,044-0003-0157-00,3233 Close Ct,1080,550,1980,07-14-2011,"$124,000",5,2,2,1,340857.0,TR - Trustees Deed (Conv),1,0.0,"$5,245.90",69.301606,CINCINNATI CSD,00614 - RAVINIA CONDO,No,No,No,Yes,No,Yes,42000,0,202580,244580,0,0,0,"$5,245.90",3233,,Close Ct,Cincinnati,OH,"3233 Close Ct Cincinnati, OH","3233 Close Ct, Cincinnati, OH 45208, USA",-84.4276445,39.1297538,124000,2011,7
62,044-0004-0005-00,1126 Priscilla Ln,1036,510,1930,04-04-2011,"$177,000",5,2,1,0,174505.0,SV - Survivorship Deed (Conv),1,0.118,"$5,964.04",69.301606,CINCINNATI CSD,00600 - MT LOOKOUT,YES(95),No,No,No,No,No,107080,0,162140,269220,0,0,0,"$5,964.04",1126,,Priscilla Ln,Cincinnati,OH,"1126 Priscilla Ln Cincinnati, OH","1126 Priscilla Ln, Cincinnati, OH 45208, USA",-84.4323531,39.1315403,177000,2011,4
63,044-0004-0073-00,3041 Kinmont St,952,510,1930,04-25-2011,"$194,500",5,2,1,0,232524.0,WD - Warranty Deed (Conv),1,0.109,"$5,702.51",69.301606,CINCINNATI CSD,00600 - MT LOOKOUT,No,No,No,Yes,No,Yes,102340,0,164510,266850,0,0,0,"$5,702.51",3041,,Kinmont St,Cincinnati,OH,"3041 Kinmont St Cincinnati, OH","3041 Kinmont St, Cincinnati, OH 45208, USA",-84.433181,39.1299353,194500,2011,4
64,044-0004-0080-00,3049 Kinmont St,1059,510,1932,07-14-2011,"$205,000",6,2,1,0,209116.0,WD - Warranty Deed (Conv),1,0.108,"$5,737.21",69.301606,CINCINNATI CSD,00600 - MT LOOKOUT,No,No,No,Yes,No,Yes,102340,0,166150,268490,0,0,0,"$5,737.21",3049,,Kinmont St,Cincinnati,OH,"3049 Kinmont St Cincinnati, OH","3049 Kinmont St, Cincinnati, OH 45208, USA",-84.4328633,39.1298338,205000,2011,7
65,045-0002-0037-00,819 Ellison Ave,1194,510,1924,07-07-2011,"$135,750",5,2,1,1,115269.0,WD - Warranty Deed (Conv),1,0.115,"$4,116.97",69.301606,CINCINNATI CSD,00600 - MT LOOKOUT,No,No,No,Yes,No,Yes,118590,0,176170,294760,0,102420,0,"$4,116.97",819,,Ellison Ave,Cincinnati,OH,"819 Ellison Ave Cincinnati, OH","819 Ellison Ave, Cincinnati, OH 45226, USA",-84.4310228,39.1248677,135750,2011,7
66,045-0002-0040-00,820 Ellison Ave,1065,510,1925,05-02-2011,"$160,000",5,2,1,0,361009.0,QE - Quit Claim Deed (EX),1,0.115,"$5,506.85",69.301606,CINCINNATI CSD,00600 - MT LOOKOUT,No,No,No,Yes,No,Yes,118590,0,138430,257020,0,0,0,"$5,506.85",820,,Ellison Ave,Cincinnati,OH,"820 Ellison Ave Cincinnati, OH","820 Ellison Ave, Cincinnati, OH 45226, USA",-84.43066259999999,39.1248432,160000,2011,5
67,046-0003-0184-00,2770 Sarita Pl,1210,510,1917,05-31-2011,"$217,500",6,3,1,0,265258.0,QE - Quit Claim Deed (EX),1,0.083,"$7,642.15",69.301606,CINCINNATI CSD,00900 - HYDE PARK,No,Yes,No,No,No,Yes,181470,0,162860,344330,0,0,0,"$7,642.15",2770,,Sarita Pl,Cincinnati,OH,"2770 Sarita Pl Cincinnati, OH","2770 Sarita Pl, Cincinnati, OH 45208, USA",-84.439629,39.136063,217500,2011,5
68,046-0007-0086-00,1208 Meriweather Ave,1260,510,1958,03-14-2011,"$185,000",5,2,1,0,17963.0,WD - Warranty Deed (Conv),1,0.142,"$6,050.93",69.301606,CINCINNATI CSD,00600 - MT LOOKOUT,No,No,No,Yes,No,Yes,130430,0,152480,282910,0,0,0,"$6,050.93",1208,,Meriweather Ave,Cincinnati,OH,"1208 Meriweather Ave Cincinnati, OH","1208 Meriweather Ave, Cincinnati, OH 45208, USA",-84.4374201,39.1338205,185000,2011,3
69,048-0001-0061-00,2124 Herrick Ave,960,510,1890,04-26-2011,"$109,500",4,2,1,0,284173.0,WD - Warranty Deed (Conv),1,0.026,"$4,112.65",69.301606,CINCINNATI CSD,00904 - HYDE PARK 04,No,No,No,Yes,No,Yes,63770,0,128730,192500,0,0,0,"$4,112.65",2124,,Herrick Ave,Cincinnati,OH,"2124 Herrick Ave Cincinnati, OH","2124 Herrick Ave, Cincinnati, OH 45208, USA",-84.46092379999999,39.1308343,109500,2011,4
70,049-0004-0069-00,4220 Thirty-First Ave,1164,510,1915,04-06-2011,"$162,000",7,3,2,1,335786.0,WD - Warranty Deed (Conv),1,0.128,"$3,667.86",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,No,No,No,No,Yes,110850,0,351150,462000,0,297000,0,"$3,667.86",4220,,Thirty - First Ave,Cincinnati,OH,"4220 Thirty - First Ave Cincinnati, OH","4220 31st Ave, Cincinnati, OH 45209, USA",-84.4362957,39.1543154,162000,2011,4
71,050-0002-0116-00,4230 Brownway Ave,1096,510,1913,05-19-2011,"$130,500",5,2,2,0,304178.0,WD - Warranty Deed (Conv),1,0.093,"$7,412.12",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,No,No,Yes,No,Yes,94650,0,252350,347000,0,0,0,"$7,412.12",4230,,Brownway Ave,Cincinnati,OH,"4230 Brownway Ave Cincinnati, OH","4230 Brownway Ave, Cincinnati, OH 45209, USA",-84.43071379999999,39.154685,130500,2011,5
72,050-0005-0131-00,4037 Paxton Ave,1217,510,1950,03-25-2011,"$135,900",5,3,1,0,318919.0,WD - Warranty Deed (Conv),1,0.077,"$5,534.13",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,No,No,Yes,No,Yes,94510,0,164490,259000,0,0,0,"$5,534.13",4037,,Paxton Ave,Cincinnati,OH,"4037 Paxton Ave Cincinnati, OH","4037 Paxton Ave, Cincinnati, OH 45209, USA",-84.4239473,39.1512412,135900,2011,3
73,050-0007-0005-00,4198 Marburg Ave,1162,510,1923,05-02-2011,"$178,000",7,2,1,0,254301.0,WD - Warranty Deed (Conv),1,0.099,"$5,500.59",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,No,No,Yes,No,Yes,100560,0,156440,257000,0,0,0,"$5,500.59",4198,,Marburg Ave,Cincinnati,OH,"4198 Marburg Ave Cincinnati, OH","4198 Marburg Ave, Cincinnati, OH 45209, USA",-84.422252,39.1523256,178000,2011,5
74,050-0007-0066-00,3323 Brotherton Rd,1066,510,1920,04-08-2011,"$122,500",6,2,2,0,139133.0,WD - Warranty Deed (Conv),2,0.062,"$5,731.34",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,No,No,Yes,No,Yes,71980,0,196330,268310,0,0,0,"$5,731.34",3323,,Brotherton Rd,Cincinnati,OH,"3323 Brotherton Rd Cincinnati, OH","3323 Brotherton Rd, Cincinnati, OH 45209, USA",-84.42359809999999,39.15369390000001,122500,2011,4
75,050-0007-0231-00,4121 Club View Dr,1298,510,1940,03-09-2011,"$181,000",5,3,2,0,239324.0,WD - Warranty Deed (Conv),1,0.115,"$6,625.51",69.301606,CINCINNATI CSD,01001 - OAKLEY 01,YES(11),No,No,Yes,No,Yes,140370,0,169630,310000,0,0,0,"$6,625.51",4121,,Club View Dr,Cincinnati,OH,"4121 Club View Dr Cincinnati, OH","4121 Club View Dr, Cincinnati, OH 45209, USA",-84.4182438,39.1521473,181000,2011,3
76,051-0002-0107-00,3512 Harrow Ave,993,510,1939,08-31-2011,"$148,500",6,2,1,0,198770.0,WD - Warranty Deed (Conv),1,0.105,"$4,679.88",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,No,No,Yes,No,Yes,103610,0,115170,218780,106780,0,0,"$4,679.88",3512,,Harrow Ave,Cincinnati,OH,"3512 Harrow Ave Cincinnati, OH","3512 Harrow Ave, Cincinnati, OH 45209, USA",-84.4201712,39.1576077,148500,2011,8
77,051-0009-0013-00,3810 Brotherton Rd,876,510,1937,03-11-2011,"$123,500",5,2,1,1,296919.0,QE - Quit Claim Deed (EX),1,0.097,"$4,198.60",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,No,No,Yes,No,Yes,93680,0,102700,196380,0,0,0,"$4,198.60",3810,,Brotherton Rd,Cincinnati,OH,"3810 Brotherton Rd Cincinnati, OH","3810 Brotherton Rd, Cincinnati, OH 45209, USA",-84.4102705,39.1536967,123500,2011,3
78,061-0002-0184-00,2700 3 Ashland Ave,1118,550,1901,05-19-2011,"$313,092",5,2,2,0,322934.0,WD - Warranty Deed (Conv),1,0.0,"$5,183.22",69.301606,CINCINNATI CSD,01536 - SCHOOLHOUSE LOFTS CONDO,No,No,No,Yes,No,Yes,39800,0,202700,242500,240500,0,0,"$5,183.22",2700,3,Ashland Ave,Cincinnati,OH,"2700 Ashland Ave 3 Cincinnati, OH","2700 Ashland Ave UNIT 3, Cincinnati, OH 45206, USA",-84.48227709999999,39.1286327,313092,2011,5
79,061-0002-0185-00,2700 4 Ashland Ave,1118,550,1901,05-19-2011,"$313,092",5,2,2,0,272961.0,QE - Quit Claim Deed (EX),1,0.0,"$4,606.92",69.301606,CINCINNATI CSD,01536 - SCHOOLHOUSE LOFTS CONDO,No,No,No,Yes,No,Yes,39800,0,175690,215490,213490,0,0,"$4,606.92",2700,4,Ashland Ave,Cincinnati,OH,"2700 Ashland Ave 4 Cincinnati, OH","2700 Ashland Ave UNIT 4, Cincinnati, OH 45206, USA",-84.48227709999999,39.1286327,313092,2011,5
80,061-0002-0190-00,2700 24 Ashland Ave,1118,550,1901,05-19-2011,"$313,092",5,2,2,0,34890.0,WD - Warranty Deed (Conv),1,0.0,"$4,606.92",69.301606,CINCINNATI CSD,01536 - SCHOOLHOUSE LOFTS CONDO,No,No,No,Yes,No,Yes,39800,0,175690,215490,213390,0,0,"$4,606.92",2700,24,Ashland Ave,Cincinnati,OH,"2700 Ashland Ave 24 Cincinnati, OH","2700 Ashland Ave UNIT 24, Cincinnati, OH 45206, USA",-84.48227709999999,39.1286327,313092,2011,5
81,061-0002-0199-00,2700 41 Ashland Ave,1118,550,1901,03-07-2011,"$128,000",5,2,2,0,268093.0,WD - Warranty Deed (Conv),1,0.0,"$4,909.70",69.301606,CINCINNATI CSD,01536 - SCHOOLHOUSE LOFTS CONDO,No,No,No,Yes,No,Yes,39800,0,190200,230000,227400,0,0,"$4,909.70",2700,41,Ashland Ave,Cincinnati,OH,"2700 Ashland Ave 41 Cincinnati, OH","2700 Ashland Ave UNIT 41, Cincinnati, OH 45206, USA",-84.48227709999999,39.1286327,128000,2011,3
82,063-0003-0260-00,2356 57 Park Ave,1242,550,1906,07-12-2011,"$189,900",5,2,1,1,290741.0,WD - Warranty Deed (Conv),1,0.0,"$5,542.30",69.301606,CINCINNATI CSD,01539 - VERONA HIST. RES. CONDO,No,No,No,No,No,Yes,40500,0,209500,250000,224510,0,0,"$5,542.30",2356,57,Park Ave,Cincinnati,OH,"2356 Park Ave 57 Cincinnati, OH","2356 Park Ave #57, Cincinnati, OH 45206, USA",-84.4855192,39.1243847,189900,2011,7
83,063-0003-0263-00,2356 54 Park Ave,1283,550,1906,06-16-2011,"$190,050",5,2,1,1,106831.0,WD - Warranty Deed (Conv),1,0.0,"$4,498.60",69.301606,CINCINNATI CSD,01539 - VERONA HIST. RES. CONDO,No,Yes,No,No,No,Yes,40500,0,162390,202890,177400,0,0,"$4,498.60",2356,54,Park Ave,Cincinnati,OH,"2356 Park Ave 54 Cincinnati, OH","2356 Park Ave #54, Cincinnati, OH 45206, USA",-84.4856844,39.1244917,190050,2011,6
84,063-0004-0211-00,1027 Windsor St,1162,555,1989,06-07-2011,"$143,281",5,2,2,1,201546.0,WD - Warranty Deed (Conv),1,0.036,"$5,074.14",69.301606,CINCINNATI CSD,01526 - WINDSOR COURT LANDO,YES(21),No,No,No,No,No,30600,0,198460,229060,0,0,0,"$5,074.14",1027,,Windsor St,Cincinnati,OH,"1027 Windsor St Cincinnati, OH","1027 Windsor St, Cincinnati, OH 45206, USA",-84.4876003,39.1218282,143281,2011,6
85,063-0004-0217-00,1015 Windsor St,1230,555,1989,06-02-2011,"$145,000",5,2,2,1,293478.0,WD - Warranty Deed (Conv),1,0.028,"$5,968.14",69.301606,CINCINNATI CSD,01526 - WINDSOR COURT LANDO,YES(96),No,No,Yes,No,No,30600,0,249300,279900,0,0,0,"$5,968.14",1015,,Windsor St,Cincinnati,OH,"1015 Windsor St Cincinnati, OH","1015 Windsor St, Cincinnati, OH 45206, USA",-84.4879761,39.1218097,145000,2011,6
86,069-0001-0350-00,935 Auburnview Dr,1240,550,1988,07-05-2011,"$150,000",5,2,2,0,359264.0,WD - Warranty Deed (Conv),1,0.0,"$4,472.64",69.301606,CINCINNATI CSD,01532 - DEERFIELD CONDO,No,No,No,Yes,No,Yes,22600,0,187010,209610,0,0,0,"$4,472.64",935,,Auburnview Dr,Cincinnati,OH,"935 Auburnview Dr Cincinnati, OH","935 Auburnview Dr, Cincinnati, OH 45206, USA",-84.4941815,39.11918680000001,150000,2011,7
87,069-0001-0354-00,943 Auburnview Dr,1240,550,1988,05-13-2011,"$138,500",5,2,2,0,94627.0,WD - Warranty Deed (Conv),1,0.0,"$4,085.82",69.301606,CINCINNATI CSD,01532 - DEERFIELD CONDO,No,No,No,Yes,No,Yes,22600,0,168870,191470,0,0,0,"$4,085.82",943,,Auburnview Dr,Cincinnati,OH,"943 Auburnview Dr Cincinnati, OH","943 Auburnview Dr, Cincinnati, OH 45206, USA",-84.49418399999999,39.1191879,138500,2011,5
88,069-0003-0160-00,2109 Luray Ave,1210,550,1939,06-14-2011,"$105,000",5,2,1,0,272986.0,WD - Warranty Deed (Conv),1,0.0,"$3,627.10",69.301606,CINCINNATI CSD,01514 - OHIO RIVER OVERLOOK CONDO,No,No,No,Yes,No,Yes,23000,0,147000,170000,0,0,0,"$3,627.10",2109,,Luray Ave,Cincinnati,OH,"2109 Luray Ave Cincinnati, OH","2109 Luray Ave, Cincinnati, OH 45206, USA",-84.4885052,39.1181378,105000,2011,6
89,069-0003-0344-00,2151 B Fulton Ave,842,550,1873,06-06-2011,"$108,500",4,2,2,0,325414.0,WD - Warranty Deed (Conv),1,0.0,"$3,659.56",69.301606,CINCINNATI CSD,01529 - STEAMBOAT LANDING III CONDO,No,No,No,Yes,No,Yes,21600,0,149900,171500,0,0,0,"$3,659.56",2151,,B Fulton Ave,Cincinnati,OH,"2151 B Fulton Ave Cincinnati, OH","2151 Fulton Ave, Cincinnati, OH 45206, USA",-84.49199349999999,39.1200201,108500,2011,6
90,072-0001-0351-00,979 B Paradrome St,840,550,1896,08-11-2011,"$159,000",4,2,1,0,114501.0,WD - Warranty Deed (Conv),1,0.0,"$3,974.12",69.301606,CINCINNATI CSD,01619 - PARADROME CONDO,No,No,No,Yes,No,Yes,52500,0,133650,186150,0,0,0,"$3,974.12",979,,B Paradrome St,Cincinnati,OH,"979 B Paradrome St Cincinnati, OH","979 Paradrome St, Cincinnati, OH 45202, USA",-84.4959767,39.1096924,159000,2011,8
91,072-0001-0354-00,985 Paradrome St,840,550,1896,06-30-2011,"$160,500",4,2,1,0,22842.0,WD - Warranty Deed (Conv),1,0.0,"$4,173.30",69.301606,CINCINNATI CSD,01619 - PARADROME CONDO,No,No,No,Yes,No,Yes,52500,0,142990,195490,0,0,0,"$4,173.30",985,,Paradrome St,Cincinnati,OH,"985 Paradrome St Cincinnati, OH","985 Paradrome St, Cincinnati, OH 45202, USA",-84.4957479,39.109761,160500,2011,6
92,076-0001-0390-00,104 2C W Ninth St,1186,550,1870,05-31-2011,"$181,500",4,2,1,1,283745.0,QE - Quit Claim Deed (EX),1,0.0,"$5,235.60",69.301606,CINCINNATI CSD,01714 - THE BRITTANY CONDO,No,No,No,Yes,No,Yes,26500,0,206830,233330,193970,0,0,"$5,235.60",104,2C,W Ninth St,Cincinnati,OH,"104 W Ninth St 2C Cincinnati, OH","104 W 9th St APT 2C, Cincinnati, OH 45202, USA",-84.5159754,39.1052446,181500,2011,5
93,076-0001-0390-00,104 2C W Ninth St,1186,550,1870,07-28-2011,"$150,000",4,2,1,1,283745.0,QE - Quit Claim Deed (EX),1,0.0,"$5,235.60",69.301606,CINCINNATI CSD,01714 - THE BRITTANY CONDO,No,No,No,Yes,No,Yes,26500,0,206830,233330,193970,0,0,"$5,235.60",104,2C,W Ninth St,Cincinnati,OH,"104 W Ninth St 2C Cincinnati, OH","104 W 9th St APT 2C, Cincinnati, OH 45202, USA",-84.5159754,39.1052446,150000,2011,7
94,076-0001-0399-00,104 5C W Ninth St,1186,550,1870,08-01-2011,"$158,250",4,2,1,1,63007.0,WD - Warranty Deed (Conv),1,0.0,"$5,218.54",69.301606,CINCINNATI CSD,01714 - THE BRITTANY CONDO,No,No,No,Yes,No,Yes,26500,0,206830,233330,195230,0,0,"$5,218.54",104,5C,W Ninth St,Cincinnati,OH,"104 W Ninth St 5C Cincinnati, OH","104 W 9th St APT 5C, Cincinnati, OH 45202, USA",-84.5159754,39.1052446,158250,2011,8
95,076-0002-0323-00,30 703 E Central Pw,1266,550,1936,08-17-2011,"$254,000",5,2,2,0,76278.0,WD - Warranty Deed (Conv),1,0.0,"$8,536.18",69.301606,CINCINNATI CSD,01813 - AMERICAN BUILDING CONDO,YES(21),No,No,Yes,No,Yes,63000,0,323160,386160,360590,0,0,"$8,536.18",30,703,E Central Pkwy,Cincinnati,OH,"30 E Central Pkwy 703 Cincinnati, OH","30 E Central Pkwy APT 703, Cincinnati, OH 45202, USA",-84.5132522,39.1077153,254000,2011,8
96,076-0002-0335-00,1150 22 Vine St,1010,550,2005,08-24-2011,"$165,000",5,2,2,0,25066.0,WD - Warranty Deed (Conv),1,0.0,"$5,704.72",69.301606,CINCINNATI CSD,01818 - GATEWAY CONDO,No,No,No,Yes,No,Yes,42000,0,213440,255440,235440,0,0,"$5,704.72",1150,22,Vine St,Cincinnati,OH,"1150 Vine St 22 Cincinnati, OH","1150 Vine St UNIT 22, Cincinnati, OH 45202, USA",-84.5144445,39.1078208,165000,2011,8
97,076-0002-0346-00,1150 34 Vine St,1254,550,2005,08-01-2011,"$180,000",6,2,2,0,343085.0,WD - Warranty Deed (Conv),1,0.0,"$7,235.57",69.301606,CINCINNATI CSD,01818 - GATEWAY CONDO,No,No,No,No,No,Yes,42000,0,273680,315680,291830,0,0,"$7,235.57",1150,34,Vine St,Cincinnati,OH,"1150 Vine St 34 Cincinnati, OH","1150 Vine St UNIT 34, Cincinnati, OH 45202, USA",-84.5144445,39.1078208,180000,2011,8
98,076-0002-0349-00,1150 Vine St,1254,550,2005,06-14-2011,"$180,000",6,2,2,0,271881.0,WD - Warranty Deed (Conv),1,0.0,"$7,356.07",69.301606,CINCINNATI CSD,01818 - GATEWAY CONDO,No,No,No,Yes,No,Yes,42000,0,293500,335500,311650,0,0,"$6,988.03",1150,,Vine St,Cincinnati,OH,"1150 Vine St Cincinnati, OH","1150 Vine St, Cincinnati, OH 45202, USA",-84.5145588,39.1081593,180000,2011,6
99,081-0004-0324-00,20 402 W Twelfth St,880,550,1930,04-11-2011,"$140,000",4,2,1,0,49239.0,WD - Warranty Deed (Conv),1,0.0,"$5,576.52",69.301606,CINCINNATI CSD,01822 - BREMEN LOFTS CONDO,No,No,No,No,No,Yes,30000,0,213430,243430,227580,0,0,"$5,576.52",20,402,W Twelfth St,Cincinnati,OH,"20 W Twelfth St 402 Cincinnati, OH","20 W 12th St #402, Cincinnati, OH 45202, USA",-84.5157274,39.1084727,140000,2011,4
100,083-0001-0391-00,417 201 Vine St,1114,550,1875,08-03-2011,"$226,885",4,2,2,0,211672.0,WD - Warranty Deed (Conv),1,0.0,"$5,641.18",69.301606,CINCINNATI CSD,01720 - THE LOFTS AT FOUNTAIN SQ CONDO,No,No,No,Yes,No,Yes,40000,0,212780,252780,216580,0,0,"$5,641.18",417,201,Vine St,Cincinnati,OH,"417 Vine St 201 Cincinnati, OH","417 Vine St UNIT 201, Cincinnati, OH 45202, USA",-84.5131428,39.1003959,226885,2011,8
101,086-0002-0266-00,407 Milton St,1020,510,1865,06-16-2011,"$127,500",5,2,2,0,162990.0,WD - Warranty Deed (Conv),1,0.027,"$6,158.09",69.301606,CINCINNATI CSD,02001 - MT AUBURN 01,No,No,No,Yes,No,Yes,119680,0,168920,288600,185800,0,0,"$6,158.09",407,,Milton St,Cincinnati,OH,"407 Milton St Cincinnati, OH","407 Milton St, Cincinnati, OH 45202, USA",-84.5087402,39.1132302,127500,2011,6
102,086-0002-0333-00,325 Milton St,1008,510,1880,05-04-2011,"$152,000",5,2,2,1,354866.0,WD - Warranty Deed (Conv),1,0.02,"$5,195.42",69.301606,CINCINNATI CSD,02001 - MT AUBURN 01,No,No,No,Yes,No,Yes,93720,0,149740,243460,0,0,0,"$5,195.42",325,,Milton St,Cincinnati,OH,"325 Milton St Cincinnati, OH","325 Milton St, Cincinnati, OH 45202, USA",-84.509653,39.1133118,152000,2011,5
103,086-0002-0370-00,336 2 Milton St,1052,550,1895,08-22-2011,"$103,000",4,2,1,0,124309.0,WD - Warranty Deed (Conv),1,0.0,"$4,511.15",69.301606,CINCINNATI CSD,02020 - VOEGLER CONDO,YES(12),Yes,No,No,No,Yes,23400,0,180050,203450,0,0,0,"$4,511.15",336,2,Milton St,Cincinnati,OH,"336 Milton St 2 Cincinnati, OH","336 Milton St APT 2, Cincinnati, OH 45202, USA",-84.5093236,39.1136591,103000,2011,8
104,092-0003-0308-00,207 11A E University Ave,905,550,2003,07-08-2011,"$150,000",5,2,1,0,159483.0,WD - Warranty Deed (Conv),1,0.0,"$4,235.65",69.301606,CINCINNATI CSD,02108 - COURTYARD @ E UNIVERSITY,No,Yes,No,No,No,Yes,25000,0,165830,190830,0,0,0,"$4,235.65",207,11A,E University Ave,Cincinnati,OH,"207 E University Ave 11A Cincinnati, OH","207 E University Ave Unit 11a, Cincinnati, OH 45219, USA",-84.5056423,39.13227759999999,150000,2011,7
105,092-0003-0311-00,2822 3B Eden Ave,905,550,2002,08-10-2011,"$135,522",5,2,1,0,196600.0,WD - Warranty Deed (Conv),1,0.0,"$4,220.45",69.301606,CINCINNATI CSD,02108 - COURTYARD @ E UNIVERSITY,No,Yes,No,No,No,Yes,25000,0,165150,190150,0,0,0,"$4,220.45",2822,3B,Eden Ave,Cincinnati,OH,"2822 Eden Ave 3B Cincinnati, OH","2822 Eden Ave UNIT 3B, Cincinnati, OH 45219, USA",-84.5056423,39.13227759999999,135522,2011,8
106,092-0003-0314-00,2820 6B Eden Ave,905,550,2002,06-08-2011,"$138,000",5,2,1,0,333342.0,QE - Quit Claim Deed (EX),1,0.0,"$4,074.61",69.301606,CINCINNATI CSD,02108 - COURTYARD @ E UNIVERSITY,No,Yes,No,Yes,No,Yes,25000,0,165700,190700,0,0,0,"$4,074.61",2820,6B,Eden Ave,Cincinnati,OH,"2820 Eden Ave 6B Cincinnati, OH","2820 Eden Ave Unit 6b, Cincinnati, OH 45219, USA",-84.5056423,39.1322774,138000,2011,6
