,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid,st_num,apt_num,street,city,state,new_address,formatted_address,longitude,latitude,year,month,num_amount
53,038-0A03-0256-00,3689 Saybrook Ave,1204,510,1926,04-30-2009,"$205,000",5,2,1,0,336570.0,SV - Survivorship Deed (Conv),1,0.152,"$5,755.57",69.301606,CINCINNATI CSD,00903 - HYDE PARK 03,YES(94),No,No,Yes,No,Yes,159570,0,109730,269300,0,0,0,"$5,755.57",3689,,Saybrook Ave,Cincinnati,OH,"3689 Saybrook Ave Cincinnati, OH","3689 Saybrook Ave, Cincinnati, OH 45208, USA",-84.411423,39.1416848,2009,4,205000
54,038-0A03-0515-00,3616 Parkline Ave,1045,510,1926,07-23-2009,"$217,500",6,2,1,0,278987.0,WD - Warranty Deed (Conv),1,0.11,"$6,513.60",69.301606,CINCINNATI CSD,00903 - HYDE PARK 03,No,No,No,Yes,No,Yes,142200,0,162700,304900,0,0,0,"$6,513.60",3616,,Parkline Ave,Cincinnati,OH,"3616 Parkline Ave Cincinnati, OH","3616 Parkline Ave, Cincinnati, OH 45208, USA",-84.4163652,39.1394571,2009,7,217500
55,038-0A03-0517-00,3624 Parkline Ave,1232,510,1926,03-30-2009,"$287,500",7,3,2,0,28379.0,WD - Warranty Deed (Conv),1,0.111,"$7,046.08",69.301606,CINCINNATI CSD,00903 - HYDE PARK 03,YES(11),No,No,No,No,Yes,142200,0,175290,317490,0,0,0,"$7,046.08",3624,,Parkline Ave,Cincinnati,OH,"3624 Parkline Ave Cincinnati, OH","3624 Parkline Ave, Cincinnati, OH 45208, USA",-84.4160919,39.1394436,2009,3,287500
56,038-0A03-0543-00,3610 Pape Ave,1276,550,1922,04-02-2009,"$105,000",7,2,1,1,228178.0,WD - Warranty Deed (Conv),1,0.0,"$3,701.76",69.301606,CINCINNATI CSD,00903 - HYDE PARK 03,YES(20),No,No,Yes,No,Yes,34000,0,138360,172360,0,0,0,"$3,701.76",3610,,Pape Ave,Cincinnati,OH,"3610 Pape Ave Cincinnati, OH","3610 Pape Ave, Cincinnati, OH 45208, USA",-84.41569249999999,39.1402182,2009,4,105000
57,038-0A03-0544-00,3709 Saybrook Ave,1025,550,1976,07-02-2009,"$204,780",5,2,2,0,293280.0,WD - Warranty Deed (Conv),1,0.0,"$4,953.06",69.301606,CINCINNATI CSD,00903 - HYDE PARK 03,No,No,No,Yes,No,Yes,42000,0,190000,232000,0,0,0,"$4,953.06",3709,,Saybrook Ave,Cincinnati,OH,"3709 Saybrook Ave Cincinnati, OH","3709 Saybrook Ave, Cincinnati, OH 45208, USA",-84.4102065,39.1414739,2009,7,204780
58,039-0001-0190-00,3623 Tarpis Ave,1145,510,1926,07-06-2009,"$159,000",5,3,1,2,231094.0,WD - Warranty Deed (Conv),1,0.092,"$5,453.33",69.301606,CINCINNATI CSD,00903 - HYDE PARK 03,YES(00),No,No,Yes,No,Yes,120690,0,134280,254970,0,0,0,"$5,453.33",3623,,Tarpis Ave,Cincinnati,OH,"3623 Tarpis Ave Cincinnati, OH","3623 Tarpis Ave, Cincinnati, OH 45208, USA",-84.4238931,39.1423542,2009,7,159000
59,039-0001-0200-00,3507 Tarpis Ave,1036,510,1923,07-07-2009,"$129,608",5,2,1,0,198576.0,WD - Warranty Deed (Conv),1,0.082,"$4,396.92",69.301606,CINCINNATI CSD,00903 - HYDE PARK 03,No,No,No,Yes,No,Yes,113230,0,92460,205690,0,0,0,"$4,396.92",3507,,Tarpis Ave,Cincinnati,OH,"3507 Tarpis Ave Cincinnati, OH","3507 Tarpis Ave, Cincinnati, OH 45208, USA",-84.4241243,39.1404652,2009,7,129608
60,039-0002-0105-00,3320 N Sterling Wy,943,510,1938,05-04-2009,"$195,000",5,2,1,0,365290.0,WD - Warranty Deed (Conv),1,0.088,"$4,954.45",69.301606,CINCINNATI CSD,01007 - OAKLEY 07,YES(94),No,No,Yes,No,Yes,107230,0,124510,231740,0,0,0,"$4,954.45",3320,,N Sterling Wy,Cincinnati,OH,"3320 N Sterling Wy Cincinnati, OH","3320 N Sterling Way, Cincinnati, OH 45209, USA",-84.42276299999999,39.1483467,2009,5,195000
61,039-0002-0134-00,3428 N Club Crest Ave,1052,510,1926,08-04-2009,"$202,500",5,2,1,0,342606.0,QE - Quit Claim Deed (EX),1,0.122,"$5,551.75",69.301606,CINCINNATI CSD,01007 - OAKLEY 07,No,No,No,Yes,No,Yes,126230,0,133480,259710,0,0,0,"$5,551.75",3428,,N Club Crest Ave,Cincinnati,OH,"3428 N Club Crest Ave Cincinnati, OH","3428 N Club Crest Ave, Cincinnati, OH 45209, USA",-84.42036449999999,39.150574,2009,8,202500
62,039-0002-0152-00,3421 N Club Crest Ave,1063,510,1927,05-26-2009,"$209,900",5,2,1,0,243699.0,WD - Warranty Deed (Conv),1,0.117,"$5,714.30",69.301606,CINCINNATI CSD,01007 - OAKLEY 07,No,Yes,No,No,No,Yes,125560,0,131690,257250,0,0,0,"$5,714.30",3421,,N Club Crest Ave,Cincinnati,OH,"3421 N Club Crest Ave Cincinnati, OH","3421 N Club Crest Ave, Cincinnati, OH 45209, USA",-84.4204913,39.1502032,2009,5,209900
63,039-0002-0264-00,3766 Marburg Ave,1194,510,1930,07-15-2009,"$177,000",6,2,1,1,311743.0,WD - Warranty Deed (Conv),1,0.09,"$8,322.39",69.301606,CINCINNATI CSD,01007 - OAKLEY 07,No,Yes,No,No,No,Yes,109820,0,265180,375000,0,0,0,"$8,322.39",3766,,Marburg Ave,Cincinnati,OH,"3766 Marburg Ave Cincinnati, OH","3766 Marburg Ave, Cincinnati, OH 45209, USA",-84.4216118,39.14602319999999,2009,7,177000
64,039-0002-0285-00,3329 S Sterling Wy,910,510,1937,04-06-2009,"$181,000",5,2,1,0,236365.0,WD - Warranty Deed (Conv),1,0.088,"$5,727.55",69.301606,CINCINNATI CSD,01007 - OAKLEY 07,No,No,No,Yes,No,Yes,107230,0,160780,268010,0,0,0,"$5,727.55",3329,,S Sterling Wy,Cincinnati,OH,"3329 S Sterling Wy Cincinnati, OH","3329 S Sterling Way, Cincinnati, OH 45209, USA",-84.4225165,39.1473885,2009,4,181000
65,039-0002-0300-00,3325 S Sterling Wy,1112,510,1937,08-26-2009,"$184,738",5,2,1,0,171658.0,WD - Warranty Deed (Conv),1,0.093,"$5,743.40",69.301606,CINCINNATI CSD,01007 - OAKLEY 07,No,No,No,Yes,No,Yes,107230,0,161480,268710,0,0,0,"$5,743.40",3325,,S Sterling Wy,Cincinnati,OH,"3325 S Sterling Wy Cincinnati, OH","3325 S Sterling Way, Cincinnati, OH 45209, USA",-84.4226764,39.147388,2009,8,184738
66,039-0002-0337-00,3306 De Forest Dr,1061,510,1936,03-02-2009,"$179,500",5,2,1,0,269661.0,QE - Quit Claim Deed (EX),1,0.085,"$4,734.33",69.301606,CINCINNATI CSD,01007 - OAKLEY 07,No,No,No,Yes,No,Yes,105940,0,115490,221430,0,0,0,"$4,734.33",3306,,De Forest Dr,Cincinnati,OH,"3306 De Forest Dr Cincinnati, OH","3306 De Forest Dr, Cincinnati, OH 45209, USA",-84.4235716,39.1459593,2009,3,179500
67,039-0002-0391-00,3405 Oak Ln,1153,510,1939,08-17-2009,"$220,700",5,2,1,1,142279.0,WD - Warranty Deed (Conv),1,0.09,"$5,225.39",69.301606,CINCINNATI CSD,01007 - OAKLEY 07,No,No,No,Yes,No,Yes,109820,0,189390,299210,0,0,0,"$5,225.39",3405,,Oak Ln,Cincinnati,OH,"3405 Oak Ln Cincinnati, OH","3405 Oak Ln, Cincinnati, OH 45209, USA",-84.4212532,39.146695,2009,8,220700
68,039-0002-0395-00,3409 Oak Ln,1061,510,1940,06-26-2009,"$193,500",5,2,1,0,309903.0,WD - Warranty Deed (Conv),1,0.087,"$6,750.97",69.301606,CINCINNATI CSD,01007 - OAKLEY 07,No,No,No,Yes,No,Yes,105940,0,210060,316000,0,0,0,"$6,750.97",3409,,Oak Ln,Cincinnati,OH,"3409 Oak Ln Cincinnati, OH","3409 Oak Ln, Cincinnati, OH 45209, USA",-84.4210983,39.1466636,2009,6,193500
69,039-0002-0575-00,10 Greenhouse Ln,1291,550,1984,04-10-2009,"$176,000",5,2,1,0,193791.0,WD - Warranty Deed (Conv),1,0.0,"$7,092.66",69.301606,CINCINNATI CSD,01006 - GREENHOUSE CONDO,No,No,No,Yes,No,No,55000,0,277670,332670,0,0,0,"$7,092.66",10,,Greenhouse Ln,Cincinnati,OH,"10 Greenhouse Ln Cincinnati, OH","10 Greenhouse Ln, Cincinnati, OH 45209, USA",-84.420569,39.144521,2009,4,176000
70,039-0002-0575-00,10 Greenhouse Ln,1291,550,1984,06-22-2009,"$185,527",5,2,1,0,193791.0,WD - Warranty Deed (Conv),1,0.0,"$7,092.66",69.301606,CINCINNATI CSD,01006 - GREENHOUSE CONDO,No,No,No,Yes,No,No,55000,0,277670,332670,0,0,0,"$7,092.66",10,,Greenhouse Ln,Cincinnati,OH,"10 Greenhouse Ln Cincinnati, OH","10 Greenhouse Ln, Cincinnati, OH 45209, USA",-84.420569,39.144521,2009,6,185527
71,039-0002-0639-00,3346 8A Marburg Square Ln,1272,550,2008,06-05-2009,"$257,000",5,2,2,0,175262.0,WD - Warranty Deed (Conv),1,0.0,"$1,066.06",69.301606,CINCINNATI CSD,01009 - MARBURG SQ CONDO,No,No,No,Yes,No,No,50000,0,232120,282120,0,232120,0,"$1,066.06",3346,8A,Marburg Square Ln,Cincinnati,OH,"3346 Marburg Square Ln 8A Cincinnati, OH","3346 Marburg Square Ln UNIT 8A, Cincinnati, OH 45209, USA",-84.4231703,39.1445325,2009,6,257000
72,039-0002-0641-00,3346 8C Marburg Square Ln,1272,550,2008,02-13-2009,"$270,000",5,2,2,0,270183.0,WE - Warranty Deed (EX),1,0.0,"$1,066.06",69.301606,CINCINNATI CSD,01009 - MARBURG SQ CONDO,No,No,No,Yes,No,No,50000,0,232120,282120,0,232120,0,"$1,066.06",3346,8C,Marburg Square Ln,Cincinnati,OH,"3346 Marburg Square Ln 8C Cincinnati, OH","3346 Marburg Square Ln Unit 8c, Cincinnati, OH 45209, USA",-84.4231267,39.1442807,2009,2,270000
73,039-0002-0643-00,3346 8E Marburg Square Ln,1272,550,2008,02-10-2009,"$284,900",5,2,2,0,234481.0,WE - Warranty Deed (EX),1,0.0,"$1,066.06",69.301606,CINCINNATI CSD,01009 - MARBURG SQ CONDO,No,No,No,Yes,No,No,50000,0,231400,281400,0,231400,0,"$1,066.06",3346,8E,Marburg Square Ln,Cincinnati,OH,"3346 Marburg Square Ln 8E Cincinnati, OH","3346 Marburg Square Ln UNIT 8E, Cincinnati, OH 45209, USA",-84.4231703,39.1445325,2009,2,284900
74,039-0002-0647-00,3316 4C Wasson Rd,1279,550,2009,08-04-2009,"$267,000",5,2,2,0,302137.0,QE - Quit Claim Deed (EX),1,0.0,"$6,017.80",69.301606,CINCINNATI CSD,01009 - MARBURG SQ CONDO,No,No,No,Yes,No,Yes,50000,0,231930,281930,0,0,0,"$6,017.80",3316,4C,Wasson Rd,Cincinnati,OH,"3316 Wasson Rd 4C Cincinnati, OH","3316 Wasson Rd Unit 4c, Cincinnati, OH 45209, USA",-84.4237122,39.1436697,2009,8,267000
75,039-0002-0649-00,3316 4E Wasson Rd,1279,550,2009,08-14-2009,"$282,000",5,2,2,0,69035.0,WD - Warranty Deed (Conv),1,0.0,"$1,072.46",69.301606,CINCINNATI CSD,01009 - MARBURG SQ CONDO,No,No,No,Yes,No,Yes,50000,0,231220,281220,0,231220,0,"$1,072.46",3316,4E,Wasson Rd,Cincinnati,OH,"3316 Wasson Rd 4E Cincinnati, OH","3316 Wasson Rd UNIT 4E, Cincinnati, OH 45209, USA",-84.4233502,39.1439385,2009,8,282000
76,039-0003-0045-00,3173 Markbreit Ave,924,510,1911,05-21-2009,"$180,000",5,2,1,0,289591.0,WD - Warranty Deed (Conv),1,0.099,"$5,356.49",69.301606,CINCINNATI CSD,01000 - OAKLEY,YES(13),No,No,Yes,No,Yes,96430,0,154270,250700,0,0,0,"$5,356.49",3173,,Markbreit Ave,Cincinnati,OH,"3173 Markbreit Ave Cincinnati, OH","3173 Markbreit Ave, Cincinnati, OH 45209, USA",-84.4273494,39.1506196,2009,5,180000
77,039-0003-0076-00,3131 Celeron Ave,1036,510,1926,03-31-2009,"$124,250",5,2,1,0,139499.0,WD - Warranty Deed (Conv),1,0.099,"$4,875.74",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,No,No,Yes,No,Yes,92130,0,135970,228100,0,0,0,"$4,875.74",3131,,Celeron Ave,Cincinnati,OH,"3131 Celeron Ave Cincinnati, OH","3131 Celeron Ave, Cincinnati, OH 45209, USA",-84.4286113,39.1498336,2009,3,124250
78,039-0003-0142-00,3923 Taylor Ave,1172,510,1927,03-06-2009,"$205,000",6,3,1,0,276980.0,SV - Survivorship Deed (Conv),1,0.067,"$6,623.03",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,No,No,Yes,No,Yes,65350,0,244650,310000,0,0,0,"$6,623.03",3923,,Taylor Ave,Cincinnati,OH,"3923 Taylor Ave Cincinnati, OH","3923 Taylor Ave, Cincinnati, OH 45209, USA",-84.4270053,39.1503402,2009,3,205000
79,039-0004-0078-00,3818 Mt Vernon Ave,1260,510,1907,07-22-2009,"$202,250",5,2,1,1,190026.0,WD - Warranty Deed (Conv),1,0.133,"$5,743.19",69.301606,CINCINNATI CSD,01003 - OAKLEY 03,No,No,No,Yes,No,Yes,155610,0,113180,268790,0,0,0,"$5,743.19",3818,,Mt Vernon Ave,Cincinnati,OH,"3818 Mt Vernon Ave Cincinnati, OH","3818 Mt Vernon Ave, Cincinnati, OH 45209, USA",-84.4312101,39.1478837,2009,7,202250
80,039-0005-0050-00,3772 Isabella Ave,1008,510,1905,06-03-2009,"$157,000",6,2,1,0,263392.0,WD - Warranty Deed (Conv),1,0.096,"$4,598.92",69.301606,CINCINNATI CSD,01003 - OAKLEY 03,No,No,No,Yes,No,Yes,125780,0,89220,215000,0,0,0,"$4,598.92",3772,,Isabella Ave,Cincinnati,OH,"3772 Isabella Ave Cincinnati, OH","3772 Isabella Ave, Cincinnati, OH 45209, USA",-84.4324676,39.1466948,2009,6,157000
81,039-0005-0056-00,3758 Isabella Ave,1212,510,1904,08-24-2009,"$149,373",5,2,2,1,217088.0,WD - Warranty Deed (Conv),1,0.096,"$6,872.98",69.301606,CINCINNATI CSD,01003 - OAKLEY 03,No,No,No,Yes,No,Yes,125780,0,195850,321630,0,0,0,"$6,872.98",3758,,Isabella Ave,Cincinnati,OH,"3758 Isabella Ave Cincinnati, OH","3758 Isabella Ave, Cincinnati, OH 45209, USA",-84.4324975,39.14622140000001,2009,8,149373
82,039-0005-0058-00,3756 Isabella Ave,977,510,1917,08-04-2009,"$164,900",5,2,1,0,26071.0,WD - Warranty Deed (Conv),1,0.104,"$4,988.77",69.301606,CINCINNATI CSD,01003 - OAKLEY 03,No,No,No,Yes,No,Yes,136570,0,96760,233330,0,0,0,"$4,988.77",3756,,Isabella Ave,Cincinnati,OH,"3756 Isabella Ave Cincinnati, OH","3756 Isabella Ave, Cincinnati, OH 45209, USA",-84.4324924,39.1461227,2009,8,164900
83,039-0A03-0094-00,3785 Ferdinand Pl,952,510,1905,02-06-2009,"$155,000",5,2,1,0,63247.0,WD - Warranty Deed (Conv),1,0.159,"$4,278.48",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,No,No,Yes,No,Yes,109860,0,90310,200170,0,0,0,"$4,278.48",3785,,Ferdinand Pl,Cincinnati,OH,"3785 Ferdinand Pl Cincinnati, OH","3785 Ferdinand Pl, Cincinnati, OH 45209, USA",-84.43025229999999,39.1476832,2009,2,155000
84,040-0001-0009-00,2887 Markbreit Ave,1224,510,1904,02-05-2009,"$199,000",6,3,1,1,18382.0,WD - Warranty Deed (Conv),1,0.121,"$6,158.98",69.301606,CINCINNATI CSD,01002 - OAKLEY 02,YES(09),No,No,Yes,No,Yes,128320,0,160060,288380,0,0,0,"$6,158.98",2887,,Markbreit Ave,Cincinnati,OH,"2887 Markbreit Ave Cincinnati, OH","2887 Markbreit Ave, Cincinnati, OH 45209, USA",-84.43543919999999,39.1515679,2009,2,199000
85,040-0001-0087-00,2888 Romana Pl,1245,510,1916,02-04-2009,"$220,000",6,3,1,0,174703.0,WD - Warranty Deed (Conv),1,0.117,"$6,395.43",69.301606,CINCINNATI CSD,01002 - OAKLEY 02,No,No,No,Yes,No,Yes,131020,0,168080,299100,0,0,0,"$6,395.43",2888,,Romana Pl,Cincinnati,OH,"2888 Romana Pl Cincinnati, OH","2888 Romana Pl, Cincinnati, OH 45209, USA",-84.43564049999999,39.1510689,2009,2,220000
86,040-0003-0137-00,2737 Markbreit Ave,1213,510,1915,07-09-2009,"$181,000",5,2,1,0,364017.0,WD - Warranty Deed (Conv),1,0.106,"$6,456.13",69.301606,CINCINNATI CSD,01002 - OAKLEY 02,No,No,No,Yes,No,Yes,121660,0,178340,300000,0,0,0,"$6,456.13",2737,,Markbreit Ave,Cincinnati,OH,"2737 Markbreit Ave Cincinnati, OH","2737 Markbreit Ave, Cincinnati, OH 45209, USA",-84.44073870000001,39.1519298,2009,7,181000
87,040-0003-0161-00,2736 Cox Ln,800,510,1920,04-07-2009,"$145,000",5,2,1,0,20639.0,WD - Warranty Deed (Conv),1,0.083,"$4,228.30",69.301606,CINCINNATI CSD,01002 - OAKLEY 02,No,No,No,Yes,No,No,112300,0,85990,198290,0,0,0,"$4,228.30",2736,,Cox Ln,Cincinnati,OH,"2736 Cox Ln Cincinnati, OH","2736 Cox Ln, Cincinnati, OH 45209, USA",-84.4407537,39.1481841,2009,4,145000
88,040-0004-0075-00,2744 Arbor Ave,1064,510,1910,04-23-2009,"$197,500",5,2,1,0,342941.0,QE - Quit Claim Deed (EX),1,0.145,"$5,819.23",69.301606,CINCINNATI CSD,01002 - OAKLEY 02,YES(14),Yes,No,No,No,Yes,151610,0,110360,261970,0,0,0,"$5,819.23",2744,,Arbor Ave,Cincinnati,OH,"2744 Arbor Ave Cincinnati, OH","2744 Arbor Ave, Cincinnati, OH 45209, USA",-84.4406185,39.1477778,2009,4,197500
89,040-0004-0179-00,3716 Maple Park Ave,1066,510,1916,07-13-2009,"$174,900",5,2,1,0,188439.0,WD - Warranty Deed (Conv),1,0.079,"$4,806.59",69.301606,CINCINNATI CSD,01003 - OAKLEY 03,YES(10),Yes,No,Yes,No,Yes,120040,0,104590,224630,0,0,0,"$4,806.59",3716,,Maple Park Ave,Cincinnati,OH,"3716 Maple Park Ave Cincinnati, OH","3716 Maple Park Ave, Cincinnati, OH 45209, USA",-84.4401516,39.1453858,2009,7,174900
90,040-0007-0034-00,2847 Markbreit Ave,1155,510,1934,06-11-2009,"$211,700",5,2,1,0,241618.0,WD - Warranty Deed (Conv),2,0.122,"$5,438.43",69.301606,CINCINNATI CSD,01002 - OAKLEY 02,YES(14),No,No,Yes,No,Yes,133590,0,120890,254480,0,0,0,"$5,438.43",2847,,Markbreit Ave,Cincinnati,OH,"2847 Markbreit Ave Cincinnati, OH","2847 Markbreit Ave, Cincinnati, OH 45209, USA",-84.43743119999999,39.1516727,2009,6,211700
91,040-0A02-0017-00,3865 Hyde Park Ave,1107,510,1921,03-27-2009,"$189,000",6,3,1,0,297160.0,WD - Warranty Deed (Conv),1,0.096,"$6,985.33",69.301606,CINCINNATI CSD,01002 - OAKLEY 02,No,No,No,Yes,No,Yes,143680,0,182320,326000,0,0,0,"$6,985.33",3865,,Hyde Park Ave,Cincinnati,OH,"3865 Hyde Park Ave Cincinnati, OH","3865 Hyde Park Ave, Cincinnati, OH 45209, USA",-84.43869529999999,39.1500922,2009,3,189000
92,042-0004-0122-00,3621 Tamarack Ave,1159,510,1926,05-04-2009,"$145,000",6,3,1,1,336106.0,WD - Warranty Deed (Conv),1,0.106,"$6,093.60",69.301606,CINCINNATI CSD,00930 - HYDE PARK 30,YES(09),No,No,Yes,No,Yes,99960,0,185040,285000,0,0,0,"$6,093.60",3621,,Tamarack Ave,Cincinnati,OH,"3621 Tamarack Ave Cincinnati, OH","3621 Tamarack Ave, Cincinnati, OH 45207, USA",-84.45445989999999,39.1446259,2009,5,145000
93,042-0004-0125-00,3609 Tamarack Ave,1104,510,1924,04-07-2009,"$118,500",5,2,1,0,362309.0,WD - Warranty Deed (Conv),1,0.107,"$4,451.49",69.301606,CINCINNATI CSD,00930 - HYDE PARK 30,YES(15),No,No,Yes,No,Yes,99960,0,108040,208000,0,0,0,"$4,451.49",3609,,Tamarack Ave,Cincinnati,OH,"3609 Tamarack Ave Cincinnati, OH","3609 Tamarack Ave, Cincinnati, OH 45207, USA",-84.45449140000001,39.1443002,2009,4,118500
94,042-0004-0126-00,3605 Tamarack Ave,1192,510,1924,02-24-2009,"$148,500",5,3,1,2,187689.0,WD - Warranty Deed (Conv),1,0.106,"$6,473.71",69.301606,CINCINNATI CSD,00930 - HYDE PARK 30,No,No,No,Yes,No,Yes,99960,0,203070,303030,0,0,0,"$6,473.71",3605,,Tamarack Ave,Cincinnati,OH,"3605 Tamarack Ave Cincinnati, OH","3605 Tamarack Ave, Cincinnati, OH 45207, USA",-84.45449289999999,39.1441776,2009,2,148500
95,042-0004-0155-00,3551 Vista Ave,1048,510,1905,03-27-2009,"$109,800",4,2,2,0,340014.0,WD - Warranty Deed (Conv),1,0.073,"$5,460.80",69.301606,CINCINNATI CSD,00930 - HYDE PARK 30,No,No,No,Yes,No,Yes,63750,0,191250,255000,0,0,0,"$5,460.80",3551,,Vista Ave,Cincinnati,OH,"3551 Vista Ave Cincinnati, OH","3551 Vista Ave, Cincinnati, OH 45208, USA",-84.45697810000001,39.1424128,2009,3,109800
96,042-0008-0049-00,2613 Downing Dr,1025,510,1946,07-28-2009,"$215,000",5,2,1,0,351767.0,WD - Warranty Deed (Conv),1,0.123,"$5,591.63",69.301606,CINCINNATI CSD,00905 - HYDE PARK 05,YES(10),No,No,Yes,No,Yes,128800,0,132720,261520,0,0,0,"$5,591.63",2613,,Downing Dr,Cincinnati,OH,"2613 Downing Dr Cincinnati, OH","2613 Downing Dr, Cincinnati, OH 45208, USA",-84.4503343,39.1456115,2009,7,215000
97,042-0009-0131-00,2444 809 Madison Rd,1053,550,1967,07-17-2009,"$118,000",4,1,1,1,18532.0,WD - Warranty Deed (Conv),1,0.0,"$3,089.64",69.301606,CINCINNATI CSD,00909 - REGENCY CONDO,YES(00),No,No,Yes,No,Yes,23800,0,121030,144830,0,0,0,"$1,545.68",2444,809,Madison Rd,Cincinnati,OH,"2444 Madison Rd 809 Cincinnati, OH","2444 Madison Rd UNIT 809, Cincinnati, OH 45208, USA",-84.45405559999999,39.1407237,2009,7,118000
98,043-0003-0098-00,1312 Meier Ave,1242,510,1913,06-10-2009,"$251,000",6,3,1,1,210750.0,WD - Warranty Deed (Conv),1,0.099,"$7,440.86",69.301606,CINCINNATI CSD,00900 - HYDE PARK,No,No,No,Yes,No,Yes,170250,0,178180,348430,0,0,0,"$7,440.86",1312,,Meier Ave,Cincinnati,OH,"1312 Meier Ave Cincinnati, OH","1312 Meier Ave, Cincinnati, OH 45208, USA",-84.4331567,39.1352263,2009,6,251000
99,044-0001-0094-00,3065 10 Alpine Te,962,550,1969,08-03-2009,"$110,000",5,2,1,1,144612.0,WD - Warranty Deed (Conv),1,0.0,"$3,268.78",69.301606,CINCINNATI CSD,00604 - ALPINE HAUS CONDO,No,Yes,No,No,No,Yes,23000,0,124520,147520,0,0,0,"$3,268.78",3065,10,Alpine Te,Cincinnati,OH,"3065 Alpine Te 10 Cincinnati, OH","3065 Alpine Terrace, Cincinnati, OH 45226, USA",-84.43256819999999,39.1281396,2009,8,110000
100,044-0006-0115-00,3147 Willis Ave,1234,510,1911,06-12-2009,"$192,750",5,2,1,0,117527.0,WD - Warranty Deed (Conv),1,0.086,"$6,172.86",69.301606,CINCINNATI CSD,00600 - MT LOOKOUT,No,No,No,Yes,No,Yes,70620,0,218500,289120,0,0,0,"$6,172.86",3147,,Willis Ave,Cincinnati,OH,"3147 Willis Ave Cincinnati, OH","3147 Willis Ave, Cincinnati, OH 45208, USA",-84.4290802,39.1316285,2009,6,192750
101,044-0006-0129-00,3136 Willis Ave,1172,510,1915,04-23-2009,"$160,000",5,2,1,1,170081.0,QE - Quit Claim Deed (EX),1,0.105,"$5,331.17",69.301606,CINCINNATI CSD,00600 - MT LOOKOUT,No,No,No,Yes,No,Yes,100200,0,148900,249100,0,0,0,"$5,331.17",3136,,Willis Ave,Cincinnati,OH,"3136 Willis Ave Cincinnati, OH","3136 Willis Ave, Cincinnati, OH 45208, USA",-84.42962419999999,39.1320424,2009,4,160000
102,045-0002-0029-00,3284 Nash Ave,1219,510,1890,04-07-2009,"$220,000",5,2,2,1,199633.0,WD - Warranty Deed (Conv),1,0.23,"$7,247.55",69.301606,CINCINNATI CSD,00600 - MT LOOKOUT,No,No,No,Yes,No,Yes,153240,0,185950,339190,0,0,0,"$7,247.55",3284,,Nash Ave,Cincinnati,OH,"3284 Nash Ave Cincinnati, OH","3284 Nash Ave, Cincinnati, OH 45226, USA",-84.4299097,39.1254528,2009,4,220000
103,045-0003-0025-00,668 Delta Ave,1297,510,1923,07-08-2009,"$152,500",6,3,1,0,24712.0,WD - Warranty Deed (Conv),1,0.144,"$5,119.12",69.301606,CINCINNATI CSD,00600 - MT LOOKOUT,YES(10),No,No,Yes,No,Yes,113000,0,126480,239480,0,0,0,"$5,119.12",668,,Delta Ave,Cincinnati,OH,"668 Delta Ave Cincinnati, OH","668 Delta Ave, Cincinnati, OH 45226, USA",-84.43386269999999,39.1246373,2009,7,152500
104,046-0002-0019-00,1333 Cryer Ave,1296,510,1910,03-03-2009,"$219,400",6,3,2,1,225729.0,WD - Warranty Deed (Conv),1,0.107,"$9,047.30",69.301606,CINCINNATI CSD,00900 - HYDE PARK,No,No,No,Yes,No,Yes,186120,0,236870,422990,0,0,0,"$9,047.30",1333,,Cryer Ave,Cincinnati,OH,"1333 Cryer Ave Cincinnati, OH","1333 Cryer Ave, Cincinnati, OH 45208, USA",-84.4366477,39.1358974,2009,3,219400
105,046-0003-0176-00,2776 Sarita Pl,1003,510,1919,04-03-2009,"$234,000",6,3,2,0,84833.0,WD - Warranty Deed (Conv),1,0.09,"$5,832.17",69.301606,CINCINNATI CSD,00900 - HYDE PARK,No,No,No,Yes,No,Yes,54190,0,217060,271250,0,0,0,"$5,832.17",2776,,Sarita Pl,Cincinnati,OH,"2776 Sarita Pl Cincinnati, OH","2776 Sarita Pl, Cincinnati, OH 45208, USA",-84.4399059,39.1361042,2009,4,234000
106,049-0004-0051-00,4327 Thirty-First Ave,1272,510,1915,06-08-2009,"$167,000",5,2,2,0,279140.0,WD - Warranty Deed (Conv),1,0.129,"$5,556.26",69.301606,CINCINNATI CSD,01000 - OAKLEY,No,No,No,Yes,No,Yes,110850,0,149150,260000,0,0,0,"$5,556.26",4327,,Thirty - First Ave,Cincinnati,OH,"4327 Thirty - First Ave Cincinnati, OH","4327 31st Ave, Cincinnati, OH 45209, USA",-84.4366953,39.1553374,2009,6,167000
