,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid
817,594-0010-0572-00,1134 SHEPHERD LN,1296,510,1944,03-22-2011,"$250,000",6,4,2,0,18300,LW - Limited Warrant Deed (Conv),10,0.121,"$1,505.27",73.811185,PRINCETON CSD,59402 - LINCOLN HEIGHTS 02,YES(18),Yes,No,No,No,Yes,3990,0,59100,63090,0,0,0,"$1,505.27"
818,596-0002-0012-00,1070 N TROY AVE,1188,510,1865,02-02-2011,"$115,000",4,2,1,0,224727,WD - Warranty Deed (Conv),2,0.271,"$2,996.02",65.082218,PRINCETON CSD,59609 - GLENDALE 09,No,Yes,No,No,No,Yes,34170,0,109620,143790,0,0,0,"$2,996.02"
819,596-0004-0215-00,184 W SHARON RD,900,510,1942,05-06-2011,"$131,500",4,2,1,0,20291,WD - Warranty Deed (Conv),1,0.580,"$2,537.61",65.082218,PRINCETON CSD,59603 - GLENDALE 03,No,No,No,No,No,Yes,48840,0,72740,121580,0,0,0,"$2,537.61"
820,596-0009-0035-00,322 E WILLOW AVE,896,510,1884,04-20-2011,"$109,082",4,2,1,0,358052,WD - Warranty Deed (Conv),1,0.152,"$3,366.25",65.082218,PRINCETON CSD,59609 - GLENDALE 09,No,No,No,Yes,No,Yes,38120,0,128880,167000,0,0,0,"$3,366.25"
824,596-0009-0035-00,322 E WILLOW AVE,896,510,1884,05-18-2011,"$109,082",4,2,1,0,358052,WD - Warranty Deed (Conv),1,0.152,"$3,366.25",65.082218,PRINCETON CSD,59609 - GLENDALE 09,No,No,No,Yes,No,Yes,38120,0,128880,167000,0,0,0,"$3,366.25"
828,597-0010-0140-00,65 ILLONA DR,1107,510,1955,04-11-2011,"$101,500",6,3,1,0,167191,WD - Warranty Deed (Conv),1,0.178,"$4,194.72",69.949009,WINTON WOODS CSD,59701 - GREENHILLS 01,No,No,No,No,No,Yes,27820,0,157860,185680,0,0,0,"$4,194.72"
829,597-0011-0050-00,109 JUNEFIELD AVE,1239,510,1958,04-05-2011,"$115,000",5,3,1,1,295545,WE - Warranty Deed (EX),1,0.170,"$3,927.66",69.949009,WINTON WOODS CSD,59701 - GREENHILLS 01,YES(11),No,No,Yes,No,Yes,28730,0,151530,180260,0,0,0,"$3,927.66"
846,599-0011-0505-00,1113 PILGRIM PL,1300,510,1961,06-10-2011,"$113,500",6,3,2,0,129304,WD - Warranty Deed (Conv),1,0.201,"$2,518.22",49.113844,PRINCETON CSD,59901 - SPRINGDALE 01,No,No,No,Yes,No,No,34320,0,132260,166580,0,0,0,"$2,518.22"
847,599-0042-0239-00,301 BEDFORD GLEN LN,1024,550,1984,02-02-2011,"$124,900",5,2,2,1,16536,WD - Warranty Deed (Conv),1,0.000,"$2,643.93",49.113844,PRINCETON CSD,59915 - OLDE GATE CONDO,No,No,No,Yes,No,No,27700,0,140100,167800,0,0,0,"$2,537.18"
848,599-0052-0003-00,737 PARK AVE,1176,510,1964,05-02-2011,"$116,900",4,2,2,0,195389,QU - Quit Claim Deed (Conv),1,0.267,"$2,922.96",49.113844,PRINCETON CSD,59904 - SPRINGDALE 04,YES(11),No,No,Yes,No,No,37000,0,156340,193340,0,0,0,"$2,922.96"
849,599-0060-0086-00,518 GRANDIN AVE,1276,510,1963,05-24-2011,"$125,000",5,3,1,1,,QE - Quit Claim Deed (EX),1,0.250,"$2,723.80",49.113844,PRINCETON CSD,59911 - SPRINGDALE 11,No,No,No,Yes,No,No,30450,0,149710,180160,0,0,0,"$2,723.80"
850,599-0060-0199-00,336 CAMERON RD,1155,510,1939,07-21-2011,"$105,000",5,2,1,0,116982,WD - Warranty Deed (Conv),1,0.508,"$2,591.22",49.113844,PRINCETON CSD,59905 - SPRINGDALE 05,YES(14),No,No,Yes,No,No,52220,0,118490,170710,0,0,0,"$2,591.22"
851,600-0030-0298-00,10873 LAKEHURST CT,1082,550,1978,04-11-2011,"$110,500",6,2,1,2,257271,SV - Survivorship Deed (Conv),1,0.000,"$2,328.68",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,130700,150000,0,0,0,"$2,328.68"
852,600-0094-0061-00,4859 MARIEVIEW CT,1256,510,1952,03-21-2011,"$190,000",5,2,2,0,93203,WD - Warranty Deed (Conv),1,0.451,"$3,830.49",44.197524,INDIAN HILL EVSD,60010 - SYCAMORE 10,No,No,No,Yes,No,Yes,74700,0,203400,278100,0,0,0,"$3,830.49"
853,600-0140-0130-00,7250 E KEMPER RD,1000,510,1957,08-24-2011,"$110,000",5,3,1,0,,WE - Warranty Deed (EX),1,0.459,"$2,223.83",51.129766,PRINCETON CSD,60003 - SYCAMORE 03,No,No,No,Yes,No,Yes,27820,0,112620,140440,0,0,0,"$2,223.83"
854,600-0140-0141-00,7103 TENDERFOOT LN,1075,510,1967,04-21-2011,"$114,750",6,3,2,0,19618,FD - Fiduciary Deed (Conv),1,0.465,"$3,812.38",51.129766,PRINCETON CSD,60003 - SYCAMORE 03,No,No,No,No,No,Yes,32500,0,200330,232830,0,0,0,"$3,812.38"
855,600-0200-0149-00,4170 TREBOR DR,1125,510,1954,05-18-2011,"$108,439",6,3,1,1,181183,WD - Warranty Deed (Conv),1,0.285,"$4,308.56",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,YES(07),No,No,Yes,No,Yes,38860,0,186060,224920,0,0,0,"$4,308.56"
866,600-0202-0426-00,8531 MYRTLEWOOD AVE,1038,510,1954,03-29-2011,"$165,000",5,2,1,1,350045,QE - Quit Claim Deed (EX),1,0.236,"$3,377.01",44.197524,INDIAN HILL EVSD,60010 - SYCAMORE 10,No,No,No,Yes,No,Yes,82910,0,162130,245040,0,0,0,"$3,377.01"
867,600-0202-0460-00,4658 KUGLER MILL RD,1004,510,1952,05-23-2011,"$119,700",5,2,1,0,21062,WD - Warranty Deed (Conv),1,0.219,"$3,078.59",44.197524,INDIAN HILL EVSD,60010 - SYCAMORE 10,No,No,No,Yes,No,Yes,79800,0,142400,222200,0,0,0,"$3,078.59"
868,600-0203-0594-00,4125 ESTERMARIE DR,995,510,1947,08-29-2011,"$124,500",5,2,1,1,243993,WD - Warranty Deed (Conv),1,0.248,"$3,650.83",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,30900,0,159100,190000,0,0,0,"$3,650.83"
869,600-0210-0339-00,8035 IRWIN AVE,1025,510,1976,07-18-2011,"$110,000",4,2,1,1,242667,WD - Warranty Deed (Conv),1,0.126,"$2,623.40",60.625572,DEER PARK CSD,60017 - SYCAMORE 17,No,No,No,Yes,No,Yes,33970,0,102830,136800,0,0,0,"$2,623.40"
870,600-0210-0346-00,7991 IRWIN AVE,986,510,1964,06-23-2011,"$115,000",5,2,1,0,181983,WD - Warranty Deed (Conv),1,0.144,"$3,332.16",60.625572,DEER PARK CSD,60017 - SYCAMORE 17,No,No,No,Yes,No,Yes,36340,0,137130,173470,0,0,0,"$3,332.16"
871,600-0210-0462-00,4649 ORCHARD LN,1177,510,1950,06-14-2011,"$179,000",7,3,2,0,312919,WE - Warranty Deed (EX),1,0.210,"$5,232.91",44.197524,INDIAN HILL EVSD,60018 - SYCAMORE 18,YES(13),No,No,No,No,Yes,101150,0,265350,366500,0,0,0,"$5,232.91"
872,600-0210-0516-00,7825 STYRAX LN,1258,510,1962,04-11-2011,"$132,000",6,3,1,0,214060,QE - Quit Claim Deed (EX),9,0.139,"$3,431.38",44.197524,INDIAN HILL EVSD,60018 - SYCAMORE 18,No,Yes,No,No,No,Yes,85680,0,153560,239240,0,0,0,"$3,431.38"
873,600-0210-0519-00,7849 STYRAX LN,1190,510,1962,04-26-2011,"$184,000",5,2,3,0,262760,WD - Warranty Deed (Conv),1,0.169,"$4,313.34",44.197524,INDIAN HILL EVSD,60018 - SYCAMORE 18,No,Yes,No,No,No,Yes,90300,0,211700,302000,0,0,0,"$4,313.34"
874,600-0210-0754-00,4636 DUNEDEN AVE,1229,510,1963,08-17-2011,"$150,000",6,3,1,1,234028,WD - Warranty Deed (Conv),1,0.146,"$3,526.57",44.197524,INDIAN HILL EVSD,60018 - SYCAMORE 18,No,No,No,Yes,No,Yes,87460,0,168000,255460,0,0,0,"$3,526.57"
875,600-0231-0249-00,8547 DONEGAL DR,975,510,1950,06-09-2011,"$119,000",5,3,2,0,292931,WD - Warranty Deed (Conv),1,0.203,"$4,046.33",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,30900,0,179100,210000,0,0,0,"$4,046.33"
886,600-0232-0282-00,3952 TREBOR DR,1258,510,1955,08-25-2011,"$128,000",6,4,1,1,267926,WD - Warranty Deed (Conv),1,0.286,"$4,413.11",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,35340,0,194660,230000,0,0,0,"$4,413.11"
887,600-0232-0428-00,4078 LARCHVIEW DR,1241,510,1960,06-07-2011,"$143,500",5,3,2,0,217555,WD - Warranty Deed (Conv),1,0.495,"$5,018.43",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,30900,0,230750,261650,0,0,0,"$5,018.43"
888,600-0233-0078-00,3572 GLENGARY AVE,1080,510,1959,08-01-2011,"$132,500",5,2,1,0,24054,WD - Warranty Deed (Conv),1,0.268,"$3,409.49",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,37850,0,139660,177510,0,0,0,"$1,712.31"
889,600-0233-0182-00,9001 ROLLING LN,1014,510,1958,03-08-2011,"$125,000",6,3,1,0,50417,WD - Warranty Deed (Conv),1,0.585,"$3,441.39",60.625572,DEER PARK CSD,60011 - SYCAMORE 11,No,No,No,Yes,No,Yes,30900,0,148010,178910,0,0,0,"$3,441.39"
890,602-0001-0006-00,6743 BELKENTON AVE,1253,510,1923,08-25-2011,"$113,500",5,2,1,0,317326,WD - Warranty Deed (Conv),1,0.172,"$4,554.61",66.201936,CINCINNATI CSD,60201 - SILVERTON 01,No,No,No,Yes,No,Yes,30480,0,192520,223000,0,0,0,"$4,554.61"
891,602-0001-0061-00,6820 GRACE AVE,972,510,1938,03-22-2011,"$235,000",5,3,1,0,18303,LW - Limited Warrant Deed (Conv),9,0.122,"$2,552.42",66.201936,CINCINNATI CSD,60201 - SILVERTON 01,YES(18),Yes,No,No,No,Yes,23230,0,97120,120350,0,0,0,"$2,552.42"
892,602-0004-0141-00,6400 ELWYNNE DR,882,510,1950,02-14-2011,"$137,350",6,3,2,1,285830,QE - Quit Claim Deed (EX),1,0.171,"$3,570.75",66.201936,CINCINNATI CSD,60202 - SILVERTON 02,No,No,No,Yes,No,Yes,35080,0,139670,174750,0,0,0,"$3,570.75"
893,602-0007-0092-00,3743 NORTH BERKLEY CR,1232,510,1929,06-30-2011,"$125,900",5,2,1,0,22805,WD - Warranty Deed (Conv),1,0.207,"$3,077.51",66.201936,CINCINNATI CSD,60201 - SILVERTON 01,No,No,No,Yes,No,Yes,32200,0,118070,150270,0,0,0,"$3,077.51"
894,602-0009-0125-00,3835 SUPERIOR AVE,1243,510,1938,05-10-2011,"$108,084",6,3,1,1,231076,WD - Warranty Deed (Conv),1,0.119,"$3,364.84",66.029980,DEER PARK CSD,60205 - SILVERTON 05,No,Yes,No,No,No,Yes,28860,0,128060,156920,0,0,0,"$3,364.84"
895,602-0009-0168-00,3818 SUPERIOR AVE,1137,510,1938,08-26-2011,"$114,250",6,3,2,0,25141,WD - Warranty Deed (Conv),1,0.120,"$3,070.71",66.029980,DEER PARK CSD,60205 - SILVERTON 05,No,No,No,Yes,No,Yes,28860,0,118740,147600,0,0,0,"$3,070.71"
906,603-0018-0127-00,10667 10 MONTGOMERY RD,1176,550,1987,03-02-2011,"$102,000",5,2,2,2,114449,WD - Warranty Deed (Conv),1,0.000,"$2,700.23",55.899522,SYCAMORE CSD,60320 - CREEKS OF MONTGOMERY CONDO,No,No,No,Yes,No,Yes,19800,0,133600,153400,0,0,0,"$2,700.23"
907,603-0022-0039-00,5325 D COOPER RD,1274,550,1995,06-30-2011,"$128,792",5,2,2,0,303344,TE - Trustees Deed (EX),1,0.000,"$3,621.45",55.899522,SYCAMORE CSD,60321 - COOPER CREEK CONDO,YES(97),No,No,Yes,No,Yes,25000,0,180860,205860,0,0,0,"$3,621.45"
908,608-0008-0275-00,10799 LUPINE DR,1053,510,1960,05-20-2011,"$107,000",5,3,1,0,301954,WD - Warranty Deed (Conv),1,0.207,"$2,846.17",46.033844,PRINCETON CSD,60813 - SHARONVILLE 13,No,No,No,Yes,No,Yes,45520,0,154480,200000,0,0,0,"$2,846.17"
909,608-0008-0458-00,10914 LEMARIE DR,1053,510,1963,02-25-2011,"$149,207",5,3,1,0,,WE - Warranty Deed (EX),1,0.164,"$2,960.09",46.033844,PRINCETON CSD,60801 - SHARONVILLE 01,No,No,No,No,No,Yes,44510,0,155830,200340,0,0,0,"$2,960.09"
910,608-0010-0268-00,27 DEXTER PARK BV,1225,555,1988,07-01-2011,"$175,000",6,3,3,0,22895,WD - Warranty Deed (Conv),1,0.091,"$3,713.38",46.033844,PRINCETON CSD,60811 - DEXTER PARK LANDO,No,No,No,Yes,No,Yes,36000,0,225460,261460,0,0,0,"$3,713.38"
911,608-0012-0064-00,3762 MALAER DR,990,510,1950,07-08-2011,"$119,500",5,2,1,0,,WE - Warranty Deed (EX),1,0.191,"$2,190.17",46.033844,PRINCETON CSD,60805 - SHARONVILLE 05,No,No,No,Yes,No,Yes,42560,0,111200,153760,0,0,0,"$2,190.17"
912,608-0012-0092-00,3871 MALAER DR,1197,510,1953,03-01-2011,"$116,750",5,2,1,0,356824,WD - Warranty Deed (Conv),1,0.147,"$2,273.30",46.033844,PRINCETON CSD,60805 - SHARONVILLE 05,No,No,No,Yes,No,Yes,40650,0,119250,159900,0,0,0,"$2,273.30"
913,608-0012-0093-00,3877 MALAER DR,1103,510,1953,05-12-2011,"$133,000",5,2,1,0,,QE - Quit Claim Deed (EX),1,0.143,"$2,406.24",46.033844,PRINCETON CSD,60805 - SHARONVILLE 05,No,No,No,Yes,No,Yes,35770,0,133510,169280,0,0,0,"$2,406.24"
914,608-0017-0038-00,10739 WILLFLEET DR,1073,510,1958,08-03-2011,"$137,000",5,3,2,0,185378,WD - Warranty Deed (Conv),1,0.201,"$3,152.25",46.033844,PRINCETON CSD,60801 - SHARONVILLE 01,No,No,No,Yes,No,Yes,46650,0,174280,220930,0,0,0,"$3,152.25"
915,608-0017-0160-00,10521 THORNVIEW DR,945,510,1959,05-04-2011,"$115,000",5,3,1,0,29415,WD - Warranty Deed (Conv),1,0.176,"$2,425.53",46.033844,PRINCETON CSD,60801 - SHARONVILLE 01,No,No,No,Yes,No,Yes,44510,0,125680,170190,0,0,0,"$2,425.53"
926,608-0029-0069-00,11845 GOLDENHILL DR,1053,510,1961,04-18-2011,"$140,000",5,3,1,0,19473,WD - Warranty Deed (Conv),1,0.751,"$2,422.09",46.033844,PRINCETON CSD,60816 - SHARONVILLE 16,No,No,No,Yes,No,Yes,33600,0,136280,169880,0,0,0,"$2,422.09"
927,608-0029-0301-00,4989 LORD ALFRED CT,907,555,1990,06-06-2011,"$145,000",5,2,2,0,169202,WD - Warranty Deed (Conv),1,0.043,"$3,642.44",46.033844,PRINCETON CSD,60821 - TENNYSON LANDO,No,No,No,Yes,No,Yes,30000,0,226450,256450,0,0,0,"$3,642.44"
928,608-0029-0312-00,11753 PERCIVALE CT,1296,555,1990,02-09-2011,"$238,000",8,3,2,1,16773,WD - Warranty Deed (Conv),1,0.078,"$4,269.49",46.033844,PRINCETON CSD,60821 - TENNYSON LANDO,No,No,Yes,Yes,No,Yes,30000,0,297060,327060,0,0,0,"$4,267.24"
929,608-0029-0463-00,5036 LORD ALFRED CT,846,555,1993,05-31-2011,"$124,000",5,2,2,0,21382,WD - Warranty Deed (Conv),1,0.034,"$3,177.40",46.033844,PRINCETON CSD,60821 - TENNYSON LANDO,No,No,No,Yes,No,Yes,30000,0,193680,223680,0,0,0,"$3,177.40"
930,608-0029-0475-00,5016 LORD ALFRED CT,1196,555,1993,04-08-2011,"$139,000",5,2,1,1,358220,WD - Warranty Deed (Conv),1,0.033,"$2,912.22",46.033844,PRINCETON CSD,60821 - TENNYSON LANDO,No,No,No,Yes,No,Yes,30000,0,175000,205000,0,0,0,"$2,912.22"
931,608-0032-0049-00,5500 OLIVER CT,1184,555,1985,04-06-2011,"$190,000",8,4,2,1,194149,SV - Survivorship Deed (Conv),1,0.064,"$4,819.82",46.033844,PRINCETON CSD,60819 - COPPERFIELD LANDO,No,No,No,Yes,No,Yes,30000,0,309420,339420,0,0,0,"$4,819.82"
932,608-0032-0133-00,5555 DICKENS DR,1252,555,1986,08-03-2011,"$106,000",5,2,2,1,111384,QE - Quit Claim Deed (EX),1,0.045,"$2,730.18",46.033844,PRINCETON CSD,60819 - COPPERFIELD LANDO,YES(00),No,No,Yes,No,Yes,30000,0,162170,192170,0,0,0,"$2,730.18"
933,608-0032-0140-00,12015 PICKWICK PL,1184,555,1986,08-10-2011,"$175,000",4,2,2,0,39768,WD - Warranty Deed (Conv),1,0.066,"$4,818.20",46.033844,PRINCETON CSD,60819 - COPPERFIELD LANDO,No,No,No,Yes,No,Yes,30000,0,309320,339320,0,0,0,"$4,818.20"
934,609-0003-0078-00,4126 HOFFMAN AVE,1044,510,1941,06-09-2011,"$109,000",5,3,1,0,253293,WD - Warranty Deed (Conv),1,0.127,"$3,641.97",69.215924,DEER PARK CSD,60902 - DEER PARK 02,No,No,No,Yes,No,Yes,26990,0,139910,166900,0,0,0,"$3,641.97"
935,609-0005-0178-00,4251 DUNEDEN AVE,838,510,1928,07-01-2011,"$116,900",5,2,2,0,341858,WE - Warranty Deed (EX),1,0.152,"$3,964.17",69.215924,DEER PARK CSD,60901 - DEER PARK 01,No,No,No,Yes,No,Yes,36140,0,145570,181710,0,0,0,"$3,964.17"
946,609-0005-0201-00,4266 REDMONT AVE,1010,510,1932,05-20-2011,"$100,000",5,2,1,0,240529,WD - Warranty Deed (Conv),1,0.149,"$3,059.13",69.215924,DEER PARK CSD,60901 - DEER PARK 01,No,No,No,Yes,No,Yes,36140,0,103860,140000,0,0,0,"$3,059.13"
947,609-0006-0059-00,4117 OLEARY AVE,1008,510,1928,07-06-2011,"$114,000",5,2,1,1,173150,WD - Warranty Deed (Conv),1,0.168,"$4,486.27",69.215924,DEER PARK CSD,60902 - DEER PARK 02,No,No,No,Yes,No,Yes,34060,0,171540,205600,0,0,0,"$4,486.27"
948,609-0007-0045-00,3778 OLEARY AVE,1163,510,1941,03-29-2011,"$151,000",6,3,1,0,212698,QE - Quit Claim Deed (EX),1,0.158,"$3,772.83",69.215924,DEER PARK CSD,60903 - DEER PARK 03,No,No,No,Yes,No,Yes,39660,0,133170,172830,0,0,0,"$3,772.83"
949,609-0007-0255-00,7227 DELAWARE AVE,816,510,1928,08-31-2011,"$110,000",5,2,1,0,257810,QE - Quit Claim Deed (EX),1,0.109,"$3,726.39",69.215924,DEER PARK CSD,60903 - DEER PARK 03,YES(11),No,No,Yes,No,Yes,29570,0,141090,170660,0,0,0,"$3,726.39"
950,609-0007-0363-00,7114 VIRGINIA AVE,1008,510,1939,08-31-2011,"$112,200",5,2,1,1,281673,WD - Warranty Deed (Conv),1,0.148,"$4,793.60",69.215924,DEER PARK CSD,60903 - DEER PARK 03,No,No,No,Yes,No,Yes,38120,0,181880,220000,0,0,0,"$4,793.60"
951,609-0009-0068-00,4113 ORCHARD LN,1274,510,1940,08-30-2011,"$129,500",7,3,1,1,216042,WD - Warranty Deed (Conv),1,0.220,"$5,344.11",69.215924,DEER PARK CSD,60901 - DEER PARK 01,YES(21),Yes,No,No,No,Yes,41610,0,195900,237510,0,0,0,"$5,344.11"
952,609-0009-0081-00,4130 ORCHARD LN,1088,510,1941,06-07-2011,"$133,000",7,3,2,0,199755,WD - Warranty Deed (Conv),1,0.196,"$3,833.70",69.215924,DEER PARK CSD,60901 - DEER PARK 01,No,No,No,Yes,No,Yes,40520,0,135370,175890,0,0,0,"$3,833.70"
953,609-0013-0104-00,7700 MOSS CT,1017,510,1940,06-28-2011,"$117,000",6,2,1,0,68991,WD - Warranty Deed (Conv),1,0.230,"$3,885.06",69.215924,DEER PARK CSD,60904 - DEER PARK 04,No,No,No,Yes,No,Yes,46540,0,131300,177840,0,0,0,"$3,885.06"
954,609-0013-0358-00,3832 MACNICHOLAS AVE,1220,510,1948,07-06-2011,"$141,000",6,4,2,0,62712,WD - Warranty Deed (Conv),1,0.146,"$4,103.17",69.215924,DEER PARK CSD,60903 - DEER PARK 03,No,No,No,Yes,No,Yes,34770,0,153180,187950,0,0,0,"$4,103.17"
955,609-0013-0435-00,3923 HEMPHILL WY,1221,510,1953,02-28-2011,"$118,500",7,4,2,0,332929,QE - Quit Claim Deed (EX),1,0.173,"$4,423.19",69.215924,DEER PARK CSD,60904 - DEER PARK 04,No,No,No,Yes,No,Yes,39200,0,163610,202810,0,0,0,"$4,423.19"
966,609-0013-0450-00,7872 GAIL DR,1014,510,1954,07-15-2011,"$137,000",5,2,1,1,23470,WD - Warranty Deed (Conv),1,0.149,"$3,510.87",69.215924,DEER PARK CSD,60904 - DEER PARK 04,No,No,Yes,Yes,No,Yes,36400,0,151000,187400,0,0,0,"$3,510.87"
967,609-0013-0507-00,3937 HEMPHILL WY,1221,510,1953,07-18-2011,"$134,500",7,3,1,0,339552,WD - Warranty Deed (Conv),1,0.168,"$4,201.09",69.215924,DEER PARK CSD,60904 - DEER PARK 04,No,No,No,Yes,No,Yes,37010,0,155470,192480,0,0,0,"$4,201.09"
968,609-0013-0512-00,3925 HEMPHILL WY,1221,510,1953,08-09-2011,"$136,500",7,4,2,0,24479,WD - Warranty Deed (Conv),1,0.175,"$4,385.63",69.215924,DEER PARK CSD,60904 - DEER PARK 04,YES(09),No,No,Yes,No,Yes,39200,0,161630,200830,0,0,0,"$4,385.63"
969,609-0015-0188-00,7320 RICHMOND AVE,1250,510,1945,05-26-2011,"$141,000",6,3,1,1,337574,QE - Quit Claim Deed (EX),1,0.108,"$3,869.70",69.215924,DEER PARK CSD,60901 - DEER PARK 01,No,No,No,Yes,No,Yes,25990,0,151430,177420,0,0,0,"$3,869.70"
970,609-0015-0233-00,4423 CLIFFORD RD,1093,510,1946,05-31-2011,"$118,900",5,3,1,0,69051,WD - Warranty Deed (Conv),1,0.115,"$3,707.31",69.215924,DEER PARK CSD,60901 - DEER PARK 01,No,No,No,Yes,No,Yes,32490,0,137430,169920,0,0,0,"$3,707.31"
971,612-0060-0393-00,4723 ALPINE AVE,1092,510,1939,04-06-2011,"$147,217",5,2,1,0,,WE - Warranty Deed (EX),1,0.206,"$4,176.85",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,89880,0,102800,192680,0,0,0,"$2,867.68"
972,612-0060-0427-00,4738 TILLSAM CT,1253,510,1945,04-11-2011,"$138,300",6,3,1,1,339388,PC - Probate Court (EX),1,0.192,"$4,183.65",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,Yes,No,Yes,No,Yes,90000,0,191010,281010,0,0,0,"$4,183.65"
973,612-0070-0084-00,9384 LARK CT,1184,510,1953,03-03-2011,"$125,000",6,2,2,0,298500,QE - Quit Claim Deed (EX),1,0.138,"$3,199.05",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,74090,0,140680,214770,0,0,0,"$3,199.05"
974,612-0070-0117-00,4400 VICTOR AVE,1184,510,1953,06-02-2011,"$110,000",6,4,1,1,,QE - Quit Claim Deed (EX),1,0.138,"$3,342.47",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,75600,0,148720,224320,0,0,0,"$3,342.47"
975,612-0070-0133-00,9364 CARDINAL CT,1184,510,1953,08-18-2011,"$129,900",6,3,1,0,116796,WD - Warranty Deed (Conv),1,0.209,"$3,053.79",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,74600,0,130410,205010,0,0,0,"$3,053.79"
986,612-0070-0146-00,4419 VICTOR AVE,1184,510,1953,05-25-2011,"$127,000",5,2,1,0,225314,QE - Quit Claim Deed (EX),1,0.138,"$2,904.67",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,75600,0,119370,194970,0,0,0,"$2,904.67"
987,612-0070-0307-00,9465 HUNTERS CREEK DR,1182,550,1981,07-21-2011,"$106,150",5,2,1,2,23688,WD - Warranty Deed (Conv),1,0.000,"$3,070.86",47.604103,SYCAMORE CSD,61220 - TWIN LAKES CONDO,No,No,No,No,No,Yes,23400,0,176160,199560,0,0,0,"$3,070.86"
988,612-0070-0312-00,9455 HUNTERS CREEK DR,1266,550,1981,07-20-2011,"$120,000",5,2,1,2,264720,WD - Warranty Deed (Conv),1,0.000,"$2,465.76",47.604103,SYCAMORE CSD,61220 - TWIN LAKES CONDO,No,No,No,Yes,No,Yes,23400,0,142100,165500,0,0,0,"$2,465.76"
989,612-0070-0345-00,9468 HUNTERS CREEK DR,1156,550,1985,04-13-2011,"$130,000",5,2,2,1,87254,WD - Warranty Deed (Conv),1,0.000,"$2,765.68",47.604103,SYCAMORE CSD,61220 - TWIN LAKES CONDO,No,No,No,Yes,No,Yes,23400,0,162280,185680,0,0,0,"$2,765.68"
990,612-0070-0395-00,9400 HUNTERS CREEK DR,1083,550,1989,05-19-2011,"$116,500",5,2,2,1,289352,WD - Warranty Deed (Conv),1,0.000,"$3,320.64",47.604103,SYCAMORE CSD,61220 - TWIN LAKES CONDO,No,No,No,Yes,No,Yes,23400,0,199600,223000,0,0,0,"$3,320.64"
991,612-0090-0194-00,9779 TROON CT,1292,550,1982,05-26-2011,"$172,000",5,2,2,1,21304,SV - Survivorship Deed (Conv),1,0.000,"$4,396.34",47.604103,SYCAMORE CSD,61214 - TROON VILLAGE CONDO,No,No,No,Yes,No,Yes,25200,0,270030,295230,0,0,0,"$4,396.34"
992,612-0132-0014-00,5232 HAGEWA DR,1290,510,1954,07-18-2011,"$175,000",6,3,1,0,,QE - Quit Claim Deed (EX),1,0.490,"$3,703.67",47.604103,SYCAMORE CSD,61226 - BLUE ASH 26,No,No,No,Yes,No,Yes,77660,0,171070,248730,0,0,0,"$3,703.67"
993,620-0070-0068-00,9830 UNION CEMETERY RD,1225,510,1954,06-10-2011,"$150,000",6,2,1,0,142205,WD - Warranty Deed (Conv),1,0.681,"$4,961.23",60.666397,LOVELAND CSD,62008 - SYMMES 08,No,No,No,Yes,No,Yes,84320,0,127680,212000,0,0,0,"$4,961.23"
994,620-0070-0201-00,11784 WOODWIND DR,1192,510,1957,07-22-2011,"$164,000",5,3,1,0,148124,WD - Warranty Deed (Conv),1,0.459,"$4,646.89",60.666397,LOVELAND CSD,62007 - SYMMES 07,No,No,No,Yes,No,Yes,38400,0,206420,244820,0,0,0,"$4,646.89"
995,620-0121-0041-00,7949 CAMP RD,1090,510,1865,06-06-2011,"$116,000",6,2,1,0,187662,WD - Warranty Deed (Conv),1,0.237,"$3,225.18",48.377004,INDIAN HILL EVSD,62001 - SYMMES 01,No,Yes,No,No,No,Yes,32750,0,173300,206050,0,0,0,"$3,225.18"
