,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid,ST_NUM,APT_NUM,ST_NAME,new_address,latitude,longitude,num_amount,year,month,missing_house_number,corrected_address,city
58,525-0007-0209-00,"7116 Sanoma Ave, Cincinnati, OH 45243, USA",1042,510,1947,06-05-2014,"$171,000",6,3,1,0,,QE - Quit Claim Deed (EX),1,0.171,"$4,870.02",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,110660,0,129130,239790,0,0,0,"$2,436.75",7116,,Sanoma Ave,7116 Sanoma Ave,39.1913319,-84.35570419999999,171000,2014,6,7116.0,,Cincinnati
59,525-0007-0263-00,"7227 Longfield Dr, Cincinnati, OH 45243, USA",1296,510,1956,05-10-2014,"$130,000",6,3,1,1,219490.0,WD - Warranty Deed (Conv),1,0.22,"$6,219.75",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,131430,0,174560,305990,0,0,0,"$3,114.75",7227,,Longfield Dr,7227 Longfield Dr,39.1939521,-84.352952,130000,2014,5,7227.0,,Cincinnati
60,525-0012-0033-00,"7911 Maple Leaf Dr, Cincinnati, OH 45243, USA",1258,510,1953,05-16-2014,"$171,000",6,3,2,0,144631.0,SV - Survivorship Deed (Conv),1,0.138,"$5,962.86",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,104400,0,188980,293380,0,0,0,"$2,983.17",7911,,Mapleleaf Dr,7911 Mapleleaf Dr,39.2010387,-84.3571284,171000,2014,5,7911.0,,Cincinnati
61,525-0012-0073-00,"7812 Greenbriar Ln, Cincinnati, OH 45243, USA",1149,510,1954,06-11-2014,"$219,000",5,3,1,1,270946.0,WD - Warranty Deed (Conv),1,0.138,"$6,627.58",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,Yes,No,No,No,Yes,104400,0,210600,315000,0,0,0,"$3,317.27",7812,,Greenbriar Ln,7812 Greenbriar Ln,39.2023981,-84.35914319999999,219000,2014,6,7812.0,,Cincinnati
62,525-0012-0170-00,"7939 Miami Ave, Cincinnati, OH 45243, USA",1188,510,1964,06-26-2014,"$186,900",5,2,1,1,255055.0,WD - Warranty Deed (Conv),1,0.276,"$6,213.48",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,152560,0,153440,306000,0,0,0,"$3,108.48",7939,,Miami Ave,7939 Miami Ave,39.2027823,-84.3622351,186900,2014,6,7939.0,,Cincinnati
63,525-0012-0205-00,"7701 Greenbriar Ln, Cincinnati, OH 45243, USA",1260,510,1955,04-08-2014,"$138,000",6,3,1,1,66258.0,WD - Warranty Deed (Conv),2,0.364,"$7,095.98",65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(09),No,No,No,No,Yes,168430,0,168860,337290,0,0,0,"$3,551.47",7701,,Greenbriar Ln,7701 Greenbriar Ln,39.2020989,-84.36112899999999,138000,2014,4,7701.0,,Cincinnati
64,525-0014-0120-00,"6910 Dawson Rd, Cincinnati, OH 45243, USA",1452,510,1948,05-08-2014,"$190,000",8,4,2,1,145445.0,WD - Warranty Deed (Conv),1,0.3,"$6,080.20",65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,No,No,Yes,No,Yes,88200,0,210650,298850,0,0,0,"$3,043.58",6910,,Dawson Rd,6910 Dawson Rd,39.1864787,-84.374268,190000,2014,5,6910.0,,Cincinnati
65,525-0024-0030-00,"5949 Kenwood Rd, Cincinnati, OH 45243, USA",972,510,1952,06-05-2014,"$199,900",6,3,1,1,173026.0,WD - Warranty Deed (Conv),1,0.439,"$5,824.98",65.284164,MADEIRA CSD,52503 - MADEIRA 03,No,No,No,Yes,No,Yes,144420,0,142420,286840,0,0,0,"$2,914.23",5949,,Kenwood Rd,5949 Kenwood Rd,39.1748391,-84.3848615,199900,2014,6,5949.0,,Cincinnati
66,592-0004-0092-00,"330 Oliver Rd, Cincinnati, OH 45215, USA",1282,510,1950,05-22-2014,"$225,000",5,2,2,0,85736.0,WD - Warranty Deed (Conv),1,0.224,"$6,230.32",61.983774,WYOMING CSD,59201 - WYOMING 01,No,No,No,No,No,No,100940,0,212390,313330,0,0,0,"$3,115.16",330,,Oliver Rd,330 Oliver Rd,39.2324897,-84.47888739999999,225000,2014,5,330.0,,Cincinnati
67,592-0006-0008-00,"1070 Oak Ave, Cincinnati, OH 45215, USA",988,510,1963,04-30-2014,"$114,500",6,3,1,0,67180.0,WD - Warranty Deed (Conv),1,0.172,"$4,018.02",61.983774,WYOMING CSD,59218 - WYOMING 18,No,No,No,Yes,No,No,53000,0,156550,209550,0,0,0,"$2,009.01",1070,,Oak Ave,1070 Oak Ave,39.2352722,-84.4673646,114500,2014,4,1070.0,,Cincinnati
68,592-0020-0040-00,"435 W Galbraith Rd, Cincinnati, OH 45215, USA",1080,510,1956,04-22-2014,"$156,250",6,3,2,0,66786.0,EXD - Executors Deed (Conv),2,0.619,"$4,503.36",61.983774,WYOMING CSD,59205 - WYOMING 05,No,No,No,Yes,No,No,82830,0,152100,234930,0,0,0,"$2,251.68",435,,W Galbraith Rd,435 W Galbraith Rd,39.2160173,-84.4921201,156250,2014,4,435.0,,Cincinnati
69,600-0023-0221-00,"8055 Highfield Ct, Cincinnati, OH 45242, USA",1460,550,1980,05-06-2014,"$113,000",7,3,2,1,67500.0,WD - Warranty Deed (Conv),1,0.0,"$3,187.80",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,186230,205530,0,0,0,"$1,596.92",8055,,Highfield Ct,8055 Highfield Ct,39.2636854,-84.3455182,113000,2014,5,8055.0,,Cincinnati
70,600-0030-0168-00,"10869 Ponds Ln, Cincinnati, OH 45242, USA",1458,550,1976,04-30-2014,"$120,000",6,3,2,1,334991.0,WD - Warranty Deed (Conv),1,0.0,"$3,601.52",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,Yes,No,Yes,No,Yes,19300,0,212960,232260,0,0,0,"$1,803.78",10869,,Ponds Ln,10869 Ponds Ln,39.2624299,-84.3419023,120000,2014,4,10869.0,,Cincinnati
71,600-0030-0186-00,"10891 Ponds Ln, Cincinnati, OH 45242, USA",1460,550,1976,05-28-2014,"$100,000",6,3,2,1,,WE - Warranty Deed (EX),1,0.0,"$3,196.12",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,186760,206060,0,0,0,"$1,601.08",10891,,Ponds Ln,10891 Ponds Ln,39.2630443,-84.3423215,100000,2014,5,10891.0,,Cincinnati
72,600-0030-0412-00,"8052 Hetz Dr, Cincinnati, OH 45242, USA",1254,550,1980,06-09-2014,"$109,000",5,2,1,1,69239.0,SV - Survivorship Deed (Conv),1,0.0,"$3,073.30",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,178830,198130,0,0,0,"$1,539.67",8052,,Hetz Dr,8052 Hetz Dr,39.2634984,-84.3458861,109000,2014,6,8052.0,,Cincinnati
73,603-0006-0049-00,"9705 Delray Dr, Cincinnati, OH 45242, USA",1416,510,1952,06-25-2014,"$237,000",5,2,2,0,180543.0,WD - Warranty Deed (Conv),1,0.502,"$4,937.16",55.899522,SYCAMORE CSD,60315 - MONTGOMERY 15,No,No,No,Yes,No,Yes,154080,0,126580,280660,0,0,0,"$2,469.73",9705,,Delray Dr,9705 Delray Dr,39.233036,-84.36896899999999,237000,2014,6,9705.0,,Cincinnati
74,603-0008-0127-00,"9885 Knollbrook Terrace, Cincinnati, OH 45242, USA",1436,510,1959,06-13-2014,"$266,000",6,3,1,1,69755.0,WD - Warranty Deed (Conv),1,0.345,"$5,754.31",55.899522,SYCAMORE CSD,60305 - MONTGOMERY 05,No,No,No,Yes,No,Yes,111710,0,215290,327000,0,0,0,"$2,879.45",9885,,Knollbrook Te,9885 Knollbrook Te,39.2360265,-84.3575116,266000,2014,6,9885.0,,Cincinnati
75,603-0009-0040-00,"8160 Hopewell Rd, Cincinnati, OH 45242, USA",1385,510,1956,05-27-2014,"$205,000",7,3,2,1,280148.0,WD - Warranty Deed (Conv),1,0.459,"$5,613.63",55.899522,SYCAMORE CSD,60308 - MONTGOMERY 08,No,No,No,Yes,No,Yes,201760,0,117240,319000,0,0,0,"$2,809.11",8160,,Hopewell Rd,8160 Hopewell Rd,39.2438789,-84.34338,205000,2014,5,8160.0,,Cincinnati
76,603-0022-0029-00,"5305 Cooper Rd, Blue Ash, OH 45242, USA",1392,550,1995,04-24-2014,"$117,000",5,2,2,0,209541.0,WD - Warranty Deed (Conv),1,0.0,"$4,175.61",55.899522,SYCAMORE CSD,60321 - COOPER CREEK CONDO,No,No,No,Yes,No,Yes,25000,0,212380,237380,0,0,0,"$2,088.72",5305,,E Cooper Rd,5305 E Cooper Rd,39.22809609999999,-84.37193429999999,117000,2014,4,5305.0,,Blue Ash
77,612-0010-0136-00,"8876 Brittany Dr, Cincinnati, OH 45242, USA",1107,510,1962,04-01-2014,"$122,000",5,2,1,0,207185.0,WD - Warranty Deed (Conv),1,0.193,"$3,768.16",47.604103,SYCAMORE CSD,61223 - BLUE ASH 23,No,No,No,Yes,No,Yes,51060,0,202190,253250,0,0,0,"$1,885.59",8876,,Brittany Dr,8876 Brittany Dr,39.2193512,-84.3805273,122000,2014,4,8876.0,,Cincinnati
78,612-0020-0021-00,"5700 Donjoy Dr, Cincinnati, OH 45242, USA",1489,510,1955,04-30-2014,"$151,250",5,2,2,0,67239.0,WD - Warranty Deed (Conv),1,0.554,"$4,761.79",47.604103,SYCAMORE CSD,61201 - BLUE ASH 01,No,No,No,Yes,No,Yes,71140,0,248730,319870,0,0,0,"$2,383.92",5700,,Donjoy Dr,5700 Donjoy Dr,39.219505,-84.372379,151250,2014,4,5700.0,,Cincinnati
79,612-0030-0357-00,"5000 Doughman Ct, Cincinnati, OH 45242, USA",1092,510,1958,04-10-2014,"$155,000",6,3,1,1,66385.0,WD - Warranty Deed (Conv),1,0.234,"$3,659.49",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,105840,0,139900,245740,0,0,0,"$1,832.77",5000,,Doughman Ct,5000 Doughman Ct,39.2277182,-84.3731593,155000,2014,4,5000.0,,Cincinnati
80,612-0040-0320-00,"4850 Myrtle Ave, Cincinnati, OH 45242, USA",1342,510,1935,04-25-2014,"$197,000",6,3,3,0,173062.0,WD - Warranty Deed (Conv),1,0.137,"$4,066.95",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,75600,0,197430,273030,0,0,0,"$2,036.50",4850,,Myrtle Ave,4850 Myrtle Ave,39.2321216,-84.3746117,197000,2014,4,4850.0,,Cincinnati
81,612-0040-0403-00,"9480 Wynnecrest Dr, Cincinnati, OH 45242, USA",1064,510,1958,05-06-2014,"$145,000",8,3,2,0,67509.0,WD - Warranty Deed (Conv),1,0.212,"$2,495.14",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,Yes,Yes,No,Yes,94250,0,126350,220600,0,0,0,"$1,249.08",9480,,Wynnecrest Dr,9480 Wynnecrest Dr,39.2290862,-84.372995,145000,2014,5,9480.0,,Cincinnati
82,612-0040-0416-00,"4981 Ridgecrest Dr, Cincinnati, OH 45242, USA",1064,510,1958,06-24-2014,"$185,000",6,3,1,1,325547.0,WD - Warranty Deed (Conv),1,0.258,"$4,837.81",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,YES(09),No,No,Yes,No,Yes,84080,0,240920,325000,0,0,0,"$2,421.93",4981,,Ridgecrest Dr,4981 Ridgecrest Dr,39.2280776,-84.3738984,185000,2014,6,4981.0,,Cincinnati
83,612-0060-0060-00,"4564 Ellman Ave, Cincinnati, OH 45242, USA",1184,510,1956,05-01-2014,"$147,300",7,3,2,0,259442.0,WD - Warranty Deed (Conv),1,0.148,"$3,719.74",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,76000,0,174000,250000,0,0,0,"$1,861.38",4564,,Ellman Ave,4564 Ellman Ave,39.2273286,-84.38388599999999,147300,2014,5,4564.0,,Cincinnati
84,612-0060-0107-00,"4534 Leslie Ave, Cincinnati, OH 45242, USA",1221,510,1951,05-13-2014,"$128,500",6,3,1,0,67990.0,WD - Warranty Deed (Conv),1,0.176,"$3,026.11",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,84000,0,119060,203060,0,0,0,"$1,516.08",4534,,Leslie Ave,4534 Leslie Ave,39.2263577,-84.38425029999999,128500,2014,5,4534.0,,Cincinnati
85,612-0060-0364-00,"4675 Belleview Ave, Cincinnati, OH 45242, USA",1269,510,1940,04-07-2014,"$120,000",6,3,2,0,66146.0,WD - Warranty Deed (Conv),1,0.368,"$3,557.49",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,YES(14),No,No,Yes,No,Yes,104330,0,134260,238590,0,0,0,"$1,781.77",4675,,Belleview Ave,4675 Belleview Ave,39.22213319999999,-84.38071459999999,120000,2014,4,4675.0,,Cincinnati
86,612-0070-0062-00,"9415 Raven Ln, Cincinnati, OH 45242, USA",1440,510,1953,05-30-2014,"$150,000",6,4,2,0,221055.0,WD - Warranty Deed (Conv),1,0.144,"$4,185.57",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,77620,0,202990,280610,0,0,0,"$2,095.81",9415,,Raven Ln,9415 Raven Ln,39.2291759,-84.38744799999999,150000,2014,5,9415.0,,Cincinnati
87,612-0070-0325-00,"9327 Hunters Creek Dr, Blue Ash, OH 45242, USA",1182,550,1983,05-08-2014,"$103,200",5,2,2,1,146372.0,WD - Warranty Deed (Conv),1,0.0,"$2,967.42",47.604103,SYCAMORE CSD,61220 - TWIN LAKES CONDO,No,No,No,Yes,No,Yes,23400,0,175850,199250,0,0,0,"$1,484.92",9327,,Hunters Creek Dr,9327 Hunters Creek Dr,39.2269711,-84.38977779999999,103200,2014,5,9327.0,,Blue Ash
88,612-0070-0399-00,"9328 Hunters Creek Dr, Blue Ash, OH 45242, USA",1156,550,1989,05-19-2014,"$125,000",5,2,2,1,217441.0,WD - Warranty Deed (Conv),1,0.0,"$2,765.46",47.604103,SYCAMORE CSD,61220 - TWIN LAKES CONDO,No,No,No,Yes,No,Yes,23400,0,162270,185670,0,0,0,"$1,383.94",9328,,Hunters Creek Dr,9328 Hunters Creek Dr,39.2268203,-84.3878289,125000,2014,5,9328.0,,Blue Ash
89,612-0090-0227-00,"9750 Troon Ct #3b, Sharonville, OH 45241, USA",1296,550,1993,04-08-2014,"$290,000",5,2,2,1,66254.0,TR - Trustees Deed (Conv),1,0.0,"$5,280.82",47.604103,SYCAMORE CSD,61242 - TROON VILLAGE TOWNHOME CONDO,No,No,Yes,Yes,No,Yes,45000,0,336580,381580,0,0,0,"$2,641.62",9750,3B,Troon Ct,9750 Troon Ct 3B,39.2371205,-84.3969719,290000,2014,4,9750.0,,Sharonville
90,612-0100-0048-00,"9561 Waxwing Dr, Cincinnati, OH 45241, USA",1056,510,1954,06-12-2014,"$159,000",6,3,1,0,88768.0,QU - Quit Claim Deed (Conv),1,0.932,"$3,428.43",47.604103,SYCAMORE CSD,61205 - BLUE ASH 05,No,No,No,Yes,No,Yes,73790,0,156390,230180,0,0,0,"$1,717.24",9561,,Waxwing Dr,9561 Waxwing Dr,39.234747,-84.409151,159000,2014,6,9561.0,,Cincinnati
91,612-0121-0099-00,"9833 Timbers Dr, Cincinnati, OH 45242, USA",1159,555,1982,05-28-2014,"$117,500",5,2,1,1,68695.0,WD - Warranty Deed (Conv),1,0.014,"$2,965.72",47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,Yes,No,Yes,28000,0,171270,199270,0,0,0,"$1,484.07",9833,,Timbers Dr,9833 Timbers Dr,39.2388409,-84.39555059999999,117500,2014,5,9833.0,,Cincinnati
92,612-0131-0113-00,"5029 Twinbrook Ct, Cincinnati, OH 45242, USA",1092,510,1955,04-30-2014,"$195,000",6,3,2,0,280257.0,QE - Quit Claim Deed (EX),1,0.587,"$3,458.15",47.604103,SYCAMORE CSD,61226 - BLUE ASH 26,No,No,No,Yes,No,Yes,71550,0,160670,232220,0,0,0,"$1,732.10",5029,,Twinbrook Ct,5029 Twinbrook Ct,39.24415,-84.374563,195000,2014,4,5029.0,,Cincinnati
93,612-0140-0256-00,"5720 Old Pfeiffer Ln, Blue Ash, OH 45242, USA",1404,510,1953,04-29-2014,"$157,750",5,2,1,0,67098.0,WD - Warranty Deed (Conv),1,0.496,"$4,164.97",47.604103,SYCAMORE CSD,61209 - BLUE ASH 09,No,No,No,Yes,No,Yes,72000,0,207740,279740,0,0,0,"$2,085.51",5720,,Old Pfeiffer Ln,5720 Old Pfeiffer Ln,39.25039290000001,-84.3692587,157750,2014,4,5720.0,,Blue Ash
94,612-0140-0388-00,"5055 Brasher Ave, Cincinnati, OH 45242, USA",1144,510,1975,06-12-2014,"$179,000",6,3,2,1,304723.0,WD - Warranty Deed (Conv),1,0.221,"$5,310.49",47.604103,SYCAMORE CSD,61209 - BLUE ASH 09,YES(04),No,No,No,No,Yes,47880,0,297120,345000,0,0,0,"$2,658.27",5055,,Brasher Ave,5055 Brasher Ave,39.2568864,-84.3730771,179000,2014,6,5055.0,,Cincinnati
95,612-0140-0429-00,"5341 Hickory Trail Ln, Cincinnati, OH 45242, USA",1387,555,1982,06-26-2014,"$194,000",6,3,3,0,70491.0,WD - Warranty Deed (Conv),1,0.053,"$3,779.04",47.604103,SYCAMORE CSD,61227 - HICKORY RIDGE LANDO,No,No,No,Yes,No,Yes,40500,0,213500,254000,0,0,0,"$3,779.04",5341,,Hickory Trail Ln,5341 Hickory Trail Ln,39.2512063,-84.37198839999999,194000,2014,6,5341.0,,Cincinnati
96,612-0180-0123-00,"10755 Fallsington Ct, Cincinnati, OH 45242, USA",1249,555,1984,06-20-2014,"$140,900",6,3,1,2,276830.0,SE - Survivorship Deed (EX),2,0.026,"$3,360.64",47.604103,SYCAMORE CSD,61236 - SYCAMORE VILLAGE LANDO,No,No,No,Yes,No,Yes,30000,0,195890,225890,0,0,0,"$1,681.53",10755,,Fallsington Ct,10755 Fallsington Ct,39.257028,-84.360726,140900,2014,6,10755.0,,Cincinnati
97,612-0190-0571-00,"11136 Centennial Ave, Cincinnati, OH 45242, USA",1383,510,1936,06-05-2014,"$142,500",7,4,2,1,313569.0,WD - Warranty Deed (Conv),1,0.151,"$4,094.45",47.604103,SYCAMORE CSD,61210 - BLUE ASH 10,No,No,No,Yes,No,Yes,41180,0,233820,275000,0,0,0,"$2,050.25",11136,,Centennial Ave,11136 Centennial Ave,39.267511,-84.36777959999999,142500,2014,6,11136.0,,Cincinnati
98,620-0190-0412-00,"9124 Dominion Cir, Cincinnati, OH 45249, USA",1376,550,1984,06-02-2014,"$102,335",5,2,2,2,307879.0,WE - Warranty Deed (EX),1,0.0,"$3,777.74",53.799505,SYCAMORE CSD,62013 - SYCAMORE STATION CONDO,No,No,No,No,No,Yes,24700,0,191920,216620,0,0,0,"$3,777.74",9124,,Dominion Cr,9124 Dominion Cr,39.2885247,-84.30745739999999,102335,2014,6,9124.0,,Cincinnati
99,620-0190-0416-00,"9132 Dominion Cir, Cincinnati, OH 45249, USA",1232,550,1984,04-25-2014,"$118,000",6,2,2,1,337205.0,WD - Warranty Deed (Conv),1,0.0,"$3,276.92",53.799505,SYCAMORE CSD,62013 - SYCAMORE STATION CONDO,No,No,No,Yes,No,Yes,24700,0,169410,194110,0,0,0,"$1,641.48",9132,,Dominion Cr,9132 Dominion Cr,39.2886798,-84.3083381,118000,2014,4,9132.0,,Cincinnati
100,620-0190-0816-00,"12012 Maxim Ave, Cincinnati, OH 45249, USA",1445,550,1997,06-23-2014,"$112,000",5,3,2,0,70279.0,WD - Warranty Deed (Conv),1,0.0,"$4,198.60",53.799505,SYCAMORE CSD,62036 - VILLAS OF ROYAL POINT CONDO,No,No,No,No,No,Yes,40600,0,200210,240810,0,0,0,"$2,102.32",12012,,Maxim Ave,12012 Maxim Ave,39.2900374,-84.3107024,112000,2014,6,12012.0,,Cincinnati
101,620-0190-0849-00,"12034 Maxim Ave, Cincinnati, OH 45249, USA",1383,550,1999,06-20-2014,"$132,500",5,3,2,0,297762.0,WD - Warranty Deed (Conv),1,0.0,"$4,050.10",53.799505,SYCAMORE CSD,62036 - VILLAS OF ROYAL POINT CONDO,No,No,No,Yes,No,Yes,40600,0,199400,240000,0,0,0,"$2,028.07",12034,,Maxim Ave,12034 Maxim Ave,39.2901333,-84.30939289999999,132500,2014,6,12034.0,,Cincinnati
102,620-0204-0063-00,"11706 Vauk Valley Ln, Cincinnati, OH 45249, USA",1292,550,1984,06-21-2014,"$105,000",6,2,1,1,240226.0,WD - Warranty Deed (Conv),1,0.0,"$2,865.62",53.799505,SYCAMORE CSD,62012 - SYCAMORE GLEN CONDO,No,No,No,Yes,No,Yes,36000,0,133500,169500,0,0,0,"$1,435.83",11706,,Vaukvalley Ln,11706 Vaukvalley Ln,39.2832671,-84.3182259,105000,2014,6,11706.0,,Cincinnati
103,620-0210-0530-00,"11521 Symmes Gate Ln, Cincinnati, OH 45249, USA",1333,550,1985,04-10-2014,"$132,000",6,2,3,1,118428.0,WD - Warranty Deed (Conv),1,0.0,"$3,342.38",53.799505,SYCAMORE CSD,62028 - SYMMES GATE CONDO,No,No,No,Yes,No,Yes,30100,0,167880,197980,0,0,0,"$1,674.21",11521,,Symmes Gate Ln,11521 Symmes Gate Ln,39.2774225,-84.3264612,132000,2014,4,11521.0,,Cincinnati
104,620-0210-0549-00,"11532 Symmes Gate Ln, Cincinnati, OH 45249, USA",1333,550,1986,04-29-2014,"$134,750",6,2,2,2,67130.0,WD - Warranty Deed (Conv),1,0.0,"$3,041.88",53.799505,SYCAMORE CSD,62028 - SYMMES GATE CONDO,YES(24),No,Yes,Yes,No,Yes,30100,0,176560,206660,0,0,0,"$1,523.96",11532,,Symmes Gate Ln,11532 Symmes Gate Ln,39.2772161,-84.32608069999999,134750,2014,4,11532.0,,Cincinnati
105,525-0001-0072-00,"7529 Juler Ave, Cincinnati, OH 45243, USA",811,510,1940,05-22-2015,"$152,500",4,2,2,0,243576.0,WD - Warranty Deed (Conv),1,0.189,"$5,713.34",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,103010,0,177990,281000,0,0,0,"$2,860.15",7529,,Juler Ave,7529 Juler Ave,39.198148,-84.36121849999999,152500,2015,5,7529.0,,Cincinnati
106,525-0001-0196-00,"7290 Rita Ln, Cincinnati, OH 45243, USA",864,510,1950,06-30-2015,"$134,000",5,2,1,0,168658.0,FD - Fiduciary Deed (Conv),1,0.187,"$4,888.58",65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(16),No,No,Yes,No,Yes,123770,0,116940,240710,0,0,0,"$2,446.03",7290,,Rita Ln,7290 Rita Ln,39.1976431,-84.35572859999999,134000,2015,6,7290.0,,Cincinnati
107,525-0001-0300-00,"7239 Berwood Dr, Cincinnati, OH 45243, USA",1075,510,1953,05-28-2015,"$125,000",5,3,1,0,221967.0,WD - Warranty Deed (Conv),1,0.186,"$5,521.74",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,122500,0,149400,271900,0,0,0,"$2,762.61",7239,,Berwood Dr,7239 Berwood Dr,39.1937179,-84.3589903,125000,2015,5,7239.0,,Cincinnati
108,525-0007-0056-00,"7252 Osceola Dr, Cincinnati, OH 45243, USA",1088,510,1948,05-27-2015,"$100,000",7,3,1,0,329456.0,WD - Warranty Deed (Conv),1,0.161,"$5,577.67",65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(16),No,No,No,No,Yes,113680,0,151220,264900,0,0,0,"$2,793.71",7252,,Osceola Dr,7252 Osceola Dr,39.1941054,-84.35360930000002,100000,2015,5,7252.0,,Cincinnati
109,525-0007-0056-00,"7252 Osceola Dr, Cincinnati, OH 45243, USA",1088,510,1948,05-27-2015,"$111,900",7,3,1,0,329456.0,WD - Warranty Deed (Conv),1,0.161,"$5,577.67",65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(16),No,No,No,No,Yes,113680,0,151220,264900,0,0,0,"$2,793.71",7252,,Osceola Dr,7252 Osceola Dr,39.1941054,-84.35360930000002,111900,2015,5,7252.0,,Cincinnati
110,525-0007-0203-00,"7203 Osceola Dr, Cincinnati, OH 45243, USA",838,510,1948,04-30-2015,"$102,500",5,3,1,0,84675.0,WD - Warranty Deed (Conv),1,0.126,"$4,903.64",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,No,Yes,96050,0,137080,233130,0,0,0,"$2,453.56",7203,,Osceola Dr,7203 Osceola Dr,39.1909582,-84.35467729999999,102500,2015,4,7203.0,,Cincinnati
111,525-0007-0211-00,"8006 Euclid Ave, Cincinnati, OH 45243, USA",1440,510,1928,06-10-2015,"$205,000",7,3,2,0,86977.0,WD - Warranty Deed (Conv),1,0.182,"$5,986.88",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,120580,0,173590,294170,0,0,0,"$2,996.92",8006,,Euclid Ave,8006 Euclid Ave,39.1908725,-84.35541669999999,205000,2015,6,8006.0,,Cincinnati
112,525-0007-0295-00,"7245 Longfield Dr, Cincinnati, OH 45243, USA",1299,510,1958,04-06-2015,"$227,600",6,3,2,1,301955.0,WD - Warranty Deed (Conv),1,0.221,"$6,240.05",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,131430,0,175570,307000,0,0,0,"$3,124.90",7245,,Longfield Dr,7245 Longfield Dr,39.1954442,-84.3528288,227600,2015,4,7245.0,,Cincinnati
113,525-0010-0158-00,"7909 Locust Ln, Cincinnati, OH 45243, USA",1258,510,1953,04-14-2015,"$204,900",6,4,1,0,325903.0,WD - Warranty Deed (Conv),1,0.164,"$7,554.64",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,Yes,No,Yes,No,Yes,113680,0,258400,372080,0,0,0,"$3,779.06",7909,,Locust Ln,7909 Locust Ln,39.1992327,-84.35750499999999,204900,2015,4,7909.0,,Cincinnati
114,525-0012-0002-00,"7621 Miami Ave, Cincinnati, OH 45243, USA",1410,510,1954,06-23-2015,"$227,900",7,3,1,1,218998.0,WD - Warranty Deed (Conv),1,0.453,"$9,053.97",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,168900,0,276750,445650,0,0,0,"$4,531.86",7621,,Miami Ave,7621 Miami Ave,39.2018976,-84.3623583,227900,2015,6,7621.0,,Cincinnati
115,525-0012-0075-00,"7816 Greenbriar Ln, Cincinnati, OH 45243, USA",1258,510,1954,06-01-2015,"$166,500",6,3,2,0,86253.0,WD - Warranty Deed (Conv),1,0.138,"$5,419.10",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,104400,0,162460,266860,0,0,0,"$2,711.29",7816,,Greenbriar Ln,7816 Greenbriar Ln,39.2023833,-84.3587931,166500,2015,6,7816.0,,Cincinnati
