,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid,st_num,apt_num,street,new_address,formatted_address,longitude,latitude,num_amount,year,month,missing_house_number,city
58,523-0005-0033-00,3900 Southern Ave,961,510,1932,04-01-2010,"$136,500",5,2,2,0,103343.0,WD - Warranty Deed (Conv),1,0.125,"$4,168.06",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,62770,0,112440,175210,0,0,0,"$2,086.06",3900,,Southern Ave,3900 Southern Ave,"3900 Southern Ave, Cincinnati, OH 45227, USA",-84.39491939999999,39.1448562,136500,2010,4,3900,
59,523-0005-0080-00,3711 Germania Ave,992,510,1925,06-07-2010,"$132,000",7,2,2,0,195196.0,WD - Warranty Deed (Conv),1,0.121,"$4,868.17",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,No,No,Yes,59000,0,132610,191610,0,0,0,"$2,513.15",3711,,Germania Ave,3711 Germania Ave,"3711 Germania St, Cincinnati, OH 45227, USA",-84.3914301,39.1427027,132000,2010,6,3711,
60,523-0006-0308-00,3803 Carlton Ave,1274,510,1960,05-18-2010,"$155,000",6,3,1,1,,SE - Survivorship Deed (EX),1,0.113,"$4,817.93",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,57530,0,144820,202350,0,0,0,"$2,413.03",3803,,Carlton Ave,3803 Carlton Ave,"3803 Carlton Ave, Cincinnati, OH 45227, USA",-84.3885975,39.1451601,155000,2010,5,3803,
61,523-0006-0401-00,3810 Camden Ave,1172,510,1935,05-03-2010,"$128,500",7,3,1,0,108390.0,WD - Warranty Deed (Conv),1,0.113,"$4,670.29",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,57530,0,138390,195920,0,0,0,"$2,339.21",3810,,Camden Ave,3810 Camden Ave,"3810 Camden Ave, Cincinnati, OH 45227, USA",-84.38728379999999,39.1459479,128500,2010,5,3810,
62,523-0007-0177-00,5768 Nightingale Ct,962,510,1963,05-04-2010,"$119,000",6,3,1,0,192032.0,SE - Survivorship Deed (EX),1,0.3,"$4,476.41",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,Yes,Yes,No,Yes,79550,0,134850,214400,0,0,0,"$2,242.27",5768,,Nightingale Ct,5768 Nightingale Ct,"5768 Nightingale Ct, Cincinnati, OH 45227, USA",-84.3971361,39.1435848,119000,2010,5,5768,
63,525-0001-0233-00,7262 Thomas Dr,832,510,1951,06-10-2010,"$168,900",4,2,1,0,69839.0,WD - Warranty Deed (Conv),1,0.192,"$5,478.98",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,123770,0,145730,269500,0,0,0,"$2,742.97",7262,,Thomas Dr,7262 Thomas Dr,"7262 Thomas Dr, Cincinnati, OH 45243, USA",-84.35709500000002,39.195449,168900,2010,6,7262,
64,525-0001-0264-00,7228 Thomas Dr,1359,510,1951,06-09-2010,"$175,000",7,4,2,0,7260.0,LW - Limited Warrant Deed (Conv),1,0.189,"$6,518.50",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,123770,0,197080,320850,0,0,0,"$3,262.73",7228,,Thomas Dr,7228 Thomas Dr,"7228 Thomas Dr, Madeira, OH 45243, USA",-84.35728569999999,39.1926434,175000,2010,6,7228,
65,525-0001-0278-00,7107 Thomas Dr,1239,510,1952,05-26-2010,"$197,950",6,3,2,0,6415.0,WD - Warranty Deed (Conv),1,0.212,"$7,200.94",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,130150,0,224330,354480,0,0,0,"$7,200.94",7107,,Thomas Dr,7107 Thomas Dr,"7107 Thomas Dr, Cincinnati, OH 45243, USA",-84.3575116,39.1918243,197950,2010,5,7107,
66,525-0001-0326-00,7269 Berwood Dr,1075,510,1953,06-09-2010,"$177,000",8,3,2,0,121139.0,WD - Warranty Deed (Conv),1,0.186,"$5,913.72",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,122500,0,168530,291030,0,0,0,"$2,960.34",7269,,Berwood Dr,7269 Berwood Dr,"7269 Berwood Dr, Madeira, OH 45243, USA",-84.3587372,39.1962215,177000,2010,6,7269,
67,525-0001-0368-00,7262 Jethve Ln,1092,510,1954,05-06-2010,"$104,000",5,2,1,0,200246.0,WD - Warranty Deed (Conv),1,0.186,"$6,244.82",65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(10),No,No,Yes,No,Yes,122500,0,184870,307370,0,0,0,"$3,125.89",7262,,Jethve Ln,7262 Jethve Ln,"7262 Jethve Ln, Madeira, OH 45243, USA",-84.3594222,39.1955859,104000,2010,5,7262,
68,525-0001-0416-00,7245 Jethve Ln,1041,510,1954,04-05-2010,"$117,000",5,2,2,0,217959.0,WD - Warranty Deed (Conv),1,0.186,"$5,870.80",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,122500,0,166430,288930,0,0,0,"$2,938.88",7245,,Jethve Ln,7245 Jethve Ln,"7245 Jethve Ln, Madeira, OH 45243, USA",-84.3600993,39.194298,117000,2010,4,7245,
69,525-0003-0106-00,7141 Wallace Ave,1258,510,1950,04-23-2010,"$177,000",5,3,2,0,160682.0,WD - Warranty Deed (Conv),1,0.193,"$6,001.26",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,123770,0,171590,295360,0,0,0,"$3,002.37",7141,,Wallace Ave,7141 Wallace Ave,"7141 Wallace Ave, Cincinnati, OH 45243, USA",-84.36580819999999,39.1906462,177000,2010,4,7141,
70,525-0003-0118-00,7025 Wallace Ave,1154,510,1940,05-28-2010,"$164,000",7,4,1,1,325264.0,QE - Quit Claim Deed (EX),1,0.161,"$6,220.82",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,112520,0,193480,306000,0,0,0,"$3,113.89",7025,,Wallace Ave,7025 Wallace Ave,"7025 Wallace Ave, Cincinnati, OH 45243, USA",-84.3659725,39.1888724,164000,2010,5,7025,
71,525-0004-0067-00,6825 Esther Ln,1308,510,1948,05-11-2010,"$133,100",7,4,1,1,5539.0,WD - Warranty Deed (Conv),1,0.106,"$5,098.22",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,89320,0,161580,250900,0,0,0,"$2,550.85",6825,,Esther Ln,6825 Esther Ln,"6825 Esther Ln, Cincinnati, OH 45243, USA",-84.3649389,39.1832453,133100,2010,5,6825,
72,525-0007-0112-00,7233 Osceola Dr,1211,510,1948,06-01-2010,"$163,000",6,3,2,0,243948.0,WD - Warranty Deed (Conv),1,0.183,"$6,097.99",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,116000,0,184000,300000,0,0,0,"$3,053.87",7233,,Osceola Dr,7233 Osceola Dr,"7233 Osceola Dr, Cincinnati, OH 45243, USA",-84.3542665,39.1929224,163000,2010,6,7233,
73,525-0007-0211-00,8006 Euclid Ave,1440,510,1928,05-11-2010,"$167,000",7,3,2,0,86977.0,WD - Warranty Deed (Conv),1,0.182,"$5,986.88",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,120580,0,173590,294170,0,0,0,"$2,996.92",8006,,Euclid Ave,8006 Euclid Ave,"8006 Euclid Ave, Cincinnati, OH 45243, USA",-84.35541669999999,39.1908725,167000,2010,5,8006,
74,525-0007-0248-00,8180 Camargo Rd,1326,510,1955,06-18-2010,"$114,000",5,3,1,1,,WE - Warranty Deed (EX),1,0.489,"$7,633.58",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,170400,0,204690,375090,0,0,0,"$3,820.27",8180,,Camargo Rd,8180 Camargo Rd,"8180 Camargo Rd, Cincinnati, OH 45243, USA",-84.3506105,39.1931503,114000,2010,6,8180,
75,525-0007-0317-00,7256 Longfield Dr,1144,510,1961,04-23-2010,"$164,000",6,3,2,0,239714.0,WD - Warranty Deed (Conv),1,0.245,"$6,501.88",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,136530,0,183470,320000,0,0,0,"$3,254.42",7256,,Longfield Dr,7256 Longfield Dr,"7256 Longfield Dr, Cincinnati, OH 45243, USA",-84.3521408,39.196224,164000,2010,4,7256,
76,525-0008-0123-00,7330 S Timberlane Dr,1394,510,1943,04-23-2010,"$190,000",7,3,2,0,123920.0,WE - Warranty Deed (EX),1,0.285,"$6,783.10",65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,Yes,No,No,No,Yes,115280,0,207100,322380,0,0,0,"$3,395.03",7330,,S Timberlane Dr,7330 S Timberlane Dr,"7330 S Timberlane Dr, Cincinnati, OH 45243, USA",-84.36708139999999,39.194514,190000,2010,4,7330,
77,525-0009-0026-00,7301 S Mingo Ln,1128,510,1954,04-20-2010,"$115,000",5,2,1,1,12085.0,WD - Warranty Deed (Conv),1,0.384,"$5,308.44",65.284164,MADEIRA CSD,52502 - MADEIRA 02,YES(11),No,Yes,Yes,No,Yes,170720,0,116760,287480,0,0,0,"$2,655.96",7301,,S Mingo Ln,7301 S Mingo Ln,"7301 S Mingo Ln, Cincinnati, OH 45243, USA",-84.3676974,39.1976615,115000,2010,4,7301,
78,525-0010-0026-00,7800 Tances Dr,1405,510,1952,05-12-2010,"$145,000",6,3,3,0,242634.0,WD - Warranty Deed (Conv),1,0.329,"$7,216.72",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,162050,0,192950,355000,0,0,0,"$3,611.84",7800,,Tances Dr,7800 Tances Dr,"7800 Tances Dr, Madeira, OH 45243, USA",-84.36058489999999,39.2008057,145000,2010,5,7800,
79,525-0010-0026-00,7800 Tances Dr,1405,510,1952,05-12-2010,"$155,000",6,3,3,0,242634.0,WD - Warranty Deed (Conv),1,0.329,"$7,216.72",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,162050,0,192950,355000,0,0,0,"$3,611.84",7800,,Tances Dr,7800 Tances Dr,"7800 Tances Dr, Madeira, OH 45243, USA",-84.36058489999999,39.2008057,155000,2010,5,7800,
80,525-0010-0052-00,7801 Dee St,1097,510,1952,06-24-2010,"$157,500",5,2,1,0,329811.0,WD - Warranty Deed (Conv),1,0.175,"$5,722.74",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,Yes,No,No,No,Yes,111360,0,160750,272110,0,0,0,"$2,863.11",7801,,Dee St,7801 Dee St,"7801 Dee St, Madeira, OH 45243, USA",-84.3605431,39.198496,157500,2010,6,7801,
81,525-0016-0084-00,6669 Apache Cr,1323,510,1958,05-19-2010,"$212,500",7,3,2,0,249066.0,WD - Warranty Deed (Conv),1,0.292,"$6,559.06",65.284164,MADEIRA CSD,52515 - MADEIRA 15,No,No,No,Yes,No,Yes,137900,0,185100,323000,0,0,0,"$3,281.27",6669,,Apache Cr,6669 Apache Cr,"6669 Apache Cir, Cincinnati, OH 45243, USA",-84.3785795,39.1825963,212500,2010,5,6669,
82,527-0020-0038-00,6908 Thorndike Rd,1411,510,1941,06-08-2010,"$196,000",7,3,1,0,312917.0,WE - Warranty Deed (EX),1,0.122,"$8,563.08",71.219499,MARIEMONT CSD,52704 - MARIEMONT 04,No,No,No,No,No,Yes,196250,0,176250,372500,0,0,0,"$4,283.57",6908,,Thorndike Rd,6908 Thorndike Rd,"6908 Thorndike Rd, Cincinnati, OH 45227, USA",-84.3751303,39.1469428,196000,2010,6,6908,
83,527-0020-0305-00,3837 Petoskey Ave,1188,510,1939,06-03-2010,"$165,500",5,2,1,0,174842.0,WD - Warranty Deed (Conv),1,0.113,"$5,144.20",71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,No,No,Yes,100040,0,123680,223720,0,0,0,"$2,574.13",3837,,Petoskey Ave,3837 Petoskey Ave,"3837 Petoskey Ave, Cincinnati, OH 45227, USA",-84.3696276,39.145948,165500,2010,6,3837,
84,527-0020-0329-00,3720 Petoskey Ave,1336,510,1928,06-28-2010,"$262,500",7,3,2,1,135572.0,WD - Warranty Deed (Conv),1,0.176,"$8,119.15",71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,Yes,No,Yes,151580,0,213580,365160,0,0,0,"$4,063.64",3720,,Petoskey Ave,3720 Petoskey Ave,"3720 Petoskey Ave, Cincinnati, OH 45227, USA",-84.36938119999999,39.1438289,262500,2010,6,3720,
85,527-0020-0347-00,3713 Pocahontas Ave,1323,510,1940,05-03-2010,"$198,000",7,4,2,0,301117.0,WE - Warranty Deed (EX),1,0.174,"$7,179.90",71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,No,No,Yes,151580,0,160750,312330,0,0,0,"$3,591.98",3713,,Pocahontas Ave,3713 Pocahontas Ave,"3713 Pocahontas Ave, Cincinnati, OH 45227, USA",-84.3687652,39.1433534,198000,2010,5,3713,
86,527-0020-0351-00,3721 Pocahontas Ave,1292,510,1951,05-10-2010,"$182,500",6,3,1,1,5435.0,WD - Warranty Deed (Conv),1,0.174,"$6,921.73",71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,Yes,No,Yes,151580,0,159760,311340,0,0,0,"$3,464.93",3721,,Pocahontas Ave,3721 Pocahontas Ave,"3721 Pocahontas Ave, Cincinnati, OH 45227, USA",-84.3687137,39.1439274,182500,2010,5,3721,
87,527-0020-0372-00,7101 Wooster Pk,1089,510,1925,05-17-2010,"$162,500",5,2,1,1,5891.0,WD - Warranty Deed (Conv),1,0.164,"$3,358.06",71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,Yes,No,Yes,15170,0,135780,150950,0,0,0,"$1,681.06",7101,,Wooster Pk,7101 Wooster Pk,"7101 Wooster Pike, Cincinnati, OH 45227, USA",-84.3681902,39.14433870000001,162500,2010,5,7101,
88,527-0020-0511-00,7032 Hiawatha Ave,1404,510,1939,04-23-2010,"$183,900",6,3,1,1,4453.0,FD - Fiduciary Deed (Conv),2,0.177,"$6,495.10",71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,Yes,No,Yes,151580,0,140750,292330,0,0,0,"$3,249.58",7032,,Hiawatha Ave,7032 Hiawatha Ave,"7032 Hiawatha Ave, Cincinnati, OH 45227, USA",-84.3677314,39.1459012,183900,2010,4,7032,
89,527-0030-0186-00,4005 Lytle Woods Pl,1404,510,1946,05-19-2010,"$224,300",6,3,2,0,6039.0,WD - Warranty Deed (Conv),1,0.157,"$6,626.02",71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,YES(00),No,No,Yes,No,Yes,144140,0,153830,297970,0,0,0,"$3,315.04",4005,,Lytle Woods Pl,4005 Lytle Woods Pl,"4005 Lytle Woods Pl, Cincinnati, OH 45227, USA",-84.37064629999999,39.1478228,224300,2010,5,4005,
90,527-0040-0110-00,3732 Settle Rd,1263,510,1938,05-17-2010,"$218,000",8,3,2,0,218671.0,WE - Warranty Deed (EX),1,0.124,"$8,100.94",71.219499,MARIEMONT CSD,52705 - MARIEMONT 05,No,No,No,No,No,Yes,143550,0,208860,352410,0,0,0,"$8,100.94",3732,,Settle Rd,3732 Settle Rd,"3732 Settle Rd, Cincinnati, OH 45227, USA",-84.3860521,39.1452807,218000,2010,5,3732,
91,592-0001-0125-00,15 Ritchie Ave,1285,510,1948,04-07-2010,"$194,000",6,3,2,0,90069.0,EXD - Executors Deed (Conv),1,0.172,"$5,193.34",61.983774,WYOMING CSD,59201 - WYOMING 01,YES(12),No,No,Yes,No,No,69600,0,201200,270800,0,0,0,"$2,596.67",15,,Ritchie Ave,15 Ritchie Ave,"15 Ritchie Ave, Cincinnati, OH 45215, USA",-84.47285169999999,39.238643,194000,2010,4,15,
92,592-0001-0155-00,127 Bonham Rd,1385,510,1950,04-30-2010,"$177,000",4,2,1,0,118997.0,WD - Warranty Deed (Conv),1,0.203,"$4,744.56",61.983774,WYOMING CSD,59201 - WYOMING 01,No,No,No,Yes,No,No,72500,0,174750,247250,0,0,0,"$2,372.28",127,,Bonham Rd,127 Bonham Rd,"127 Bonham Rd, Cincinnati, OH 45215, USA",-84.47698749999999,39.242128,177000,2010,4,127,
93,592-0002-0101-00,42 Chestnut Ave,1216,510,1915,05-05-2010,"$138,500",6,3,1,1,253333.0,QE - Quit Claim Deed (EX),1,0.232,"$3,951.86",61.983774,WYOMING CSD,59216 - WYOMING 16,No,No,No,Yes,No,No,41720,0,164160,205880,0,0,0,"$1,975.93",42,,Chestnut Ave,42 Chestnut Ave,"42 Chestnut Ave, Wyoming, OH 45215, USA",-84.4701147,39.2370922,138500,2010,5,42,
94,592-0002-0185-00,31 E Charlotte Ave,1255,510,1950,06-15-2010,"$106,000",5,2,1,0,23069.0,WD - Warranty Deed (Conv),1,0.19,"$3,876.86",61.983774,WYOMING CSD,59216 - WYOMING 16,No,No,No,Yes,No,No,45830,0,156430,202260,0,0,0,"$1,938.43",31,,E Charlotte Ave,31 E Charlotte Ave,"31 E Charlotte Ave, Cincinnati, OH 45215, USA",-84.4701147,39.2401273,106000,2010,6,31,
95,592-0004-0115-00,49 Forest Ave,1492,510,1950,04-12-2010,"$148,000",6,3,2,0,39600.0,WD - Warranty Deed (Conv),1,0.174,"$4,673.68",61.983774,WYOMING CSD,59201 - WYOMING 01,No,No,No,Yes,No,No,69600,0,174240,243840,0,0,0,"$2,336.84",49,,Forest Ave,49 Forest Ave,"49 Forest Ave, Cincinnati, OH 45215, USA",-84.4744807,39.23598399999999,148000,2010,4,49,
96,592-0005-0167-00,1110 Springfield Pk,1482,550,1969,06-10-2010,"$110,000",5,2,2,1,159391.0,WE - Warranty Deed (EX),1,0.0,"$3,479.80",61.983774,WYOMING CSD,59212 - FLEMING HOUSE CONDO,YES(11),No,No,Yes,No,No,22500,0,159040,181540,0,0,0,"$1,739.90",1110,,Springfield Pk,1110 Springfield Pk,"1110 Springfield Pike, Wyoming, OH 45215, USA",-84.47064619999999,39.2352899,110000,2010,6,1110,
97,592-0006-0056-00,309 Pendery Ave,1183,510,1928,06-10-2010,"$119,400",5,2,1,1,7400.0,WD - Warranty Deed (Conv),1,0.154,"$4,023.60",61.983774,WYOMING CSD,59218 - WYOMING 18,No,No,No,Yes,No,No,52890,0,157030,209920,0,0,0,"$2,011.80",309,,Pendery Ave,309 Pendery Ave,"309 Pendery Ave, Cincinnati, OH 45215, USA",-84.4674909,39.2319495,119400,2010,6,309,
98,592-0023-0154-00,54 Evergreen Ct,1432,555,1985,06-29-2010,"$198,500",5,3,3,0,251411.0,EXD - Executors Deed (Conv),1,0.107,"$4,940.94",61.983774,WYOMING CSD,59221 - ROLL HILLS OF WYOMING LANDO,No,No,No,Yes,No,No,32500,0,225250,257750,0,0,0,"$2,470.47",54,,Evergreen Ct,54 Evergreen Ct,"54 Evergreen Ct, Wyoming, OH 45215, USA",-84.4753805,39.2442765,198500,2010,6,54,
99,592-0023-0226-00,1852 Harmon Dr,1411,550,2001,06-29-2010,"$123,000",4,2,2,0,8444.0,WD - Warranty Deed (Conv),1,0.0,"$3,170.56",61.983774,WYOMING CSD,59219 - WYOMING GLEN CONDO,YES(08),No,No,No,No,No,34000,0,125460,159460,0,0,0,"$1,585.28",1852,,Harmon Dr,1852 Harmon Dr,"1852 Harmon Dr, Cincinnati, OH 45215, USA",-84.4714012,39.2444991,123000,2010,6,1852,
100,600-0030-0153-00,10859 Ponds Ln,969,550,1976,06-10-2010,"$144,675",5,2,2,0,136388.0,WD - Warranty Deed (Conv),1,0.0,"$2,303.02",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,129070,148370,0,0,0,"$1,154.53",10859,,Ponds Ln,10859 Ponds Ln,"10859 Ponds Ln, Cincinnati, OH 45242, USA",-84.3418701,39.2621811,144675,2010,6,10859,
101,600-0030-0276-00,8089 Hetz Dr,1082,550,1978,06-30-2010,"$120,000",5,2,1,2,173661.0,WD - Warranty Deed (Conv),1,0.0,"$3,063.46",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,178210,197510,0,0,0,"$1,534.75",8089,,Hetz Dr,8089 Hetz Dr,"8089 Hetz Dr, Cincinnati, OH 45242, USA",-84.343701,39.262796,120000,2010,6,8089,
102,600-0030-0387-00,10903 Barrington Ct,1480,550,1980,06-10-2010,"$130,000",6,3,2,1,329083.0,WD - Warranty Deed (Conv),1,0.0,"$3,347.58",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,No,No,Yes,19300,0,189410,208710,0,0,0,"$1,676.81",10903,,Barrington Ct,10903 Barrington Ct,"10903 Barrington Ct, Cincinnati, OH 45242, USA",-84.3446623,39.263155,130000,2010,6,10903,
103,603-0018-0081-00,1103 Shakertown Ct,1392,555,1978,05-11-2010,"$152,500",5,2,3,0,299768.0,WD - Warranty Deed (Conv),1,0.061,"$3,815.85",55.899522,SYCAMORE CSD,60335 - MONTGOMERY MEADOWS LANDO,No,No,No,Yes,No,Yes,25000,0,191680,216680,0,0,0,"$1,908.84",1103,,Shakertown Ct,1103 Shakertown Ct,"1103 Shakertown Ct, Cincinnati, OH 45242, USA",-84.34646550000001,39.2520035,152500,2010,5,1103,
104,612-0010-0117-00,8881 Cynthia Ct,1107,510,1963,05-20-2010,"$175,000",5,3,1,1,6065.0,WD - Warranty Deed (Conv),1,0.167,"$3,229.98",47.604103,SYCAMORE CSD,61223 - BLUE ASH 23,No,No,No,Yes,No,Yes,49000,0,168070,217070,0,0,0,"$1,616.50",8881,,Cynthia Ct,8881 Cynthia Ct,"8881 Cynthia Ct, Cincinnati, OH 45242, USA",-84.38272649999999,39.2195588,175000,2010,5,8881,
105,612-0010-0137-00,8866 Brittany Dr,1026,510,1961,04-21-2010,"$155,000",6,3,1,0,256207.0,QE - Quit Claim Deed (EX),1,0.193,"$3,493.18",47.604103,SYCAMORE CSD,61223 - BLUE ASH 23,No,Yes,No,No,No,Yes,51060,0,175940,227000,0,0,0,"$1,748.10",8866,,Brittany Dr,8866 Brittany Dr,"8866 Brittany Dr, Cincinnati, OH 45242, USA",-84.38055039999999,39.2191706,155000,2010,4,8866,
106,612-0030-0237-00,9130 Lewis Ave,1248,510,1995,05-03-2010,"$233,000",6,3,2,0,231760.0,FD - Fiduciary Deed (Conv),1,0.35,"$4,695.04",47.604103,SYCAMORE CSD,61201 - BLUE ASH 01,YES(96),No,No,Yes,No,Yes,52880,0,262710,315590,0,0,0,"$2,349.03",9130,,Lewis Ave,9130 Lewis Ave,"9130 Lewis Ave, Cincinnati, OH 45242, USA",-84.3766907,39.2231938,233000,2010,5,9130,
107,612-0030-0404-00,9241 Lewis Ave,1351,510,1979,05-03-2010,"$160,000",6,3,1,1,308207.0,WD - Warranty Deed (Conv),1,0.284,"$4,240.10",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,115920,0,169080,285000,0,0,0,"$2,121.56",9241,,Lewis Ave,9241 Lewis Ave,"9241 Lewis Ave, Blue Ash, OH 45242, USA",-84.3768549,39.2251849,160000,2010,5,9241,
108,612-0040-0034-00,4815 Prospect Ave,1008,510,1960,06-18-2010,"$100,000",5,3,1,0,,QE - Quit Claim Deed (EX),1,0.182,"$3,004.26",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,Yes,No,No,No,Yes,86520,0,108690,195210,0,0,0,"$1,503.64",4815,,Prospect Ave,4815 Prospect Ave,"4815 Prospect Ave, Cincinnati, OH 45242, USA",-84.3758695,39.2351331,100000,2010,6,4815,
109,612-0040-0213-00,4847 Myrtle Ave,1357,510,1938,05-10-2010,"$159,000",7,3,1,0,,WE - Warranty Deed (EX),1,0.18,"$3,827.43",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,No,No,Yes,85680,0,162860,248540,0,0,0,"$1,916.74",4847,,Myrtle Ave,4847 Myrtle Ave,"4847 Myrtle Ave, Blue Ash, OH 45242, USA",-84.37482229999999,39.231764,159000,2010,5,4847,
110,612-0050-0060-00,9687 West Ave,1332,510,1949,06-18-2010,"$127,500",5,2,1,0,248784.0,SE - Survivorship Deed (EX),1,0.183,"$3,168.82",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,85680,0,127250,212930,0,0,0,"$1,585.92",9687,,West Ave,9687 West Ave,"9687 West Ave, Cincinnati, OH 45242, USA",-84.383433,39.2341154,127500,2010,6,9687,
111,612-0050-0078-00,9515 West Ave,1308,510,1950,06-02-2010,"$128,000",6,3,1,1,6772.0,WD - Warranty Deed (Conv),1,0.181,"$3,296.41",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,85680,0,135200,220880,0,0,0,"$1,651.23",9515,,West Ave,9515 West Ave,"9515 West Ave, Cincinnati, OH 45242, USA",-84.3838761,39.2315938,128000,2010,6,9515,
112,612-0050-0304-00,9474 Highland Ave,1260,510,1917,05-19-2010,"$144,500",6,4,2,0,6061.0,WD - Warranty Deed (Conv),1,0.247,"$2,947.10",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,108360,0,89650,198010,0,0,0,"$1,475.06",9474,,Highland Ave,9474 Highland Ave,"9474 Highland Ave, Cincinnati, OH 45242, USA",-84.3806736,39.2298208,144500,2010,5,9474,
113,612-0050-0372-00,9726 Conklin Rd,1036,510,1940,06-18-2010,"$110,000",6,3,1,0,286481.0,WD - Warranty Deed (Conv),1,0.131,"$2,939.39",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,73920,0,123080,197000,0,0,0,"$1,472.72",9726,,Conklin Rd,9726 Conklin Rd,"9726 Conklin Rd, Cincinnati, OH 45242, USA",-84.3784182,39.2352621,110000,2010,6,9726,
114,612-0060-0255-00,9095 Kenwood Rd,1152,510,1948,06-11-2010,"$115,000",5,3,1,0,269507.0,WD - Warranty Deed (Conv),1,0.295,"$3,687.64",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,YES(06),No,No,Yes,No,Yes,111820,0,135680,247500,0,0,0,"$1,845.33",9095,,Kenwood Rd,9095 Kenwood Rd,"9095 Kenwood Rd, Cincinnati, OH 45242, USA",-84.37825099999999,39.2231072,115000,2010,6,9095,
115,612-0060-0405-00,4724 Tillsam Ct,1200,510,1941,06-15-2010,"$117,000",5,3,1,1,278793.0,WE - Warranty Deed (EX),1,0.146,"$2,302.47",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,Yes,Yes,No,Yes,80640,0,100350,180990,0,0,0,"$1,154.26",4724,,Tillsam Ct,4724 Tillsam Ct,"4724 Tillsam Ct, Blue Ash, OH 45242, USA",-84.3799756,39.227966,117000,2010,6,4724,
116,612-0070-0050-00,4514 Victor Ave,1184,510,1953,04-19-2010,"$161,000",6,4,1,1,139563.0,WD - Warranty Deed (Conv),1,0.138,"$3,883.85",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,75600,0,184880,260480,0,0,0,"$1,944.95",4514,,Victor Ave,4514 Victor Ave,"4514 Victor Ave, Blue Ash, OH 45242, USA",-84.3851078,39.2288203,161000,2010,4,4514,
