,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,special_assessments,market_land_value,market_improvement_value,market_total_value,abated_value,taxes_paid,st_num,apt_num,street,formatted_address,longitude,latitude,year,month,city,geometry,market_land_value_num,age_of_house
63,525-0001-0233-00,7262 Thomas Dr,832,510,1951,2010-06-10,168900,4,2,1,0,69839.0,WD - Warranty Deed (Conv),1,0.192,5478.98,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,123770,145730,269500,0,2742.97,7262,,Thomas Dr,"7262 Thomas Dr, Cincinnati, OH 45243, USA",-84.35709500000002,39.195449,2010,6,Cincinnati,,123770.0,73
64,525-0001-0264-00,7228 Thomas Dr,1359,510,1951,2010-06-09,175000,7,4,2,0,7260.0,LW - Limited Warrant Deed (Conv),1,0.189,6518.5,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,123770,197080,320850,0,3262.73,7228,,Thomas Dr,"7228 Thomas Dr, Madeira, OH 45243, USA",-84.35728569999999,39.1926434,2010,6,Madeira,,123770.0,73
65,525-0001-0278-00,7107 Thomas Dr,1239,510,1952,2010-05-26,197950,6,3,2,0,6415.0,WD - Warranty Deed (Conv),1,0.212,7200.94,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,130150,224330,354480,0,7200.94,7107,,Thomas Dr,"7107 Thomas Dr, Cincinnati, OH 45243, USA",-84.3575116,39.1918243,2010,5,Cincinnati,,130150.0,72
66,525-0001-0326-00,7269 Berwood Dr,1075,510,1953,2010-06-09,177000,8,3,2,0,121139.0,WD - Warranty Deed (Conv),1,0.186,5913.72,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,122500,168530,291030,0,2960.34,7269,,Berwood Dr,"7269 Berwood Dr, Madeira, OH 45243, USA",-84.3587372,39.1962215,2010,6,Madeira,,122500.0,71
67,525-0001-0368-00,7262 Jethve Ln,1092,510,1954,2010-05-06,104000,5,2,1,0,200246.0,WD - Warranty Deed (Conv),1,0.186,6244.82,65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(10),No,No,Yes,Yes,122500,184870,307370,0,3125.89,7262,,Jethve Ln,"7262 Jethve Ln, Madeira, OH 45243, USA",-84.3594222,39.1955859,2010,5,Madeira,,122500.0,70
68,525-0001-0416-00,7245 Jethve Ln,1041,510,1954,2010-04-05,117000,5,2,2,0,217959.0,WD - Warranty Deed (Conv),1,0.186,5870.8,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,122500,166430,288930,0,2938.88,7245,,Jethve Ln,"7245 Jethve Ln, Madeira, OH 45243, USA",-84.3600993,39.194298,2010,4,Madeira,,122500.0,70
69,525-0003-0106-00,7141 Wallace Ave,1258,510,1950,2010-04-23,177000,5,3,2,0,160682.0,WD - Warranty Deed (Conv),1,0.193,6001.26,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,123770,171590,295360,0,3002.37,7141,,Wallace Ave,"7141 Wallace Ave, Cincinnati, OH 45243, USA",-84.36580819999999,39.1906462,2010,4,Cincinnati,,123770.0,74
70,525-0003-0118-00,7025 Wallace Ave,1154,510,1940,2010-05-28,164000,7,4,1,1,325264.0,QE - Quit Claim Deed (EX),1,0.161,6220.82,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,112520,193480,306000,0,3113.89,7025,,Wallace Ave,"7025 Wallace Ave, Cincinnati, OH 45243, USA",-84.3659725,39.1888724,2010,5,Cincinnati,,112520.0,84
71,525-0004-0067-00,6825 Esther Ln,1308,510,1948,2010-05-11,133100,7,4,1,1,5539.0,WD - Warranty Deed (Conv),1,0.106,5098.22,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,89320,161580,250900,0,2550.85,6825,,Esther Ln,"6825 Esther Ln, Cincinnati, OH 45243, USA",-84.3649389,39.1832453,2010,5,Cincinnati,,89320.0,76
72,525-0007-0112-00,7233 Osceola Dr,1211,510,1948,2010-06-01,163000,6,3,2,0,243948.0,WD - Warranty Deed (Conv),1,0.183,6097.99,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,116000,184000,300000,0,3053.87,7233,,Osceola Dr,"7233 Osceola Dr, Cincinnati, OH 45243, USA",-84.3542665,39.1929224,2010,6,Cincinnati,,116000.0,76
73,525-0007-0211-00,8006 Euclid Ave,1440,510,1928,2010-05-11,167000,7,3,2,0,86977.0,WD - Warranty Deed (Conv),1,0.182,5986.88,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,120580,173590,294170,0,2996.92,8006,,Euclid Ave,"8006 Euclid Ave, Cincinnati, OH 45243, USA",-84.35541669999999,39.1908725,2010,5,Cincinnati,,120580.0,96
74,525-0007-0248-00,8180 Camargo Rd,1326,510,1955,2010-06-18,114000,5,3,1,1,,WE - Warranty Deed (EX),1,0.489,7633.58,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,170400,204690,375090,0,3820.27,8180,,Camargo Rd,"8180 Camargo Rd, Cincinnati, OH 45243, USA",-84.3506105,39.1931503,2010,6,Cincinnati,,170400.0,69
75,525-0007-0317-00,7256 Longfield Dr,1144,510,1961,2010-04-23,164000,6,3,2,0,239714.0,WD - Warranty Deed (Conv),1,0.245,6501.88,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,136530,183470,320000,0,3254.42,7256,,Longfield Dr,"7256 Longfield Dr, Cincinnati, OH 45243, USA",-84.3521408,39.196224,2010,4,Cincinnati,,136530.0,63
76,525-0008-0123-00,7330 S Timberlane Dr,1394,510,1943,2010-04-23,190000,7,3,2,0,123920.0,WE - Warranty Deed (EX),1,0.285,6783.1,65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,Yes,No,No,Yes,115280,207100,322380,0,3395.03,7330,,S Timberlane Dr,"7330 S Timberlane Dr, Cincinnati, OH 45243, USA",-84.36708139999999,39.194514,2010,4,Cincinnati,,115280.0,81
77,525-0009-0026-00,7301 S Mingo Ln,1128,510,1954,2010-04-20,115000,5,2,1,1,12085.0,WD - Warranty Deed (Conv),1,0.384,5308.44,65.284164,MADEIRA CSD,52502 - MADEIRA 02,YES(11),No,Yes,Yes,Yes,170720,116760,287480,0,2655.96,7301,,S Mingo Ln,"7301 S Mingo Ln, Cincinnati, OH 45243, USA",-84.3676974,39.1976615,2010,4,Cincinnati,,170720.0,70
78,525-0010-0026-00,7800 Tances Dr,1405,510,1952,2010-05-12,145000,6,3,3,0,242634.0,WD - Warranty Deed (Conv),1,0.329,7216.72,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,162050,192950,355000,0,3611.84,7800,,Tances Dr,"7800 Tances Dr, Madeira, OH 45243, USA",-84.36058489999999,39.2008057,2010,5,Madeira,,162050.0,72
79,525-0010-0026-00,7800 Tances Dr,1405,510,1952,2010-05-12,155000,6,3,3,0,242634.0,WD - Warranty Deed (Conv),1,0.329,7216.72,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,162050,192950,355000,0,3611.84,7800,,Tances Dr,"7800 Tances Dr, Madeira, OH 45243, USA",-84.36058489999999,39.2008057,2010,5,Madeira,,162050.0,72
80,525-0010-0052-00,7801 Dee St,1097,510,1952,2010-06-24,157500,5,2,1,0,329811.0,WD - Warranty Deed (Conv),1,0.175,5722.74,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,Yes,No,No,Yes,111360,160750,272110,0,2863.11,7801,,Dee St,"7801 Dee St, Madeira, OH 45243, USA",-84.3605431,39.198496,2010,6,Madeira,,111360.0,72
81,525-0016-0084-00,6669 Apache Cr,1323,510,1958,2010-05-19,212500,7,3,2,0,249066.0,WD - Warranty Deed (Conv),1,0.292,6559.06,65.284164,MADEIRA CSD,52515 - MADEIRA 15,No,No,No,Yes,Yes,137900,185100,323000,0,3281.27,6669,,Apache Cr,"6669 Apache Cir, Cincinnati, OH 45243, USA",-84.3785795,39.1825963,2010,5,Cincinnati,,137900.0,66
82,527-0020-0038-00,6908 Thorndike Rd,1411,510,1941,2010-06-08,196000,7,3,1,0,312917.0,WE - Warranty Deed (EX),1,0.122,8563.08,71.219499,MARIEMONT CSD,52704 - MARIEMONT 04,No,No,No,No,Yes,196250,176250,372500,0,4283.57,6908,,Thorndike Rd,"6908 Thorndike Rd, Cincinnati, OH 45227, USA",-84.3751303,39.1469428,2010,6,Cincinnati,,196250.0,83
83,527-0020-0305-00,3837 Petoskey Ave,1188,510,1939,2010-06-03,165500,5,2,1,0,174842.0,WD - Warranty Deed (Conv),1,0.113,5144.2,71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,No,Yes,100040,123680,223720,0,2574.13,3837,,Petoskey Ave,"3837 Petoskey Ave, Cincinnati, OH 45227, USA",-84.3696276,39.145948,2010,6,Cincinnati,,100040.0,85
84,527-0020-0329-00,3720 Petoskey Ave,1336,510,1928,2010-06-28,262500,7,3,2,1,135572.0,WD - Warranty Deed (Conv),1,0.176,8119.15,71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,Yes,Yes,151580,213580,365160,0,4063.64,3720,,Petoskey Ave,"3720 Petoskey Ave, Cincinnati, OH 45227, USA",-84.36938119999999,39.1438289,2010,6,Cincinnati,,151580.0,96
85,527-0020-0347-00,3713 Pocahontas Ave,1323,510,1940,2010-05-03,198000,7,4,2,0,301117.0,WE - Warranty Deed (EX),1,0.174,7179.9,71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,No,Yes,151580,160750,312330,0,3591.98,3713,,Pocahontas Ave,"3713 Pocahontas Ave, Cincinnati, OH 45227, USA",-84.3687652,39.1433534,2010,5,Cincinnati,,151580.0,84
86,527-0020-0351-00,3721 Pocahontas Ave,1292,510,1951,2010-05-10,182500,6,3,1,1,5435.0,WD - Warranty Deed (Conv),1,0.174,6921.73,71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,Yes,Yes,151580,159760,311340,0,3464.93,3721,,Pocahontas Ave,"3721 Pocahontas Ave, Cincinnati, OH 45227, USA",-84.3687137,39.1439274,2010,5,Cincinnati,,151580.0,73
87,527-0020-0372-00,7101 Wooster Pk,1089,510,1925,2010-05-17,162500,5,2,1,1,5891.0,WD - Warranty Deed (Conv),1,0.164,3358.06,71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,Yes,Yes,15170,135780,150950,0,1681.06,7101,,Wooster Pk,"7101 Wooster Pike, Cincinnati, OH 45227, USA",-84.3681902,39.14433870000001,2010,5,Cincinnati,,15170.0,99
88,527-0020-0511-00,7032 Hiawatha Ave,1404,510,1939,2010-04-23,183900,6,3,1,1,4453.0,FD - Fiduciary Deed (Conv),2,0.177,6495.1,71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,Yes,Yes,151580,140750,292330,0,3249.58,7032,,Hiawatha Ave,"7032 Hiawatha Ave, Cincinnati, OH 45227, USA",-84.3677314,39.1459012,2010,4,Cincinnati,,151580.0,85
89,527-0030-0186-00,4005 Lytle Woods Pl,1404,510,1946,2010-05-19,224300,6,3,2,0,6039.0,WD - Warranty Deed (Conv),1,0.157,6626.02,71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,YES(00),No,No,Yes,Yes,144140,153830,297970,0,3315.04,4005,,Lytle Woods Pl,"4005 Lytle Woods Pl, Cincinnati, OH 45227, USA",-84.37064629999999,39.1478228,2010,5,Cincinnati,,144140.0,78
90,527-0040-0110-00,3732 Settle Rd,1263,510,1938,2010-05-17,218000,8,3,2,0,218671.0,WE - Warranty Deed (EX),1,0.124,8100.94,71.219499,MARIEMONT CSD,52705 - MARIEMONT 05,No,No,No,No,Yes,143550,208860,352410,0,8100.94,3732,,Settle Rd,"3732 Settle Rd, Cincinnati, OH 45227, USA",-84.3860521,39.1452807,2010,5,Cincinnati,,143550.0,86
91,592-0001-0125-00,15 Ritchie Ave,1285,510,1948,2010-04-07,194000,6,3,2,0,90069.0,EXD - Executors Deed (Conv),1,0.172,5193.34,61.983774,WYOMING CSD,59201 - WYOMING 01,YES(12),No,No,Yes,No,69600,201200,270800,0,2596.67,15,,Ritchie Ave,"15 Ritchie Ave, Cincinnati, OH 45215, USA",-84.47285169999999,39.238643,2010,4,Cincinnati,,69600.0,76
92,592-0001-0155-00,127 Bonham Rd,1385,510,1950,2010-04-30,177000,4,2,1,0,118997.0,WD - Warranty Deed (Conv),1,0.203,4744.56,61.983774,WYOMING CSD,59201 - WYOMING 01,No,No,No,Yes,No,72500,174750,247250,0,2372.28,127,,Bonham Rd,"127 Bonham Rd, Cincinnati, OH 45215, USA",-84.47698749999999,39.242128,2010,4,Cincinnati,,72500.0,74
93,592-0002-0101-00,42 Chestnut Ave,1216,510,1915,2010-05-05,138500,6,3,1,1,253333.0,QE - Quit Claim Deed (EX),1,0.232,3951.86,61.983774,WYOMING CSD,59216 - WYOMING 16,No,No,No,Yes,No,41720,164160,205880,0,1975.93,42,,Chestnut Ave,"42 Chestnut Ave, Wyoming, OH 45215, USA",-84.4701147,39.2370922,2010,5,Wyoming,,41720.0,109
94,592-0002-0185-00,31 E Charlotte Ave,1255,510,1950,2010-06-15,106000,5,2,1,0,23069.0,WD - Warranty Deed (Conv),1,0.19,3876.86,61.983774,WYOMING CSD,59216 - WYOMING 16,No,No,No,Yes,No,45830,156430,202260,0,1938.43,31,,E Charlotte Ave,"31 E Charlotte Ave, Cincinnati, OH 45215, USA",-84.4701147,39.2401273,2010,6,Cincinnati,,45830.0,74
95,592-0004-0115-00,49 Forest Ave,1492,510,1950,2010-04-12,148000,6,3,2,0,39600.0,WD - Warranty Deed (Conv),1,0.174,4673.68,61.983774,WYOMING CSD,59201 - WYOMING 01,No,No,No,Yes,No,69600,174240,243840,0,2336.84,49,,Forest Ave,"49 Forest Ave, Cincinnati, OH 45215, USA",-84.4744807,39.23598399999999,2010,4,Cincinnati,,69600.0,74
96,592-0005-0167-00,1110 Springfield Pk,1482,550,1969,2010-06-10,110000,5,2,2,1,159391.0,WE - Warranty Deed (EX),1,0.0,3479.8,61.983774,WYOMING CSD,59212 - FLEMING HOUSE CONDO,YES(11),No,No,Yes,No,22500,159040,181540,0,1739.9,1110,,Springfield Pk,"1110 Springfield Pike, Wyoming, OH 45215, USA",-84.47064619999999,39.2352899,2010,6,Wyoming,,22500.0,55
97,592-0006-0056-00,309 Pendery Ave,1183,510,1928,2010-06-10,119400,5,2,1,1,7400.0,WD - Warranty Deed (Conv),1,0.154,4023.6,61.983774,WYOMING CSD,59218 - WYOMING 18,No,No,No,Yes,No,52890,157030,209920,0,2011.8,309,,Pendery Ave,"309 Pendery Ave, Cincinnati, OH 45215, USA",-84.4674909,39.2319495,2010,6,Cincinnati,,52890.0,96
98,592-0023-0154-00,54 Evergreen Ct,1432,555,1985,2010-06-29,198500,5,3,3,0,251411.0,EXD - Executors Deed (Conv),1,0.107,4940.94,61.983774,WYOMING CSD,59221 - ROLL HILLS OF WYOMING LANDO,No,No,No,Yes,No,32500,225250,257750,0,2470.47,54,,Evergreen Ct,"54 Evergreen Ct, Wyoming, OH 45215, USA",-84.4753805,39.2442765,2010,6,Wyoming,,32500.0,39
99,592-0023-0226-00,1852 Harmon Dr,1411,550,2001,2010-06-29,123000,4,2,2,0,8444.0,WD - Warranty Deed (Conv),1,0.0,3170.56,61.983774,WYOMING CSD,59219 - WYOMING GLEN CONDO,YES(08),No,No,No,No,34000,125460,159460,0,1585.28,1852,,Harmon Dr,"1852 Harmon Dr, Cincinnati, OH 45215, USA",-84.4714012,39.2444991,2010,6,Cincinnati,,34000.0,23
100,600-0030-0153-00,10859 Ponds Ln,969,550,1976,2010-06-10,144675,5,2,2,0,136388.0,WD - Warranty Deed (Conv),1,0.0,2303.02,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,Yes,19300,129070,148370,0,1154.53,10859,,Ponds Ln,"10859 Ponds Ln, Cincinnati, OH 45242, USA",-84.3418701,39.2621811,2010,6,Cincinnati,,19300.0,48
101,600-0030-0276-00,8089 Hetz Dr,1082,550,1978,2010-06-30,120000,5,2,1,2,173661.0,WD - Warranty Deed (Conv),1,0.0,3063.46,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,Yes,19300,178210,197510,0,1534.75,8089,,Hetz Dr,"8089 Hetz Dr, Cincinnati, OH 45242, USA",-84.343701,39.262796,2010,6,Cincinnati,,19300.0,46
102,600-0030-0387-00,10903 Barrington Ct,1480,550,1980,2010-06-10,130000,6,3,2,1,329083.0,WD - Warranty Deed (Conv),1,0.0,3347.58,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,No,Yes,19300,189410,208710,0,1676.81,10903,,Barrington Ct,"10903 Barrington Ct, Cincinnati, OH 45242, USA",-84.3446623,39.263155,2010,6,Cincinnati,,19300.0,44
103,603-0018-0081-00,1103 Shakertown Ct,1392,555,1978,2010-05-11,152500,5,2,3,0,299768.0,WD - Warranty Deed (Conv),1,0.061,3815.85,55.899522,SYCAMORE CSD,60335 - MONTGOMERY MEADOWS LANDO,No,No,No,Yes,Yes,25000,191680,216680,0,1908.84,1103,,Shakertown Ct,"1103 Shakertown Ct, Cincinnati, OH 45242, USA",-84.34646550000001,39.2520035,2010,5,Cincinnati,,25000.0,46
104,612-0010-0117-00,8881 Cynthia Ct,1107,510,1963,2010-05-20,175000,5,3,1,1,6065.0,WD - Warranty Deed (Conv),1,0.167,3229.98,47.604103,SYCAMORE CSD,61223 - BLUE ASH 23,No,No,No,Yes,Yes,49000,168070,217070,0,1616.5,8881,,Cynthia Ct,"8881 Cynthia Ct, Cincinnati, OH 45242, USA",-84.38272649999999,39.2195588,2010,5,Cincinnati,,49000.0,61
105,612-0010-0137-00,8866 Brittany Dr,1026,510,1961,2010-04-21,155000,6,3,1,0,256207.0,QE - Quit Claim Deed (EX),1,0.193,3493.18,47.604103,SYCAMORE CSD,61223 - BLUE ASH 23,No,Yes,No,No,Yes,51060,175940,227000,0,1748.1,8866,,Brittany Dr,"8866 Brittany Dr, Cincinnati, OH 45242, USA",-84.38055039999999,39.2191706,2010,4,Cincinnati,,51060.0,63
106,612-0030-0237-00,9130 Lewis Ave,1248,510,1995,2010-05-03,233000,6,3,2,0,231760.0,FD - Fiduciary Deed (Conv),1,0.35,4695.04,47.604103,SYCAMORE CSD,61201 - BLUE ASH 01,YES(96),No,No,Yes,Yes,52880,262710,315590,0,2349.03,9130,,Lewis Ave,"9130 Lewis Ave, Cincinnati, OH 45242, USA",-84.3766907,39.2231938,2010,5,Cincinnati,,52880.0,29
107,612-0030-0404-00,9241 Lewis Ave,1351,510,1979,2010-05-03,160000,6,3,1,1,308207.0,WD - Warranty Deed (Conv),1,0.284,4240.1,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,115920,169080,285000,0,2121.56,9241,,Lewis Ave,"9241 Lewis Ave, Blue Ash, OH 45242, USA",-84.3768549,39.2251849,2010,5,Blue Ash,,115920.0,45
108,612-0040-0034-00,4815 Prospect Ave,1008,510,1960,2010-06-18,100000,5,3,1,0,,QE - Quit Claim Deed (EX),1,0.182,3004.26,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,Yes,No,No,Yes,86520,108690,195210,0,1503.64,4815,,Prospect Ave,"4815 Prospect Ave, Cincinnati, OH 45242, USA",-84.3758695,39.2351331,2010,6,Cincinnati,,86520.0,64
109,612-0040-0213-00,4847 Myrtle Ave,1357,510,1938,2010-05-10,159000,7,3,1,0,,WE - Warranty Deed (EX),1,0.18,3827.43,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,No,Yes,85680,162860,248540,0,1916.74,4847,,Myrtle Ave,"4847 Myrtle Ave, Blue Ash, OH 45242, USA",-84.37482229999999,39.231764,2010,5,Blue Ash,,85680.0,86
110,612-0050-0060-00,9687 West Ave,1332,510,1949,2010-06-18,127500,5,2,1,0,248784.0,SE - Survivorship Deed (EX),1,0.183,3168.82,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,85680,127250,212930,0,1585.92,9687,,West Ave,"9687 West Ave, Cincinnati, OH 45242, USA",-84.383433,39.2341154,2010,6,Cincinnati,,85680.0,75
111,612-0050-0078-00,9515 West Ave,1308,510,1950,2010-06-02,128000,6,3,1,1,6772.0,WD - Warranty Deed (Conv),1,0.181,3296.41,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,85680,135200,220880,0,1651.23,9515,,West Ave,"9515 West Ave, Cincinnati, OH 45242, USA",-84.3838761,39.2315938,2010,6,Cincinnati,,85680.0,74
112,612-0050-0304-00,9474 Highland Ave,1260,510,1917,2010-05-19,144500,6,4,2,0,6061.0,WD - Warranty Deed (Conv),1,0.247,2947.1,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,108360,89650,198010,0,1475.06,9474,,Highland Ave,"9474 Highland Ave, Cincinnati, OH 45242, USA",-84.3806736,39.2298208,2010,5,Cincinnati,,108360.0,107
113,612-0050-0372-00,9726 Conklin Rd,1036,510,1940,2010-06-18,110000,6,3,1,0,286481.0,WD - Warranty Deed (Conv),1,0.131,2939.39,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,73920,123080,197000,0,1472.72,9726,,Conklin Rd,"9726 Conklin Rd, Cincinnati, OH 45242, USA",-84.3784182,39.2352621,2010,6,Cincinnati,,73920.0,84
114,612-0060-0255-00,9095 Kenwood Rd,1152,510,1948,2010-06-11,115000,5,3,1,0,269507.0,WD - Warranty Deed (Conv),1,0.295,3687.64,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,YES(06),No,No,Yes,Yes,111820,135680,247500,0,1845.33,9095,,Kenwood Rd,"9095 Kenwood Rd, Cincinnati, OH 45242, USA",-84.37825099999999,39.2231072,2010,6,Cincinnati,,111820.0,76
115,612-0060-0405-00,4724 Tillsam Ct,1200,510,1941,2010-06-15,117000,5,3,1,1,278793.0,WE - Warranty Deed (EX),1,0.146,2302.47,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,Yes,Yes,Yes,80640,100350,180990,0,1154.26,4724,,Tillsam Ct,"4724 Tillsam Ct, Blue Ash, OH 45242, USA",-84.3799756,39.227966,2010,6,Blue Ash,,80640.0,83
116,612-0070-0050-00,4514 Victor Ave,1184,510,1953,2010-04-19,161000,6,4,1,1,139563.0,WD - Warranty Deed (Conv),1,0.138,3883.85,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,75600,184880,260480,0,1944.95,4514,,Victor Ave,"4514 Victor Ave, Blue Ash, OH 45242, USA",-84.3851078,39.2288203,2010,4,Blue Ash,,75600.0,71
117,612-0070-0350-00,9476 902 Hunters Creek Dr,1083,550,1985,2010-04-06,105000,5,2,2,0,3569.0,WD - Warranty Deed (Conv),1,0.0,3288.54,47.604103,SYCAMORE CSD,61220 - TWIN LAKES CONDO,YES(11),No,No,Yes,Yes,23400,197470,220870,0,3288.54,9476,902,Hunters Creek Dr,"9476 Hunters Creek Dr #902, Blue Ash, OH 45242, USA",-84.39010669999999,39.2263199,2010,4,Blue Ash,,23400.0,39
118,612-0080-0255-00,4406 Hunt Rd,1406,510,1974,2010-05-25,194400,6,3,2,0,239578.0,FD - Fiduciary Deed (Conv),1,0.215,4390.51,47.604103,SYCAMORE CSD,61221 - BLUE ASH 21,YES(03),No,No,Yes,Yes,80680,214220,294900,0,2198.28,4406,,Hunt Rd,"4406 Hunt Rd, Blue Ash, OH 45242, USA",-84.3889378,39.2300633,2010,5,Blue Ash,,80680.0,50
119,612-0090-0194-00,9779 Troon Ct,1292,550,1982,2010-05-20,142000,5,2,2,1,21304.0,SV - Survivorship Deed (Conv),1,0.0,4396.34,47.604103,SYCAMORE CSD,61214 - TROON VILLAGE CONDO,No,No,No,Yes,Yes,25200,270030,295230,0,2199.38,9779,,Troon Ct,"9779 Troon Ct, Blue Ash, OH 45241, USA",-84.3976337,39.2376412,2010,5,Blue Ash,,25200.0,42
120,612-0121-0053-00,9953 Timbers Dr,1360,555,1979,2010-05-10,135000,6,3,2,2,257654.0,QE - Quit Claim Deed (EX),1,0.016,2879.76,47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,Yes,No,No,Yes,28000,159140,187140,0,1441.09,9953,,Timbers Dr,"9953 Timbers Dr, Cincinnati, OH 45242, USA",-84.3954926,39.239334,2010,5,Cincinnati,,28000.0,45
121,612-0140-0089-00,5221 Bell Ave,1215,510,1954,2010-05-06,148000,6,3,1,1,5213.0,WD - Warranty Deed (Conv),1,0.241,3744.15,47.604103,SYCAMORE CSD,61209 - BLUE ASH 09,No,No,No,Yes,Yes,50160,200710,250870,0,1875.1,5221,,Bell Ave,"5221 Bell Ave, Cincinnati, OH 45242, USA",-84.37186899999999,39.2555509,2010,5,Cincinnati,,50160.0,70
122,612-0140-0427-00,5365 Hickory Trail Ln,1387,555,1982,2010-04-13,190750,6,3,3,0,280205.0,WD - Warranty Deed (Conv),1,0.053,3979.54,47.604103,SYCAMORE CSD,61227 - HICKORY RIDGE LANDO,No,No,No,Yes,Yes,40500,227000,267500,0,1990.98,5365,,Hickory Trail Ln,"5365 Hickory Trail Ln, Cincinnati, OH 45242, USA",-84.3711107,39.2510501,2010,4,Cincinnati,,40500.0,42
123,612-0170-0090-00,11266 Foremark Dr,1396,510,1963,2010-05-13,172500,6,3,1,1,231350.0,WD - Warranty Deed (Conv),1,0.565,3680.68,47.604103,SYCAMORE CSD,61234 - BLUE ASH 34,No,No,No,Yes,Yes,56010,191360,247370,0,1841.85,11266,,Foremark Dr,"11266 Foremark Dr, Cincinnati, OH 45241, USA",-84.38326029999999,39.2730707,2010,5,Cincinnati,,56010.0,61
124,612-0170-0294-00,11119 Jardin Pl,1440,555,1986,2010-04-27,125000,6,3,2,1,105520.0,WD - Warranty Deed (Conv),1,0.058,3634.2,47.604103,SYCAMORE CSD,61232 - JARDIN DEL FLEURS LANDO,YES(11),No,No,Yes,Yes,44000,200280,244280,0,1818.31,11119,,Jardin Pl,"11119 Jardin Pl, Cincinnati, OH 45241, USA",-84.3833022,39.2678315,2010,4,Cincinnati,,44000.0,38
125,612-0180-0170-00,10815 Fallsington Ct,1223,555,1984,2010-05-13,153750,4,2,2,0,238531.0,FD - Fiduciary Deed (Conv),1,0.065,2537.44,47.604103,SYCAMORE CSD,61236 - SYCAMORE VILLAGE LANDO,No,No,No,Yes,Yes,30000,140500,170500,0,1269.93,10815,,Fallsington Ct,"10815 Fallsington Ct, Cincinnati, OH 45242, USA",-84.3603538,39.25833129999999,2010,5,Cincinnati,,30000.0,40
126,612-0190-0101-00,11119 Labelle Ave,1245,510,2003,2010-06-24,134900,6,3,2,0,8229.0,WD - Warranty Deed (Conv),1,0.071,3226.21,47.604103,SYCAMORE CSD,61210 - BLUE ASH 10,No,No,No,Yes,Yes,55200,161400,216600,0,1616.13,11119,,Labelle Ave,"11119 Labelle Ave, Cincinnati, OH 45242, USA",-84.36317439999999,39.2664864,2010,6,Cincinnati,,55200.0,21
